216,6,215,3
108,12,107,9
72,18,39,1
72,18,71,15
54,24,53,9
36,36,3,1
36,36,35,33
24,54,15,1
18,72,3,1
18,72,17,33
12,108,3,1
6,216,3,1
130,10,103,1
10,130,3,1
10,130,9,27
130,10,129,7
328,4,163,1
164,8,163,5
4,328,3,165
8,164,3,1
222,6,221,3
6,222,3,1
6,222,5,75
222,6,147,1
168,8,83,1
168,8,167,5
28,48,27,25
24,56,11,1
24,56,11,29
24,56,23,29
16,84,7,1
12,112,11,57
168,8,83,5
8,168,3,1
8,168,3,85
8,168,7,85
4,336,3,169
56,24,27,1
56,24,27,13
48,28,23,1
336,4,167,1
112,12,55,1
84,16,83,9
56,24,55,13
52,26,51,23
52,26,3,1
26,52,3,1
26,52,25,49
12,114,11,39
12,114,3,1
6,228,5,153
6,228,3,1
114,12,75,1
114,12,113,9
228,6,75,1
228,6,227,3
98,14,97,11
14,98,3,1
344,4,171,1
172,8,171,5
4,344,3,173
8,172,3,1
10,140,3,1
10,140,9,57
20,70,3,1
20,70,19,57
70,20,13,1
70,20,69,17
140,10,83,1
140,10,139,7
18,78,17,27
6,234,3,1
234,6,233,3
78,18,51,1
32,44,15,1
16,88,3,1
16,88,11,1
16,88,7,1
16,88,15,45
16,88,7,45
8,176,3,1
8,176,3,89
8,176,7,89
8,176,7,45
8,176,7,133
4,352,3,177
88,16,43,9
88,16,43,1
88,16,87,9
88,16,87,5
88,16,87,13
44,32,43,17
176,8,87,1
176,8,43,1
176,8,131,1
176,8,87,5
176,8,175,5
352,4,175,1
360,4,179,1
240,6,239,3
240,6,159,1
180,8,179,5
120,12,59,1
120,12,119,9
120,12,59,9
40,36,19,1
48,30,47,21
48,30,15,1
60,24,39,1
60,24,39,13
60,24,59,13
60,24,59,21
60,24,59,9
72,20,35,1
120,12,99,1
120,12,39,1
4,360,3,181
30,48,9,1
24,60,11,21
30,48,29,33
6,240,5,81
24,60,15,1
8,180,3,1
12,120,3,61
12,120,3,1
12,120,11,61
12,120,11,81
12,120,11,21
20,72,19,37
24,60,11,1
24,60,3,1
24,60,23,21
6,240,3,1
36,40,35,21
38,38,37,35
38,38,3,1
22,66,21,19
66,22,47,1
66,22,65,19
22,66,3,1
16,92,7,1
8,184,3,93
92,16,91,9
184,8,91,5
184,8,183,5
184,8,91,1
8,184,3,1
8,184,7,93
4,368,3,185
368,4,183,1
6,246,3,1
246,6,81,1
246,6,245,3
6,246,5,165
30,50,23,1
50,30,49,7
10,150,3,1
150,10,149,7
4,376,3,189
188,8,187,5
376,4,187,1
8,188,3,1
6,252,3,1
42,36,27,1
84,18,27,1
36,42,35,15
18,84,17,57
12,126,3,1
252,6,251,3
126,12,125,9
8,192,3,1
8,192,3,97
8,192,7,97
12,128,11,65
4,384,3,193
48,32,47,29
16,96,7,49
16,96,7,1
16,96,15,13
16,96,15,61
16,96,15,49
16,96,11,49
16,96,11,1
16,96,3,49
16,96,3,1
24,64,11,33
24,64,11,1
24,64,23,33
32,48,15,37
32,48,31,37
32,48,15,13
32,48,31,13
32,48,15,25
32,48,15,1
32,48,31,25
32,48,19,1
32,48,3,1
384,4,191,1
64,24,31,13
64,24,63,13
64,24,31,1
48,32,11,17
48,32,11,1
48,32,35,17
48,32,23,17
48,32,47,17
48,32,23,1
48,32,47,13
192,8,95,1
192,8,95,5
192,8,191,5
128,12,63,1
96,16,47,9
96,16,95,9
96,16,83,1
96,16,35,1
96,16,47,1
96,16,47,5
96,16,95,5
96,16,47,13
96,16,95,13
48,32,35,1
258,6,257,3
258,6,171,1
6,258,5,87
6,258,3,1
28,56,27,53
8,196,3,1
14,112,3,1
14,112,13,81
28,56,27,25
28,56,27,29
28,56,3,29
28,56,3,1
4,392,3,197
392,4,195,1
56,28,55,25
112,14,111,11
112,14,31,1
56,28,31,1
56,28,27,1
56,28,3,1
56,28,27,25
196,8,195,5
66,24,21,1
66,24,65,9
132,12,131,9
264,6,263,3
264,6,87,1
132,12,87,1
24,66,15,1
24,66,23,45
12,132,11,45
12,132,3,1
6,264,5,177
6,264,3,1
40,40,39,17
20,80,3,41
20,80,3,1
40,40,19,37
40,40,19,21
40,40,19,17
40,40,19,1
40,40,39,37
4,400,3,201
20,80,19,57
20,80,19,41
20,80,19,17
16,100,7,1
10,160,9,97
10,160,3,1
8,200,3,101
8,200,3,1
8,200,7,101
40,40,3,1
40,40,3,21
40,40,23,1
400,4,199,1
100,16,99,9
160,10,63,1
160,10,159,7
200,8,99,5
200,8,199,5
200,8,99,1
40,40,23,21
40,40,39,21
80,20,79,17
80,20,39,17
80,20,23,1
80,20,39,1
80,20,63,1
270,6,269,3
90,18,39,1
90,18,89,15
54,30,53,21
18,90,3,1
18,90,17,51
6,270,3,1
30,54,9,1
8,204,3,1
4,408,3,205
136,12,67,1
204,8,203,5
68,24,67,13
408,4,203,1
12,136,11,69
24,68,11,1
276,6,183,1
138,12,137,9
138,12,45,1
276,6,275,3
12,138,3,1
6,276,3,1
12,138,11,93
6,276,5,93
4,416,3,209
8,208,7,53
8,208,7,157
8,208,7,105
8,208,3,105
8,208,3,1
16,104,7,53
16,104,15,53
16,104,7,1
16,104,11,1
16,104,3,1
32,52,15,1
52,32,51,17
104,16,103,13
104,16,103,5
104,16,103,9
104,16,51,1
104,16,51,9
208,8,207,5
208,8,103,5
208,8,103,1
208,8,51,1
416,4,207,1
208,8,155,1
282,6,281,3
282,6,93,1
6,282,3,1
6,282,5,189
4,424,3,213
8,212,3,1
424,4,211,1
212,8,211,5
170,10,33,1
10,170,3,1
170,10,169,7
10,170,9,137
72,24,71,21
72,24,35,9
72,24,71,9
72,24,35,1
72,24,35,21
72,24,35,13
72,24,71,13
96,18,63,1
216,8,215,5
288,6,287,3
108,16,107,9
144,12,71,9
144,12,143,9
144,12,71,1
432,4,215,1
216,8,107,1
24,72,3,1
24,72,23,37
24,72,11,1
18,96,17,33
16,108,7,1
12,144,3,73
12,144,3,1
12,144,11,73
48,36,23,1
36,48,35,9
36,48,35,33
216,8,107,5
36,48,35,25
24,72,15,37
48,36,15,1
48,36,39,1
6,288,3,1
4,432,3,217
24,72,3,37
24,72,15,1
24,72,11,37
8,216,3,1
8,216,3,109
8,216,7,109
4,440,3,221
440,4,219,1
8,220,3,1
220,8,219,5
20,88,19,45
40,44,19,1
44,40,43,21
88,20,43,1
42,42,41,25
42,42,17,1
42,42,17,15
42,42,41,15
14,126,3,1
14,126,13,109
42,42,27,25
6,294,5,99
6,294,3,1
42,42,3,1
294,6,195,1
126,14,17,1
126,14,125,11
42,42,27,1
294,6,293,3
42,42,41,39
32,56,15,29
16,112,15,57
32,56,15,1
112,16,55,9
32,56,31,29
28,64,27,33
16,112,7,1
16,112,7,29
16,112,7,85
16,112,15,29
16,112,15,85
16,112,3,1
16,112,3,57
16,112,11,57
16,112,7,57
56,32,27,1
56,32,55,17
56,32,27,17
64,28,31,1
8,224,3,1
8,224,3,113
8,224,7,113
16,112,11,1
224,8,223,5
224,8,111,5
224,8,111,1
112,16,111,9
112,16,83,9
112,16,27,9
112,16,55,1
112,16,83,1
112,16,27,1
112,16,111,5
112,16,111,13
112,16,55,13
112,16,55,5
448,4,223,1
4,448,3,225
10,180,3,1
6,300,3,1
6,300,5,201
10,180,9,37
12,150,11,51
12,150,3,1
20,90,19,37
20,90,3,1
30,60,23,1
30,60,9,1
30,60,3,1
30,60,29,37
30,60,29,21
30,60,23,21
30,60,9,37
60,30,23,21
60,30,39,7
60,30,3,1
60,30,39,1
60,30,23,1
60,30,59,27
60,30,59,21
60,30,59,7
90,20,89,17
90,20,53,1
300,6,99,1
300,6,299,3
180,10,179,7
180,10,143,1
150,12,99,1
150,12,149,9
30,60,29,57
8,228,3,1
4,456,3,229
12,152,11,77
24,76,11,1
456,4,227,1
76,24,75,13
152,12,75,1
228,8,227,5
306,6,305,3
102,18,33,1
6,306,3,1
18,102,17,69
16,116,7,1
8,232,3,117
8,232,3,1
116,16,115,9
8,232,7,117
232,8,115,5
232,8,231,5
232,8,115,1
464,4,231,1
4,464,3,233
24,78,23,27
24,78,15,1
12,156,11,105
12,156,3,1
6,312,3,1
6,312,5,105
312,6,207,1
312,6,311,3
156,12,155,9
156,12,51,1
78,24,77,9
78,24,51,1
4,472,3,237
472,4,235,1
8,236,3,1
236,8,235,5
10,190,3,1
190,10,189,7
190,10,113,1
10,190,9,77
318,6,105,1
6,318,5,213
318,6,317,3
6,318,3,1
4,480,3,241
8,240,7,181
8,240,7,61
8,240,7,121
8,240,3,121
20,96,19,49
24,80,11,41
24,80,11,1
24,80,23,61
24,80,23,21
24,80,23,41
32,60,15,1
40,48,39,37
40,48,39,13
40,48,19,25
40,48,19,1
40,48,39,25
48,40,23,1
48,40,47,21
48,40,23,21
48,40,35,1
48,40,11,1
60,32,59,17
80,24,39,1
80,24,59,1
80,24,19,1
80,24,79,13
80,24,39,13
96,20,47,1
120,16,119,13
120,16,119,5
120,16,119,9
120,16,59,9
120,16,59,1
160,12,79,1
8,240,3,1
480,4,239,1
16,120,3,1
16,120,11,1
16,120,7,1
16,120,7,61
16,120,15,61
12,160,11,81
240,8,239,5
240,8,119,5
240,8,119,1
240,8,179,1
240,8,59,1
44,44,3,1
22,88,21,41
22,88,3,1
44,44,43,41
88,22,87,19
88,22,47,1
162,12,161,9
108,18,107,15
54,36,53,33
36,54,3,1
18,108,3,1
12,162,3,1
6,324,3,1
324,6,323,3
8,244,3,1
244,8,243,5
488,4,243,1
4,488,3,245
14,140,3,1
14,140,13,81
28,70,27,11
140,14,139,11
70,28,69,25
70,28,59,1
140,14,59,1
28,70,3,1
6,330,5,111
6,330,3,1
30,66,29,45
30,66,9,1
66,30,21,1
330,6,219,1
66,30,65,21
330,6,329,3
4,496,3,249
8,248,7,125
8,248,3,125
8,248,3,1
16,124,7,1
496,4,247,1
248,8,123,5
248,8,247,5
124,16,123,9
248,8,123,1
40,50,23,1
20,100,3,1
10,200,3,1
100,20,99,17
200,10,199,7
50,40,49,17
