Size,IsPolytopal
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-2)^2, s2*s1^-3*s2^-1*s1*s2^-1*(s1^-2*s2)^5*s1^-3*(s2^-1*s1^2)^4*s2^-1*s1^-3*s2*s1^-3*(s2^-1*s1^2)^3*s2*s1^-1")#7008#true
AbstractRotaryPolytope([ 6, 6 ], "(s2*s1^-2)^2, s2*s1*(s1*s2*s1^-1*s2^-1)^8*s2^-1*s1*s2*s1^-1*s2^-1*s1*s2*(s2*s1^-1*s2^-1*s1)^7*s2")#7008#true
AbstractRotaryPolytope([ 12, 4 ], "(s1*s2^-1*s1^2)^2, s1^2*s2^2*s1*s2^-1*s1^-1*s2*s1*(s1*s2^-1)^2*s2^-1*(s1^-1*s2)^5*s1^-2*s2^-1*s1*s2^-1*s1^-2*s2*s1*s2^-1*(s1^-1*s2*s1*s2^-1*s1^-1*s2)^2")#7008#true
RotaryManiplex([ 6, 12 ], "s2^-1*s1^-2*s2*s1*s2^-4, (s2*s1^-2)^2, s2*s1*(s1*s2*s1^-1*s2^-1)^3*s1*((s2*s1^-1*s2^-1*s1)^4*s2*s1^-1*s2^-2*s1*s2)^2*(s2*s1^-1*s2^-1*s1)^2*s2")#7008#false
RotaryManiplex([ 12, 6 ], "s1^-1*s2^2*s1^5*s2^-1, (s1*s2^-2)^2, s2*s1^3*s2*s1^-2*s2^-2*s1^-2*s2*s1^-2*(s2^-1*s1)^2*s1^2*(s2*s1^-2)^2*s1^-1*(s2^-1*s1^2)^3*(s2*s1^-1)^3*s1^-2*(s2*s1^-2*s2^-1*s1)^2*s1*s2^-1*s1^3*s2*s1^-1")#7008#false
AbstractRotaryPolytope([ 6, 24 ], "(s1*s2^-2)^2, s2*s1^2*s2*s1^-1*s2^-1*s1^2*(s2*s1^-2)^2*s2*s1^-1*(s1^-1*s2^-1*s1*s2)^4")#7008#true
AbstractRotaryPolytope([ 6, 24 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2*s1*s2^-2*(s1^-1*s2)^2*s1^-1*s2^-1*s1*s2*s1^-1*s2^-2*s1*(s2^-1*s1*s2*s1^-1)^3*s2^-1*s1*s2^2, s2^5*(s1*s2^-1*s1)^2*s2")#7008#true
AbstractRotaryPolytope([ 24, 6 ], "s1^-6*(s1^-1*s2^2)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2*s1^-1*s2^2*s1^-2*s2^-1*s1^4, s2*s1^2*s2^-1*(s1*s2^-1*s1^-1*s2)^2*(s1^2*s2^-1)^3*s1*s2^-1*s1^-1*(s1^-1*s2)^2*s1^-2")#7008#true
AbstractRotaryPolytope([ 24, 6 ], "(s1*s2^-1*s1)^2, s1*s2*(s2*s1*s2^-1*s1^-1)^2*(s2*s1^-1)^2*s2^-1*s1*s2*(s2*s1^-1)^2*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*s2^2*s1*s2^-1")#7008#true
RotaryManiplex([ 8, 24 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2*(s2*s1^2*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*s2*s1^-1)^2*s2*s1^-2*s2^-1*s1*s2^-1, (s2*s1^-3)^2, s2^6*s1^2*s2^3*s1^-1*s2^-1*s1*s2^2")#7008#false
RotaryManiplex([ 8, 24 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-3)^2, s2*s1^2*s2*s1^-1*s2^-1*s1*(s2*s1^-1)^2*s2^-2*s1^-3*(s2^-1*s1)^4*(s1*s2*s1^-1*s2^-1)^2*s1*s2, s2^6*s1^2*s2^3*s1^-1*s2^-1*s1*s2^2")#7008#false
AbstractRotaryPolytope([ 8, 24 ], "s2^-1*(s1^-1*s2)^2*s1^2*s2^-1*s1*s2^3*s1*s2^-1, (s1*s2^-1)^4, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^-1*s2*s1^3*s2^-2*s1^2*s2*s1^-2")#7008#true
AbstractRotaryPolytope([ 8, 24 ], "(s1*s2^-1)^4, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^-2*s2^-1*s1*s2^-1*s1^-2*s2^-1*s1^2*s2^-1*s1*s2^2, s2^2*s1^-1*s2*s1^3*s2^-2*s1^2*s2*s1^-2")#7008#true
AbstractRotaryPolytope([ 12, 12 ], "(s1^-1*s2)^3, (s1*s2^-2*s1^3)^2, s1^2*s2^2*s1*s2^-1*s1^-1*s2*s1^4*s2^-1*s1^-1*s2*s1*s2^-1*s1^-4*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#7008#true
AbstractRotaryPolytope([ 12, 12 ], "(s1^-1*s2)^3, (s1*s2^-2*s1^3)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1*s2^-1*s1^-2*s2*s1^4*s2^-1*s1^-1*s2*s1*s2^-1*s1^-3*s2*s1")#7008#true
AbstractRotaryPolytope([ 12, 12 ], "s1^-2*s2*s1^-6*s2*s1^-3*s2^-1*s1*s2, (s1*s2^-2*s1^3)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1*s2^-1*s1^-2*s2^-1*(s2^-1*s1)^2*s1*s2*s1^-1*s2^-2*s1^2*s2*s1^-1*s2*s1^2")#7008#true
AbstractRotaryPolytope([ 12, 12 ], "(s2^-2*s1*s2^-2)^2*s1^2, s1^-1*(s1^-1*s2)^2*s1^3*s2*s1^-3*(s2^-1*s1^2)^3*(s2*s1^-1)^2*s1^-1*s2^-1*s1^2*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1, s2^6*s1*s2^-5*s1*s2")#7008#true
RotaryManiplex([ 12, 12 ], "s1*s2^-1*s1*(s2^-1*(s1^-1*s2)^2*s1*(s1*s2^-1)^4)^2*s2^-1*s1^-1*s2*(s1^-1*s2*s1*s2^-1)^2*s1^-1*s2, s2^2*s1^4*s2^2")#7008#false
AbstractRotaryPolytope([ 12, 12 ], "s2^-3*s1*s2^-1*s1^-2*(s2^-1*s1^2)^2*s1^3, (s1*s2^-2*s1^3)^2, (s1*s2^-1*s1)^4, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^2*s2^2*s1^-1*s2^-3*s1^-2*s2^-1*s1*s2")#7008#true
AbstractRotaryPolytope([ 12, 12 ], "s2*s1^-3*s2^5*s1^-3, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^2*s1^2*s2^2*(s1*s2^-1)^2*s2^-1*(s1^-1*s2)^2*(s2*s1*s2^-1*s1^-1)^3*s2*s1*s2^-2*s1^-1, s2^3*s1^2*s2^-1*s1^2*s2^2")#7008#true
AbstractRotaryPolytope([ 12, 12 ], "s1^-2*(s2^-1*s1)^3*s1*(s2*s1^-1)^2*s2, (s1*s2^-2*s1^3)^2, s2*s1^2*s2*s1^-2*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2")#7008#true
AbstractRotaryPolytope([ 24, 8 ], "s1*s2^-1*s1^-3*s2^-1*s1*s2^-1*s1^-2*s2^2*s1*s2^-1, (s1*s2^-1)^4, s1^2*s2^2*s1^5*s2^-1*s1^-1*s2*s1^4, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#7008#true
AbstractRotaryPolytope([ 24, 8 ], "(s1*s2^-1)^4, s1^2*s2^2*s1^5*s2^-1*s1^-1*s2*s1^4, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^-1*s2*s1^4*s2^-1*s1*s2^2*s1^-1*s2^-1*s1*s2")#7008#true
RotaryManiplex([ 24, 8 ], "s1^-4*(s1^-4*s2^2)^2, (s1*s2^-1*s1^2)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*(s1^2*s2*s1^-1*s2^-2)^2*s1^-1*(s1^-2*s2^-1*s1^2*s2)^2*s1^-1*(s2*s1^-1*s2^-1*s1)^2*s2")#7008#false
RotaryManiplex([ 24, 8 ], "s1^-4*(s1^-4*s2^2)^2, (s1*s2^-1*s1^2)^2, s1^2*s2*(s2*s1*s2^-1*s1^-1)^2*s2*s1*(s1*s2^-1)^2*s1^2*s2*s1^-2*s2^-1*s1*s2^-1*s1^-1*(s1^-1*s2*s1*s2^-1)^2*s1^-1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#7008#false
RotaryManiplex([ 12, 24 ], "(s2^-2*s1*s2^-2)^2*s1^2, s1^-1*(s1^-1*s2)^2*s1^3*s2*s1^-3*(s2^-1*s1^2)^2*s1*s2*s1^-2*s2^-2*(s1^-2*s2)^2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1, s2^5*s1*s2^-3*s1^-1*s2^4")#7008#false
RotaryManiplex([ 12, 24 ], "s1*s2^-1*s1^-2*s2^-3*s1^-1*s2^2*(s1*s2^-1)^2*s1^-1*(s1^-1*s2^2)^5, s1^2*s2^2*s1^3*s2^-2*s1, (s1^2*s2^3*s1)^2")#7008#false
RotaryManiplex([ 24, 12 ], "s1^9*s2*s1^-3*s2^-1, s1*s2^2*s1*s2^-1*(s1^-1*s2)^2*s2*s1^2*s2*s1^-1*s2^-1*s1*s2^2*(s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1*s1^-1*s2^2*s1*s2^-1, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#7008#false
RotaryManiplex([ 24, 12 ], "(s1*s2^-1*s1^4)^2, (s1^2*s2^-1)^2*s1^2*(s2*s1^-1)^2*s1^-1*s2*s1^2*(s1*s2^-1)^2*s1^-1*s2*(s1^2*s2^-1)^2, s1^2*s2*s1^-4*s2*s1^2*s2^-2, s2*(s1*s2^-2*s1)^2*s2")#7008#false
RotaryManiplex([ 24, 24 ], "(s1*s2^-1)^2*s2^-1*s1^-1*(s1^-1*s2)^2*s2*s1, s1*s2^-1*s1*s2^2*(s2*s1*s2^-1*s1^-1)^2*s2, s2*s1^-1*s2*(s1*s2^-1*s1)^2*s2*s1^-1*s2")#7008#false
RotaryManiplex([ 24, 24 ], "s2*s1^-1*s2*(s1*s2^-1*s1)^2*s2*s1^-1*s2, s2*s1^2*s2*s1^-2*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2")#7008#false
RotaryManiplex([ 24, 24 ], "s1*s2*s1^-1*s2^2*s1*s2^-1*s1^-2*s2^-2*s1*s2^-1*s1^-2*s2*s1*(s1*s2^-1)^2*s1^-2*s2*(s2*s1*s2^-1*s1^-1)^2*s2*s1, s2^2*s1^4*s2^2")#7008#false
RotaryManiplex([ 24, 24 ], "(s2^-2*s1*s2^-2)^4*s1^4, s1^-1*s2*s1^2*s2^-1*s1^2*(s2*s1^-1)^2*s1^-2*(s2^-1*s1^2)^2*s1*s2*s1^-3*s2^-1*s1^2*s2*s1^-1*s2, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-2*s1*s2")#7008#false
RotaryManiplex([ 24, 24 ], "(s2^-2*s1^2*s2^-2)^4, s1^-2*s2^3*s1*(s1*s2^-1)^2*s2^-1*s1^-1, s1*s2^3*s1*s2^-1*s1^2*(s2*s1^-1)^2*s2^-2, s2^2*s1^6*s2^2*s1^-2")#7008#false
RotaryManiplex([ 24, 24 ], "(s2^-2*s1^2*s2^-2)^4, s1^-2*s2^3*s1*(s1*s2^-1)^2*s2^-1*s1^-1, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^-2*s2*s1^2*s2^-1, s2^2*s1^6*s2^2*s1^-2")#7008#false
AbstractRotaryPolytope([ 24, 24 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-3*s2^-1*s1^3*s2*s1^-1*s2^-2*s1*s2, s2*s1^2*s2^-1*s1^3*s2*s1^-2*s2*s1^-1")#7008#true
AbstractRotaryPolytope([ 24, 24 ], "((s2^-1*s1)^2*s2^-2)^4, s1^-1*s2*s1^6*s2^2*s1^-1*s2, s2^2*s1^2*s2^-2*s1^-1*(s1^-1*s2^-1*s1*s2)^2*s1^-1")#7008#true
AbstractRotaryPolytope([ 24, 24 ], "s1^-2*s2*s1^6*s2^-1*s1*(s2*s1^-1)^2*s1^-1, s1^-1*s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s1*s2*s1^-1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#7008#true
AbstractRotaryPolytope([ 24, 24 ], "s1^-2*s2*s1^4*s2^-1*s1*s2^2*s1^-1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^2*s2*s1^-1*s2^-1*s1^4*s2*s1^-1*s2^2")#7008#true
RotaryManiplex([ 24, 24 ], "(s2^-1*s1^2*s2^-1)^6, s1^-1*s2*(s2*s1*s2^-1*s1^-1)^3*s2*s1^-1*s2^-3*s1^-2*s2^-1*(s2^-1*s1^-1*s2*s1)^2*s2^-1*s1*s2^-1*s1^-1, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#7008#false
RotaryManiplex([ 24, 24 ], "s1^-2*s2^-3*s1^5*s2^2*s1^-3*s2, s1*s2^-1*s1*s2^2*(s2*s1*s2^-1*s1^-1)^2*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1*(s1^5*s2^-1)^2, s2^2*s1*s2^-1*s1^4*s2*s1^-2*s2^-1*s1*s2*s1^-2")#7008#false
RotaryManiplex([ 24, 24 ], "s1^-1*s2^-1*s1*s2*s1^-2*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2, ((s1*s2^-1)^2*s1)^2*s2^-2, s2*s1^-1*s2^-1*s1^7*s2^2*s1^-4")#7008#false
RotaryManiplex([ 24, 24 ], "s2^-1*s1*s2^-1*(s1^-1*s2)^2*(s1*s2^-1)^7*(s1^-1*s2*s1*s2^-1)^2*s1^-1*s2*s1, s2^2*s1^4*s2^2")#7008#false
RotaryManiplex([ 24, 24 ], "s1^4*s2^-2*s1*(s1*s2^-1)^2*s1, s1*s2^2*s1*s2^-1*(s1^-1*s2)^2*s2*s1^2*s2*s1^-1*s2^-1*s1*s2^2*(s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1*s1^-1*s2^2*s1*s2^-1, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#7008#false
RotaryManiplex([ 24, 24 ], "s2^-2*s1*s2^-8*s1, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2*s1^-1*s2*s1^2*s2^-1*s1^2*(s2*s1^-1)^2*s1^-2*(s2^-1*s1^2)^3*(s2*s1^-1)^2*s1^-1, s2^2*s1^5*s2^2*s1^-1")#7008#false
AbstractRotaryPolytope([ 4, 4 ], "s2*s1*(s1*s2*s1^-1*s2^-1)^4*s1*s2*(s2*s1^-1)^23*s1^-1*s2^-1*s1*s2")#7016#true
AbstractRotaryPolytope([ 6, 15 ], "(s1*s2^-2)^2, s2*s1^-3*s2*s1^-2*s2^-1*s1*s2*s1^-1*s2^-1*s1^2*s2*s1^-1*(s1^-1*s2)^2*(s1^2*s2^-1)^2*s1^2*(s2^-1*s1^2*s2*s1^-1)^2, s2^2*s1^2*s2^6*(s2^2*s1^-1*s2^-1*s1)^2*s2")#7020#true
AbstractRotaryPolytope([ 15, 6 ], "(s1*s2^-1*s1)^2, s2*(s2*s1^-1)^3*s2^-1*s1*s2*(s2*s1^-1*s2^-2*s1)^2*(s2^-2*s1)^2*s2^-2*(s1^-1*s2)^2*s2*s1^-1*s2^-2*s1*s2")#7020#true
AbstractRotaryPolytope([ 6, 45 ], "s2^-4*s1^-2*s2^-2*s1^-1*s2*s1^-1*(s2^-2*s1^-2*s2^-1)^2*s2^-1*s1^-2*s2^-4*s1*s2^12*(s1^-1*s2^-2*s1^-1)^2*s1^-1*((s2^-2*s1^-2)^2*s2^-1)^2*s2^-1, s1^-3*s2^2*s1*s2^-1*s1^-2*s2*s1^-3*s2^-1*s1*(s1*s2^-1)^2*s1^-2*s2, (s1*s2^-2)^2")#7020#true
AbstractRotaryPolytope([ 6, 45 ], "(s1*s2^-2)^2, s2*s1^2*s2*s1^-1*s2^-2*s1*s2*(s2*s1^-2)^2*s1^-1*s2^-1*s1^2*s2^-1*s1*s2*(s2*s1^-1*s2^-1*s1)^2*s2")#7020#true
AbstractRotaryPolytope([ 6, 45 ], "(s1*s2^-2)^2, s1*s2^2*s1*s2^-3*s1*(s2*s1^-2)^2*s2*(s2*s1*s2^-1*s1^-1)^3*s2*s1")#7020#true
AbstractRotaryPolytope([ 45, 6 ], "s1*s2^-3*s1*s2^-2*(s1^-1*s2)^2*s1^-1*s2^-2*s1*s2^-2*s1^-1*s2^2*s1*s2^-1, (s1*s2^-1*s1)^2")#7020#true
AbstractRotaryPolytope([ 45, 6 ], "(s1*s2^-1*s1)^2, s2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1*s2^2*s1^-2*s2^-1*s1*(s1*s2*s1^-1*s2^-1)^3*s1*s2")#7020#true
AbstractRotaryPolytope([ 45, 6 ], "(s1*s2^-1*s1)^2, s2*s1^2*s2*s1^-3*s2*s1*s2^-1*s1^-2*s2*(s2*s1^-1)^2*s2^-2*s1*s2^-1*s1^-2*s2^2*s1^-4*s2^2")#7020#true
AbstractRotaryPolytope([ 6, 585 ], "(s1*s2^-2)^2, (s1*s2^-1)^2*s1^-2*(s2^-1*s1)^2, s2^3*s1^-1*s2^-77*s1^-1*s2^5*s1^-2*s2^11*s1^-1*s2^-2*s1^-1*s2^2*(s2*s1^-1*s2^-1*s1)^2*s2^85*s1^-2*s2^4*s1^-1*s2^-1*s1*s2")#7020#true
AbstractRotaryPolytope([ 585, 6 ], "s2^-1*s1*s2^-2*(s1^-1*s2)^2*s2*s1, s1^-102*s2^-1*s1^4*s2*s1^-3*s2^2*s1^-86, (s1*s2^-1*s1)^2")#7020#true
RotaryManiplex([ 15, 30 ], "s2^-1*s1^-1*s2*s1^-1*(s2*s1*s2^-1*s1^-1*s2)^2*s1*s2^-1*(s1^-1*s2)^2*s2*(s1*s2^-1)^2*s2^-2*s1^-1*s2*(s2*s1*s2^-1*s1^-1)^2*s2*s1*s2^-2*s1, (s2^-1*s1^2*s2^-1)^2*s2^-6*s1, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#7020#false
RotaryManiplex([ 30, 15 ], "(s1*s2^-1)^4*s1^2*s2^-2*s1^2*s2^-1, s2*s1^3*s2*s1^-1*(s2^-1*s1)^2*s1*(s2*s1^-1)^2*s1^-2*(s2^-1*s1^2)^2*s2*s1^-1*s2^-1*s1*(s2*s1^-1)^2*s1^-2*s2^-1*s1^2*s2*s1^-1, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-2*s1*s2")#7020#false
RotaryManiplex([ 18, 45 ], "(s2^-2*s1*s2^-2)^3*s1^3, s1^3*(s2*s1^-1)^2*s1^-1*s2*s1^3*s2^-1*s1^2*s2^2*s1*s2^-1*s1^-2*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1, s2^6*s1*s2^-3*s1^-1*s2^6")#7020#false
RotaryManiplex([ 45, 18 ], "s1^-11*s2*s1^4*s2, s2*s1*s2^-1*s1*(s2^2*s1^-1)^2*s2^-3*s1^-1*s2*(s1*s2^-1)^2*s1*s2^2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#7020#false
RotaryManiplex([ 30, 45 ], "(s2^-2*s1)^2*s2^-9, s1^3*(s2*s1^-1)^2*s1^-1*s2*s1^3*s2^-1*s1^2*s2^2*s1*s2^-1*s1^-2*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#7020#false
RotaryManiplex([ 30, 45 ], "(s2^-2*s1)^2*s2^-9, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2*s1^2*s2^2*s1*(s1^2*s2*s1^-2*s2^-1)^2*s1*s2*s1^-1*s2^-1*s1*s2, s2^2*s1^5*s2^2*s1^-1")#7020#false
RotaryManiplex([ 30, 45 ], "(s2^-2*s1)^2*s2^-9, s1^-2*s2^-1*s1*s2^-1*s1^-2*s2*s1^-3*(s2^-1*s1^2)^2*s2^-1*s1*s2^2*s1^-1, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#7020#false
RotaryManiplex([ 45, 30 ], "s1^-8*s2^6*s1^-1, s2*s1^2*s2*s1^-1*s2^-2*s1*s2^2*s1^-2*s2^-1*s1*(s1*s2*s1^-1*s2^-1)^3*s1*s2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#7020#false
RotaryManiplex([ 45, 30 ], "s1^-8*s2^6*s1^-1, s2*s1*s2^-1*s1*(s2^2*s1^-1)^2*s2^-3*s1^-1*s2*(s1*s2^-1)^2*s1*s2^2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#7020#false
RotaryManiplex([ 45, 30 ], "s1^-8*s2^6*s1^-1, s2*s1^-2*s2^-1*(s2^-1*s1)^2*(s2^-2*s1^-2)^4*s2^2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#7020#false
AbstractRotaryPolytope([ 26, 65 ], "s1^2*s2*s1^-1*s2*s1^5*s2^-1*(s1^-1*s2)^2*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1^5*(s1^2*s2^-1)^3, s2*s1^2*s2*s1^-1*s2^-1*s1^3*s2^-1*s1*s2*s1^-2*s2*s1^-1")#7020#true
