Size,IsPolytopal
AbstractRotaryPolytope([ 6, 15 ], "(s1*s2^-2)^2, s1*(s1*s2^-1)^3*s1^-1*s2*(s1^2*s2^-1)^4*s1^-2*s2*s1*s2^-1*s1^-1*s2*s1^2*s2^-1*s1, s2^2*s1^2*s2^5*s1^-1*s2^-4*s1*s2^2*s1^-1*s2^-1*s1*s2")#5040#true
AbstractRotaryPolytope([ 6, 15 ], "s1*s2^2*s1^-1*s2*s1^2*(s1*s2^-1)^2, s2*s1^-1*(s1^-1*s2)^2*s1^2*s2^-1*s1^-2*s2^2*s1^-1*s2")#5040#true
AbstractRotaryPolytope([ 6, 15 ], "s2^-1*s1^2*s2^-1*s1^-1*s2^2*s1^-3*s2^-2, s1^2*(s2*s1^-1)^2*s1^-1*s2*s1^2*s2^-1*s1^-2*s2*s1^3*s2^-1, s1*s2*s1^-1*s2^4*s1^3*s2^2*s1*s2^-3, (s2*s1^-2*s2)^3, s2^2*s1*(s1*s2^2*s1^-1*s2^-1)^2*s1*s2")#5040#true
AbstractRotaryPolytope([ 15, 6 ], "(s1^-2*s2*s1^-1)^2*s1^-1*s2*s1^2*s2, s1*s2^2*s1^5*s2^-1*s1^-2*s2*(s1*s2^-1)^2")#5040#true
AbstractRotaryPolytope([ 15, 6 ], "s2^-1*s1*s2^2*s1^-2*(s2^-1*s1)^2*s2^-1, (s1*s2^-1*s1)^4")#5040#true
AbstractRotaryPolytope([ 15, 6 ], "(s1*s2^-1*s1)^2, s2*(s2*s1^-1)^3*s2^-1*s1*s2*s1^-1*(s2^-2*s1)^3*s2^-2*(s1^-1*s2)^2*s2*s1^-1*s2^-2*s1*s2")#5040#true
AbstractRotaryPolytope([ 6, 60 ], "s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s1^-1*s2*s1^2*s2*s1^-1*s2^-1*(s1*s2^-1*s1)^2*s1^2*s2, s2*s1*s2^-2*s1*s2^3*s1^-1*s2^-1*s1*s2^4*s1^-1*s2^-3*s1^-1*s2^4*s1^-1*s2^-1*s1*s2")#5040#true
AbstractRotaryPolytope([ 6, 60 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1, s2^2*s1*s2^-14*s1^2*s2^-2*s1^-1*s2^2*s1^-1*s2^-2*s1*s2*s1^-1*s2^-3*s1*s2^3*s1^-1*s2^-3*s1^-1*s2^5*s1^-1*s2^-3*s1*s2^12*s1^-1*s2^-3*s1^-1*s2^2*s1^-1*s2^-1*s1*s2^2")#5040#true
AbstractRotaryPolytope([ 6, 60 ], "s1^-1*s2*s1*(s1*s2^-1)^2*s1^-1*s2*s1^2*s2^-1*s1^3*s2, (s1*s2^-2)^2, s2^3*s1^-1*s2^-8*s1^-1*s2*(s2^3*s1^-2)^2*s2^3*s1^-1*s2^-2*s1^-1*s2^6*s1^-1*s2^-8*s1^-1*s2^8*s1^-1*s2^-1*s1*s2^5*(s2^3*s1^-2)^2*s2^3")#5040#true
AbstractRotaryPolytope([ 6, 60 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s1*s2^-1*s1*s2^2*s1*s2^-1*s1^-1*s2*s1^2*s2^-3*s1^-1*s2*s1*s2^-1, s2*s1*s2^-7*s1^3*s2^6*s1^-1*s2^-1*s1*s2^5")#5040#true
AbstractRotaryPolytope([ 60, 6 ], "s1^-12*s2^2*s1^-7*s2^2*s1^-1, (s1*s2^-1*s1^4)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2^2*s1^-1*s2*s1^3*s2^-1*(s1^-1*s2)^2*s1^2, s1^2*s2^2*(s1^2*s2^-1)^2*s1^-2*(s1^-1*s2)^2")#5040#true
AbstractRotaryPolytope([ 60, 6 ], "(s1^2*s2^-1*s1)^2*s2^2")#5040#true
AbstractRotaryPolytope([ 60, 6 ], "(s1*s2^-1*s1)^2, s1*s2*(s2*s1^-1)^2*s2^-2*s1*s2^-2*s1^-1*s2^2*s1*s2^-1")#5040#true
AbstractRotaryPolytope([ 60, 6 ], "s1^-1*s2^-2*s1^-1*s2*s1^-1*s2^-1*(s2^-1*s1)^2*s2*s1^-1*s2^-1*s1*s2^2*s1^-1, (s1*s2^-1*s1^2*s2^-1)^2*s1^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2*s1^7*s2^-1*s1^-8*s2^-1*s1*s2^-2*s1*s2*s1^-3")#5040#true
AbstractRotaryPolytope([ 12, 12 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1*s2^-1*(s1^-1*s2)^2*s1^2*s2^-2*s1^-1*s2^2*s1*s2^-1, s2^2*s1^-4*(s1^-1*s2)^2*s1^-2")#5040#true
AbstractRotaryPolytope([ 12, 12 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2^2*s1^2*s2^-2*s1^2*s2*s1^-1, s2^2*s1*s2^-1*s1^3*s2*s1^-1*s2^-1*s1*s2*s1^-2")#5040#true
AbstractRotaryPolytope([ 12, 12 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1*s2^-1*s1^-1*s2*s1^-2*s2^-2*(s1*s2^-1*s1^-1*s2)^2*s1, s2^2*s1^-4*(s1^-1*s2)^2*s1^-2")#5040#true
AbstractRotaryPolytope([ 12, 12 ], "s1*s2^-2*s1^3*(s1*s2^-1)^2*s2^-2, s1^2*s2^3*s1*s2^-2*s1^-1*s2")#5040#true
AbstractRotaryPolytope([ 12, 12 ], "(s1^-2*s2^-1*s1*s2^-1)^2*s1^2*(s2*s1^-1)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-2*s2^-3*s1^2*s2^-1*s1*s2^3*s1^-1, s2^2*s1^-5*s2^3*s1^-1*s2")#5040#true
AbstractRotaryPolytope([ 12, 12 ], "s1^3*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-2*s2^-3*s1^2*s2^-1*s1*s2^3*s1^-1, s2^2*s1^-5*s2^3*s1^-1*s2")#5040#true
AbstractRotaryPolytope([ 12, 12 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^2*s2^-1*s1^5*s2*s1^-4*s2*s1^-1, s2^2*(s1*s2^-1*s1)^2*(s2*s1^-1)^2")#5040#true
AbstractRotaryPolytope([ 12, 12 ], "s2^-1*(s1^2*s2^-1*s1)^2*s2^-3, s1^2*s2^2*s1^2*s2^-1*s1^-2*s2")#5040#true
AbstractRotaryPolytope([ 12, 15 ], "(s1^4*s2^-1)^2*s1^4*s2^2, s2*(s1*s2^-1)^2*s1^3*s2^2*s1^-2*s2^-1*s1*s2, s2^2*(s1^2*s2^-1*s1)^2*s2^3")#5040#true
AbstractRotaryPolytope([ 12, 15 ], "s1^-2*(s2^-1*s1)^2*s1^4*s2^-1*s1^-2*s2*s1^-4, (s1*s2^-2)^2, (s1^4*s2^-1)^2*s1^4*s2^2, s2*s1^2*s2*s1^-2*s2^-1*s1^3*s2*s1^-3*s2^-1*s1^2*s2, s2^2*s1*s2^-11*s1*s2^2")#5040#true
AbstractRotaryPolytope([ 15, 12 ], "s1*s2^-1*s1*s2*s1^-3*s2*s1^2*s2^-3, s1^2*s2*s1^-2*s2*s1^3*s2^-1*s1^-3*s2*s1^2, s1*s2*(s1^-1*s2*s1*s2^-1*s1^-1)^2*s1^-1*s2*s1, (s2*s1^-1)^2*s1^-2*s2^2*s1^2*s2*s1^-1*s2")#5040#true
AbstractRotaryPolytope([ 15, 12 ], "s1*s2^-2*s1*s2^4*s1*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*s2^2, (s1*s2^-1*s1)^2")#5040#true
AbstractRotaryPolytope([ 12, 30 ], "s1^3*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1*s2^-2*s1^-1*s2*s1^3*s2^-2*s1^-1*s2*s1*s2^-2, (s2*s1^-5)^2")#5040#true
AbstractRotaryPolytope([ 12, 30 ], "(s2^-2*s1*s2^-2)^2*s1^2, s1^2*s2*s1^-2*(s2^-1*s1^2)^2*(s2*s1^-1)^2*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2*s1*(s1*s2*s1^-1*s2^-1)^2*s2^-2*s1^-2*s2^-3*s1*s2^3*(s2*s1^-1*s2^-1*s1)^3*s2^3*(s2^2*s1^-1*s2^-1*s1)^2*s2^2, s2^2*s1^5*s2^2*s1^-1")#5040#true
AbstractRotaryPolytope([ 12, 30 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2^5*s1*s2^-1*s1^-1*s2^4, (s2*s1^-5)^2, s2*s1^-1*s2*(s1^-2*s2*s1^-1)^2*s1^-1, s2^2*s1^2*s2*s1^-1*s2^-1*(s2^-1*s1)^2*s2^2*s1^-1*s2^-1*s1*s2*s1^-1")#5040#true
AbstractRotaryPolytope([ 12, 30 ], "(s1*s2^-1*s1^-1*s2^2*s1)^2, s2*s1^-2*(s2^-1*s1^2)^2*s2*s1^-2, s2*s1^-1*s2*(s1^-2*s2*s1^-1)^2*s1^-1, s2*s1*s2^-1*s1^-1*(s2*s1^-1*s2^-3*s1*s2^2)^2*s2*s1^-1*s2^-3*s1^-1*s2*s1^-1*s2^-6*s1*s2*s1^-1*s2^-3*s1*s2, s2^2*s1*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#5040#true
AbstractRotaryPolytope([ 30, 12 ], "s1^-2*(s2^-1*s1)^2*s1*s2^-1*s1^-1*s2^3, s1^-1*s2*s1^2*s2^-1*s1^3*s2^4, s1*s2^-1*s1^2*(s1*s2^-1)^2*s2^-3*s1, s1^2*s2^2*(s1*s2^-1)^2*s1^-2*s2^2")#5040#true
AbstractRotaryPolytope([ 30, 12 ], "(s1*s2^-1*s1^2*s2^-1)^2*s1^2, s1^2*s2*s1^-1*s2^2*s1^-2*s2^-1*s1^2*s2*s1^-3*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2^6*s1*s2^-5*s1*s2")#5040#true
AbstractRotaryPolytope([ 30, 12 ], "s1*(s2^-1*s1^2*s2^-1)^2*s1^3, s1*s2*(s2*s1^-1)^2*s2^-2*s1*s2^-2*s1^-1*s2^2*s1*s2^-1, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#5040#true
AbstractRotaryPolytope([ 30, 12 ], "s1^-1*s2*s1^-2*s2*(s1^-2*s2*s1^-1)^2*s2^-1*s1*s2, (s1*s2^-1*s1^4)^2, s1^2*s2^2*s1^4*s2^-1*s1^-1*s2*s1^3, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^6*s1*s2^-5*s1*s2")#5040#true
RotaryManiplex([ 12, 60 ], "s1^-1*s2*s1^-2*s2*(s1^-2*s2*s1^-1)^2*s2^-1*s1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^5*s1^2*(s1*s2^-1*s1^-1*s2)^2*s1*s2^-1, (s2*s1^-5)^2")#5040#false
RotaryManiplex([ 12, 60 ], "(s2^-2*s1*s2^-2)^2*s1^2, s1^2*s2^-2*(s1^-1*s2)^2*s1^2*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2*s1^3*s2^-1*s1^-1*s2*s1^2*s2^4*s1^-1*(s2^-1*s1*s2*s1^-1*s2^-1)^2*s1*s2*s1^-1*s2^-5*s1*s2^3*s1^-1*s2^-1*s1*s2*s1^-1*s2^-2*s1*s2^4, s2^2*s1^5*s2^2*s1^-1")#5040#false
RotaryManiplex([ 12, 60 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-5)^2, s2*s1^-1*s2*(s1^-2*s2*s1^-1)^2*s1^-1, s2*s1*s2^-1*s1*s2*(s2*s1^-1*s2^-1*s1)^3*s2")#5040#false
RotaryManiplex([ 12, 60 ], "s1^-1*s2^-3*s1^-1*s2*s1^-1*s2^-5*s1*s2^6*s1^2*s2^3*s1*(s2^-1*s1*s2^2*s1^-1*s2^-1)^2*s2^-2*s1*s2^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*(s1^-2*s2)^2*s1^-1*s2*s1^-2, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1")#5040#false
RotaryManiplex([ 15, 30 ], "(s2^-1*s1^2*s2^-1)^2*s2^-6*s1, s2*s1^-2*(s2^-1*s1)^2*s2*s1^-1*(s2^-1*s1*s2*s1^-1*s2^-1*s1*s2^2*s1^-1*s2^-1)^2*s2^-1*s1*s2*s1^-1*s2^-1*s1*s2, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#5040#false
AbstractRotaryPolytope([ 15, 30 ], "s1*s2^-2*s1^-1*s2*s1^-1*s2^-1*s1^3*s2^-2, s2*s1^2*s2*s1^-3*s2*s1^-1*s2^-2*s1*s2")#5040#true
AbstractRotaryPolytope([ 30, 15 ], "s1*s2^-2*(s2^-1*s1^2)^2*s2*s1^-1*s2, s1^5*s2^-1*s1^-3*s2^3*s1^2*s2^-1")#5040#true
RotaryManiplex([ 30, 15 ], "(s1*s2^-1)^4*s1^2*s2^-2*s1^2*s2^-1, s1^2*s2^-1*s1^2*s2*(s1^-1*s2*s1^2*s2^-1*s1^-2*s2*s1^-1)^2*s2*s1*s2^-1*s1^-1*s2*s1^2*s2^-1, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-2*s1*s2")#5040#false
RotaryManiplex([ 60, 12 ], "s1^-7*s2^-1*s1^21*s2*s1^-2, s1*(s2^-1*s1^2*s2^-1)^2*s1^3, s1*s2*(s2*s1^-1)^2*s2^-2*s1*s2^-2*s1^-1*s2^2*s1*s2^-1, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#5040#false
RotaryManiplex([ 60, 12 ], "(s1^-4*s2^2)^2*s2*s1^2*s2, (s1*s2^-1*s1^2*s2^-1)^2*s1^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2")#5040#false
RotaryManiplex([ 60, 12 ], "s1^-20*s2*s1^2*s2^-1*s1^-2*s2^-1*s1*s2*s1^-5, s1*s2^-1*s1^2*s2^-3*(s2^-1*s1)^2*s1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1, s2^3*s1^3*s2^-1*s1^2*s2*s1^-1*s2")#5040#false
RotaryManiplex([ 60, 12 ], "(s1*s2^-1*s1^4)^2, s1^5*s2^-1*s1^-3*s2^3*s1^2*s2^2, s1^2*s2^2*(s1^2*s2^-1)^2*s1^-2*(s1^-1*s2)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#5040#false
AbstractRotaryPolytope([ 12, 84 ], "s1^3*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2, s1*s2^2*s1*s2^-1*s1^-1*s2*s1*s2^-2*s1^-1*s2^2*s1*s2^-1*s1^-1*s2*s1^-1*s2^-2*s1*s2*s1^-1*s2^-1, s2*s1^-1*s2^3*(s1^2*s2^-1)^2*s1^-1, s2^2*s1^4*s2^-1*s1*s2*s1^-3")#5040#true
AbstractRotaryPolytope([ 12, 84 ], "(s1*s2^-1*s1^2)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-2*s2^2*s1^2*s2^-2*s1^-1*s2*s1^-1, s2^7*s1*s2^-2*s1*s2*s1^-1*s2^-3*s1*s2^2*s1^-1*s2^-1*s1*s2^4*s1^-1*s2^-5*s1*s2*s1^-1*s2^-2*s1*s2^2*s1^-1*s2^-11*s1*s2")#5040#true
AbstractRotaryPolytope([ 12, 84 ], "(s2^-1*s1^3*s2^-1)^2*s1^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-9*s1*s2^4*s1^-1*s2^-1*s1*s2^2*s1^-2*s2^2*s1*s2^-6*s1*s2^4*s1^-1*s2^-1*s1*s2^2*s1^-1*s2^-2*s1*s2^6*s1^-1*s2^-1*s1*s2, s2*s1^5*s2*s1^-3, s2^2*s1*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#5040#true
AbstractRotaryPolytope([ 84, 12 ], "s1^-16*s2*s1^10*s2*s1^-6*s2^2*s1^-5*s2^-1*s1*s2*s1^-4, (s1*s2^-1*s1^2)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-2*s2^2*s1^2*s2^-2*s1^-1*s2*s1^-1, s2^6*s1*s2^-3*s1*s2^3")#5040#true
AbstractRotaryPolytope([ 84, 12 ], "(s2^-1*s1^3)^2*s2^-4, s1^24*s2^-1*s1^-2*s2^-1*s1^4*s2^-1*s1^-2*s2*s1^10, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1, s2^2*s1^4*s2^-1*s1*s2*s1^-3")#5040#true
AbstractRotaryPolytope([ 84, 12 ], "s1*s2^-2*(s1*s2^-1*s1)^2*s2^-1*s1*s2^-1, s1^4*s2*s1^-2*s2*s1^3*s2^-1*s1^-4*s2^-2*s1^-1*s2, s2*s1^-1*s2^3*(s1^2*s2^-1)^2*s1^-1, s2^2*s1^4*s2^-1*s1*s2*s1^-3")#5040#true
RotaryManiplex([ 15, 60 ], "(s2^-1*s1^2*s2^-1)^3*s1^3, s1*s2^-2*s1*s2^4*s1*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*s2^2, s2*s1^4*s2*s1^-2")#5040#false
RotaryManiplex([ 60, 15 ], "(s1^4*s2^-1)^3, s1^11*s2^-3*s1, s2*s1^2*s2*s1^-2*s2^-1*s1^3*s2*s1^-3*s2^-1*s1^2*s2, s2^3*s1*s2^-2*s1*s2")#5040#false
RotaryManiplex([ 18, 45 ], "(s2^-2*s1*s2^-2)^3*s1^3, s1^-1*s2^-1*(s2^-1*s1^2)^2*s2^-1*s1^-3*(s2^-1*s1)^2*s1^2*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#5040#false
