Size,IsPolytopal
AbstractRotaryPolytope([ 10, 10 ], "(s1*s2^-2*s1^2)^2, ((s1*s2^-1)^2*s1)^2, s2*s1^2*s2*s1^-1*s2^-1*s1^4*s2*s1^-4*s2^-1*s1*s2, s2^5*s1*s2^-4*s1*s2")#6040#true
AbstractRotaryPolytope([ 10, 10 ], "(s1*s2^-2*s1^2)^2, ((s1*s2^-1)^2*s1)^2, s2*s1^-1*s2*s1^2*s2*s1^-4*s2^-1*s1^4*s2^-1*s1*s2")#6040#true
RotaryManiplex([ 604, 604 ], "s2^-156*s1*s2^-1*s1*(s2^-1*s1*s2^-1)^47*s2^-2, s1*(s2*s1^-1)^2*s2^-2*s1, s2^2*s1^4*s2^2")#6040#false
AbstractRotaryPolytope([ 3, 12 ], "(s2^2*s1^-1)^2*(s2*(s2*s1^-1)^2*s2)^2*s2^2*(s1*s2^-2)^2*s1^-1*(s2*s1^-1*s2)^2*(s2^2*s1^-1)^7, (s2^5*s1^-1)^2")#6048#true
AbstractRotaryPolytope([ 12, 3 ], "(s1^-1*s2^-1*s1^2*s2*s1^-1)^4*s1^-1*s2^-1*(s1*s2^-1*s1)^2*s1^2*(s2*s1^-2)^5*s2^-1*s1^2*s2*s1^-1, (s2*s1^-5)^2")#6048#true
AbstractRotaryPolytope([ 3, 18 ], "(s2*(s2*s1^-1)^2*s2^3*s1^-1)^2, s2^2*s1*s2^-4*s1*s2^-3*(s1^-1*s2)^2*s1^-1*s2^-2*s1*(s2^-1*s1*s2^-1)^2*s1^-1*s2, (s2^8*s1^-1)^2")#6048#true
AbstractRotaryPolytope([ 18, 3 ], "s1^2*s2*s1^-1*s2*(s1^2*s2^-1)^2*s1^-2*(s1^-1*s2)^2*s1, s1*s2*s1^-2*s2*s1^4*s2^-1*s1^-4*s2*s1^2*(s1^2*s2^-1)^2*s1, (s2*s1^-8)^2")#6048#true
AbstractRotaryPolytope([ 3, 24 ], "(s2*s1^-1*s2^6*s1^-1)^2, (s2^2*s1^-1*s2^5*s1^-1)^2, (s2^2*(s2*s1^-1)^2*s2^2*s1^-1)^3")#6048#true
AbstractRotaryPolytope([ 24, 3 ], "s1*(s1^4*s2^-1)^2*s1^-7*s2, s1^2*s2*s1^-1*s2*s1^5*s2^-1*s1^-2*s2*s1^4, s2*s1^2*(s1*s2^-1)^2*s1^-2*s2*s1^3*s2^-1*s1^2*s2*s1^-2*(s2^-1*s1^2)^2*s2*s1^-1")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-2)^2, s2*s1^-3*(s2*s1^-2*s2^-1*s1^2)^3*s2*s1^-1*(s1^-1*s2)^2*(s1^2*s2^-1)^3*s1^-1*(s1^-2*s2)^3*s1^-2*s2^-1*s1^2*s2*s1^-1")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s1*s2^-3*s1^-1*s2*s1*s2^-1*(s1^-1*s2)^2*s2*s1^2*s2^-3*s1*s2^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3, s2*s1*(s1^2*s2^-1)^4*s1^3*s2*s1^-2")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s1^2*s2^2*s1*s2^-1*s1^-1*s2*s1^3*s2^-3*s1^-2*s2, s2*s1^3*(s2^-1*s1^2*s2^-1)^2*s1^3*s2")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s2^-1*s1*s2*s1^-1*s2*s1*s2^-1*s1^-1*s2*s1^3*s2^-1, s1^-1*(s1^-1*s2)^2*s1^2*s2^-1*s1^-2*s2*s1^-1")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "(s1^-1*s2^-1*s1^2*s2^-1*s1*s2)^3, s1^-1*(s1^-1*s2)^2*s1^2*s2^-1*s1^-2*s2*s1^-1, s2*s1^-1*s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2*s1^-1*s2^-1*s1*s2")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "(s1^-1*s2*s1^-2*s2)^3, s1*(s2^-1*s1*s2^-2)^2*s1^-1*s2^2, s1^2*(s2*s1^-1)^2*s2*s1^2*s2^-1*s1^-2*s2*s1^2*s2^-1, s2*s1^2*s2*s1^-1*s2^-2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1*s2")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "(s2*s1^-2)^2, s2*s1*(s1*s2*s1^-1*s2^-1)^5*s2^-1*s1*s2*s1^-1*s2^-1*s1*(s2^2*s1^-1)^2*s2^-1*(s2^-1*s1)^2*s2*s1^-1*s2^-1*s1*(s2*s1^-1*s2^-2*s1*s2)^3*s2")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-2*s2^2*s1*s2^-1*s1^-2*s2*s1^2*s2^-1*s1^-1*s2*s1*s2^-1*s1^-2*s2*s1^-1, (s1*s2^-3*s1^-1*s2*s1)^2, (s2*s1^-2)^3")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s2^-1*s1^2*s2^-1*s1^-2*s2*(s1^2*s2^-1)^2*s1^-1*s2*s1, s1*s2^2*s1^-2*s2*s1*s2^-1*s1^-1*s2*s1^3*s2^-1, (s2*s1^-1*s2)^3")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*s2^2*s1^-1*s2^-1*(s2^-1*s1^2)^2*s2^-1*s1^-3*s2, s1*(s2^-1*s1*s2^-2)^2*s1^-1*s2^2, s1^2*(s2*s1^-1)^2*s2*s1^2*s2^-1*s1^-2*s2*s1^2*s2^-1, s2*s1^2*s2*s1^-1*s2^-2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1*s2")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-1*s1^2*s2^-1*s1^-1*s2)^2, s1*(s1*s2^-1)^2*s1*s2*(s1^-1*s2*s1^-1)^2*s2*s1*s2^-1, s1*s2^2*s1^-2*s2*s1^2*s2^-1*s1^-2*s2*s1^3*s2^-1")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-2*s2^2*s1^2*s2^-1*s1^-2*s2^2*s1*s2^-1*s1^-1*s2*s1^-1, s2*s1^3*(s2^-1*s1^2*s2^-1)^2*s1^3*s2")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s1^-1*s2)^2*s1^2*s2^-1*s1^-2*s2*s1^-1, (s1*s2^-2)^2*s1*s2^-1*s1^-3*s2^2*s1*s2^-2, s2*s1^2*s2*s1^-1*s2^-2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1*s2")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^2*s2*(s2*s1^-1*s2^-1*s1*s2*s1^-1)^2*s2^-1*s1*s2*s1^-1*s2^-1*(s2^-1*s1)^2*s2^2*s1^-1*s2^3*s1^-2*s2^-1*s1*s2")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s2^-1*s1^2)^2*s2*s1^-1*s2*s1*(s1^2*s2^-1)^5*s1^2*s2*s1^-1, (s1*s2^-3*s1^-1*s2*s1)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s2^-1*s1^2*s2^-1*s1^-2*s2*(s1^2*s2^-1)^2*s1^-1*s2*s1, s1*s2^2*s1^-2*s2*s1*s2^-1*s1^-1*s2*s1^3*s2^-1, s1*s2^2*s1*s2^-1*s1^-2*s2^2*s1^-1*s2^-1*s1^2*s2^-3*s1")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "s2^-1*s1^2*s2^-1*s1^-1*s2^2*s1*s2^-1*s1^-1*s2*s1*s2^-1")#6048#true
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-1*s1^2*s2^-1*s1^-2*s2*s1)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3, s2*s1^2*s2*s1^-1*s2^-1*s1*s2^2*s1^-2*s2^-1*s1*(s2^-1*s1*s2*s1^-1)^2*s2^-1*s1*s2")#6048#true
AbstractRotaryPolytope([ 6, 9 ], "s1^-1*s2*(s1^-1*s2^2*s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1*s1^-1*s2^2, s1*(s2^4*s1^-1)^2*s2^2*(s2*s1*s2^-1*s1^-1)^2*s2*s1*s2^-2, (s2*s1^-2)^2")#6048#true
AbstractRotaryPolytope([ 6, 9 ], "s1*s2^-1*s1^2*s2^-1*(s1^-1*s2)^2*s2*s1*s2^-2, s2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2")#6048#true
AbstractRotaryPolytope([ 6, 9 ], "s1*s2^-1*s1^2*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2*s1, s1^2*(s2*s1^-1)^2*s1^-1*s2*s1^2*s2^-1*s1^-2*s2*s1^3*s2^-1")#6048#true
AbstractRotaryPolytope([ 6, 9 ], "s1^-1*(s1^-1*s2)^2*s1^2*s2^-1*s1^-2*s2*s1^-1, s1*s2^2*s1*s2^-1*s1^-2*(s1^-1*s2^2*s1*s2^-1)^2, s2*s1^-1*s2^2*s1*(s1*s2^-1)^2*s1*s2*s1^-1")#6048#true
AbstractRotaryPolytope([ 9, 6 ], "s2^-1*s1^3*s2*s1^-1*(s2^-1*s1^3)^2*s2^-2, s1*s2^-1*s1*s2^2*s1^3*s2^-2*s1^-1*s2*s1^2, s1^2*s2^-3*s1^-2*s2*s1^2*s2^-1*s1^-2*s2*s1, s1*s2^2*s1*s2^-1*(s1^-1*s2)^2*s2^2*s1*s2^-1")#6048#true
AbstractRotaryPolytope([ 9, 6 ], "s1^3*(s2*s1^-1)^2*s1^-1*s2^3*s1*s2^-1, s2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2")#6048#true
AbstractRotaryPolytope([ 9, 6 ], "((s1*s2^-1)^2*s1^2)^2, s1^2*s2^-1*s1^3*s2^-1*s1^-3*s2^2*s1*s2^-1*s1^-1*s2*s1")#6048#true
AbstractRotaryPolytope([ 9, 6 ], "(s1*s2^-2)^2, s1*s2^-1*s1^-2*s2*(s1^-3*s2*s1^-1)^2*s1^-3*s2^-1*s1^3*s2^-1, s1^2*s2^-1*(s1*s2^-1*s1)^2*s1*s2^-1*s1^-3*(s2^-1*s1)^2")#6048#true
AbstractRotaryPolytope([ 4, 56 ], "(s2*s1^-1)^6, s2*s1^2*s2^-1*s1*s2^2*s1^-2*s2^-1*s1*s2, s2^2*s1*(s1*s2*s1^-1*s2^-2)^2*s2^-1*s1*s2^4*s1^-1*s2^-4*s1*s2^2*(s2*s1^-1*s2^-1*s1)^3*s2^3")#6048#true
AbstractRotaryPolytope([ 56, 4 ], "(s1*s2^-1)^2*s1^3*s2^2*s1^-2*s2*s1*s2^-1, (s1*s2^-1*s1^6)^2, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1, s2*s1^2*s2*s1^-21*s2^-1*s1^4*s2*s1^-1")#6048#true
AbstractRotaryPolytope([ 4, 168 ], "(s2*s1^-1)^6, s2*s1^-1*s2^3*s1*s2^-1*s1^2*s2^3, s2*s1^2*s2^-1*s1*s2^2*s1^-2*s2^-1*s1*s2, s2^18*s1*s2^-3*s1*s2^15*s1*s2^-1*s1*s2^4*s1^-1*s2^-4*s1*s2^2*(s2*s1^-1*s2^-1*s1)^2*s2*s1^-1*s2^-4*(s2^-2*s1*s2*s1^-1)^2*s2^-1*s1*(s2*s1^-1*s2^-1*s1*s2)^6*s1^-1*s2^-2*s1*s2")#6048#true
AbstractRotaryPolytope([ 168, 4 ], "s1^42*s2*s1^-4*s2*s1^4*s2^-1*s1^-2*s2*s1^32, s2*(s1*s2^-1*s1^3)^2*s2")#6048#true
AbstractRotaryPolytope([ 6, 12 ], "s2^-3*s1^2*s2*s1^2*s2^-3*s1^-1*s2*s1^-1, s2^-1*s1^2*s2^-1*s1^-1*s2^2*s1^-3*s2^-2, (s2*s1^-2*s2)^3, s2*s1^2*s2^2*s1^-2*s2^-1*(s1*s2^-1*s1)^3*s2")#6048#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s2*s1^-2*s2*s1*s2^-2*s1^2*s2^-1*s1^-1*s2, s2*s1*s2^-1*s1*s2^3*s1^-1*s2^-3*s1*s2^2*s1^-1*s2^-1*s1*s2, s2^2*s1*(s1*s2^3*s1^-1*s2^-1)^2*s1*s2^2")#6048#true
AbstractRotaryPolytope([ 6, 12 ], "s2^-1*s1^2*s2^-1*s1^-1*s2^2*s1^-3*s2^-2, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1")#6048#true
RotaryManiplex([ 6, 12 ], "s2^-1*s1^-2*s2*s1*s2^-4, s1*s2^3*s1*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*(s2*s1*s2^-1*s1^-1*s2)^2*s1*s2^-2*(s1^-1*s2)^2*s1^-1*s2^-1*s1*s2^2*s1*s2^-1*s1^-1*s2^2*s1*s2^-1*(s2^-1*s1^-1*s2*s1)^2*(s2^-1*s1^-1*s2^2*s1*s2^-1)^2, (s2*s1^-2)^2")#6048#false
AbstractRotaryPolytope([ 6, 12 ], "(s2*s1^-2)^2, (s2*s1^-1)^2*((s2*s1^-1*s2^-1*s1)^2*s2)^2*(s1^-1*s2^-1*s1*s2)^3, s2^2*s1*(s1*s2^3*s1^-1*s2^-1)^2*s1*s2^2")#6048#true
AbstractRotaryPolytope([ 12, 6 ], "s1^-1*s2^2*s1^-1*s2^-1*s1^2*s2^-2*s1*s2*s1^-1, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1")#6048#true
AbstractRotaryPolytope([ 12, 6 ], "s1^-1*s2^2*s1^-1*s2^-1*s1^2*s2^-2*s1*s2*s1^-1, s1^2*s2*s1^-1*s2*s1^2*(s1*s2^-1)^2*s1, s1*s2^2*s1^-1*s2^2*s1^3*(s1*s2^-1*s1^-1*s2)^2*s2*s1*s2^-1")#6048#true
AbstractRotaryPolytope([ 12, 6 ], "s1^-1*s2^2*s1^-1*s2^-1*s1^2*s2^-2*s1*s2*s1^-1, s1^3*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2")#6048#true
RotaryManiplex([ 12, 6 ], "s2^-1*s1*(s1^2*s2*s1^-2*s2^-1)^4*(s1^2*s2^-1)^2*s1^3*s2*s1^-3*(s2^-1*s1^2)^2*s2*s1^-1*s2^-1*s1*s2*s1^-2*s2^-1*s1^2*s2^-1*s1, s1^-1*s2^2*s1^5*s2^-1, (s1*s2^-2)^2")#6048#false
AbstractRotaryPolytope([ 12, 6 ], "s1^-2*(s2^-1*s1)^2*s1^4*s2^-1*s1^-2*s2*s1^-4, (s1*s2^-2)^2, (s1^4*s2^-1)^2*s1^4*s2^2, s2*s1*(s1^2*(s2*s1^-1)^2*s1^-2*s2^-1)^2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "(s1^-1*s2)^3, s2*s1^-1*s2^-1*(s1*s2^-2*s1^2*s2^-1*s1)^2*s2")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "(s1*s2^-1*s1^2*s2^-1*s1^-2*s2*s1)^2, s1^2*s2^2*s1*s2^-2*s1*s2^-1*s1^-1*s2*s1*s2^-2, s1*s2^2*(s1*s2^-1*s1)^2*s2^-4")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2*s1*s2^-6*s1^2*(s1*s2*s1^-1*s2^-1)^2*s2^-3*s1*s2*s1^-1*s2^-2*s1*s2, s2^2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2^-2*s1*s2^2*s1^-1*s2^-1*s1*s2*s1^-1")#6048#true
RotaryManiplex([ 6, 18 ], "s2^-4*s1^-2*s2*s1*s2^-4, s1^-1*s2*(s1^-1*s2^2*s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1*s1^-1*s2^2, s1*s2^4*s1^-1*s2^2*(s2^2*s1*s2^-1*s1^-1)^2*s2*s1*s2^-1*s1^-1*s2*s1*s2^-2, (s2*s1^-2)^2")#6048#false
AbstractRotaryPolytope([ 6, 18 ], "(s2^-1*s1^2)^2*s1*s2^2*s1^-2*s2^2*s1*s2^-1*s1^2*s2^-1, s1^-1*(s1^-1*s2)^2*s1^2*s2^-1*s1^-2*s2*s1^-1, s1*s2^2*s1^-1*s2^2*s1*s2^-6, s2*s1^-1*s2^2*s1*(s1*s2^-1)^2*s1*s2*s1^-1")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "(s1*s2^-2)^2, s1^2*s2^2*s1*s2^-1*(s1^-2*s2)^3*s1^2*(s1*s2^-1)^2*s1^-1*(s1^-1*s2*s1^2*s2^-1)^2, s2^4*s1*s2^-11*s1*s2^3")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "(s1*s2^-2)^2, s2*s1^-3*s2*s1^-2*s2^-1*(s1*s2^-1*s1)^5*s1*s2^-1*s1^-3*s2*s1^-1")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "s1^-1*s2^-1*s1*s2^2*s1^-1*s2^-2*s1*s2^3*(s1*s2^-1)^2*s2^-1*s1^-1*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s1*s2^2*s1^-2*s2*s1*s2^-1*s1^-1*s2*s1^3*s2^-1")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "s1*s2^-1*s1*s2^2*s1^-1*s2*s1^2*s2^-2*(s1^-1*s2)^2*s1, s1^2*(s2*s1^-1)^2*s2*s1^2*s2^-1*s1^-2*s2*s1^2*s2^-1, s1*s2^2*s1^-1*s2^-1*s1*s2^3*s1*s2^-1*s1^-2*s2*s1, s2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, (s1*s2^-1*s1^2*s2^-1*s1^-1*s2)^2, s1*s2^2*s1*s2^-1*s1^-1*s2*s1*s2^-2*s1^-1*(s2*s1^-1*s2^2)^2*s1")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "(s1*s2^-2)^2, s1^2*s2^2*s1*s2^-1*s1^-1*s2*s1^2*s2^-1*s1^-1*(s1^-2*s2)^2*s1^-1*s2*s1^2*s2^-1*s1^-1*(s1^-1*s2*s1*s2^-1)^2*s1^-1*s2")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "s2*s1^2*s2^-1*s1*s2^2*s1^-1*(s2^-1*s1^2)^2*s1*s2, s2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2")#6048#true
AbstractRotaryPolytope([ 6, 18 ], "s2*s1^-2*s2^2*s1^2*s2^-3*s1*s2")#6048#true
AbstractRotaryPolytope([ 18, 6 ], "s2^-2*s1^-2*s2*s1^-4*s2^-1*s1^3*s2^-1*s1^-2*s2^-1*s1, (s1*s2^-1)^6, s1*s2^-1*s1^2*s2*s1^-3*(s1^-1*s2)^2*s1*s2^-1*s1^2, s1^2*s2^2*s1^-1*s2*s1^3*s2^-1*(s1^-1*s2)^2*s1^2, s2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2")#6048#true
AbstractRotaryPolytope([ 18, 6 ], "s1^-1*(s1^-1*s2)^2*(s1^2*s2^-1)^2*s1^-2*s2*s1^-3*s2, (s1*s2^-3*s1^-1*s2*s1)^2, (s1*s2^-1*s1^4)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2^2*s1^-1*s2*s1^3*s2^-1*(s1^-1*s2)^2*s1^2")#6048#true
AbstractRotaryPolytope([ 18, 6 ], "s2^-1*s1^-4*s2*s1^3*(s1*s2^-1*s1^-1*s2)^2*s1, (s1^-1*s2)^3, (s1*s2^-1*s1^-2*s2*s1^4)^2")#6048#true
AbstractRotaryPolytope([ 18, 6 ], "(s1^-1*s2^-1*s1*s2^-1*s1^-1)^2*s1^-1*s2^3*s1^-1, s1*s2*s1^-1*s2*s1^3*(s1*s2^-1)^2*s1^3*s2^-1, s2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2")#6048#true
AbstractRotaryPolytope([ 18, 6 ], "(s1*s2^-3*s1^-1*s2*s1)^2, (s1*s2^-1*s1^4)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2^2*s1^-1*s2*s1^3*s2^-1*(s1^-1*s2)^2*s1^2, s2*s1^-2*(s1^-1*s2)^2*s1^2*(s1*s2^-1)^2*s1^-2*s2*s1^-2")#6048#true
AbstractRotaryPolytope([ 18, 6 ], "((s1*s2^-1)^2*s1^2)^2, s1*s2*s1^-2*s2^-1*s1*s2^-1*s1^-3*s2^2*s1*s2^-1*s1^-1*s2*s1, s2*s1^8*(s2*s1^-1)^2")#6048#true
AbstractRotaryPolytope([ 18, 6 ], "s1^2*s2^2*s1*s2^-1*s1^2*s2^-1*s1^-1*s2*s1*s2^-1*s1, s1^2*s2^2*s1^4*(s1*s2^-1)^2*s2^-1")#6048#true
