Size,IsPolytopal
AbstractRotaryPolytope([ 6, 918 ], "(s1*s2^-2)^2, (s1*s2^-1)^2*s1^-2*(s2^-1*s1)^2, s2^3*s1^-1*s2^-131*s1^-1*s2^5*s1^-2*s2^13*s1^-1*s2^-12*s1^-1*s2^3*s1^-1*s2^-1*s1*s2^138")#11016#true
AbstractRotaryPolytope([ 918, 6 ], "s2^-1*s1*s2^-2*(s1^-1*s2)^2*s2*s1, (s1*s2^-1*s1)^2, s1^159*s2*s1^-6*s2*s1*s2^-1*s1^-2*s2*s1^138")#11016#true
AbstractRotaryPolytope([ 12, 12 ], "(s2^-1*s1^3*s2^-1)^2*s1^2, s2*s1*(s1*s2^-1)^3*s1^2*(s2*s1^-1)^2*s1^-1*(s2^-1*s1)^2*(s2^-1*s1*s2*s1^-1)^2*s2^-1*s1*s2^2*s1^-1, s2*s1^5*s2*s1^-3, s2*s1^2*s2*(s2*s1^-1*s2^-1*s1^2)^2*s2^2, s2^4*s1*s2^-3*s1*s2")#11016#true
AbstractRotaryPolytope([ 18, 102 ], "s1*s2^2*s1^4*s2^-2*s1, s2^2*s1*s2^-45*s1*s2^4*s1^-1*s2^-5*s1*s2^2*s1^-1*s2^-2*s1*s2^40*s1^-1*s2^-1*s1*s2")#11016#true
AbstractRotaryPolytope([ 102, 18 ], "s1*s2^-1*s1^2*(s1*s2^-1)^3*s1^2, s1*s2^2*s1*s2^-1*s1^2*s2^-3, s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1")#11016#true
AbstractRotaryPolytope([ 18, 306 ], "s1^3*s2^-1*s1^-2*s2*s1^2*s2^-1*s1^-4*s2*s1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2*s1^2*s2^2*s1*s2^-1*s1*s2*s1^-1*s2^-1*s1*s2^2*s1^-1*s2^-5*s1^-1*s2^3*s1^-1*s2^-5*s1*s2^2*(s2*s1^-1*s2^-1*s1)^2*s2^2*s1*s2^-2*s1^-1*s2^3, s2^2*(s1*s2^-1)^2*s1*s2^2*s1^-1")#11016#true
AbstractRotaryPolytope([ 18, 306 ], "(s2^-2*s1*s2^-2)^3*s1^3, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^2*s2^2, s2*s1*s2^-19*s1*s2*s1^-1*s2^-1*(s2^-1*s1*s2*s1^-1)^6*s2^-2*s1*s2^3*s1^-1*s2^-3*s1*s2*s1^-1*(s2^-3*s1*s2^4*s1^-1*s2^-1)^2*s2^-2*s1*s2^2*s1^-1*s2^-1*s1*s2*(s2*s1^-1*s2^-1*s1)^8*s2^21, s2^2*s1^5*s2^2*s1^-1")#11016#true
AbstractRotaryPolytope([ 306, 18 ], "s2^-2*s1^-1*s2^3*s1*s2^-2*s1^-1*s2*s1, s1*s2^-1*s1^5*s2^-1*(s2^-1*s1^2)^2*s1^4, s1^50*s2^-1*s1^-8*s2^-1*s1^6*s2^-2*s1^38, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#11016#true
AbstractRotaryPolytope([ 306, 18 ], "s1^-2*s2^-3*s1^3*s2^-1*s1*s2*s1^-4*s2, s1*(s1*s2^-1)^3*s1^4*s2^-3*s1^2*s2^-2, s1^20*s2*s1^-3*s2*s1*s2^-1*s1^-4*s2*s1^6, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1")#11016#true
RotaryManiplex([ 36, 36 ], "s1^-1*s2^-1*(s2^-1*s1)^2*s1*s2*s1^-1*s2^2*s1^-3*(s2^-1*s1)^5*s1*s2*s1^-1*s2^-1*s1*s2*s1^-1*s2, (s1*s2^-1*s1)^4, s1^4*(s2^-2*s1*s2^-1)^2, s2*s1^5*s2*s1^-3")#11016#false
RotaryManiplex([ 36, 36 ], "(s1^4*s2^-1)^2*s2^-2, s2*(s1*s2^-1)^2*s1^2*(s2*s1^-1)^3*s1^-1*(s2^-1*s1)^3*(s1*s2*s1^-1*s2^-1)^2*s2^-1*s1^2*s2, s2*s1^5*s2*s1^-3, s2*s1^2*s2*(s2*s1^-1*s2^-1*s1^2)^2*s2^2")#11016#false
RotaryManiplex([ 36, 36 ], "s1^2*s2^-2*s1*(s1*s2^-1)^5*s2^-1*s1^-2*(s2^-1*s1)^3*s2^-2*(s1^-1*s2)^2, s2^2*s1^4*s2^2")#11016#false
AbstractRotaryPolytope([ 54, 102 ], "s1^-7*s2^-1*s1^5*s2*s1^-2*s2^-1*s1*s2*s1^-3, (s1*s2^-1*s1^2*s2^-1)^2*s1^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2^2*(s1*s2^-1)^2*s1*s2^2*s1^-1, s2^8*s1*s2^-3*s1*s2^2*s1*s2^-1*s1*s2^2*(s2^2*s1^-1*s2^-3*s1^-1)^2*s2^3*s1^-1*s2^-4*s1*s2")#11016#true
AbstractRotaryPolytope([ 102, 54 ], "s1*s2^-1*s1^2*(s1*s2^-1)^3*s1^2, s1^2*s2*s1^-19*s2^-1*s1^9*s2^-1*s1^-1*s2*s1^3, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1, s2*s1*s2^-2*s1*s2^5*s1^-1*s2^-3*s1^-2*s2^-1*s1*s2^6")#11016#true
RotaryManiplex([ 102, 306 ], "(s2^-1*s1^5*s2^-1)^14*s1^4, s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1, s2*s1^7*s2*s1^-5, s2*s1^2*s2*s1^-1*s2^-1*s1^3*s2^3")#11016#false
RotaryManiplex([ 306, 102 ], "s1^54*((s2^-1*s1)^2*s1*s2^-1)^2*s1^36, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2*s1^2*s2*s1^-1*s2^-1*s1^3*s2^3")#11016#false
RotaryManiplex([ 102, 918 ], "(s2^-2*s1*s2^-2)^20*s1^2, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^2*s2^2, s2^2*s1*s2^-2*s1*s2^4*s1^-1*s2^-5*s1*s2^2*s1^-1*s2^-1*s1*s2^2, s2^2*s1^5*s2^2*s1^-1")#11016#false
RotaryManiplex([ 918, 102 ], "s2^-2*s1^-1*s2^3*s1*s2^-2*s1^-1*s2*s1, s1^-2*s2*s1^9*s2*s1^-6*s2*s1*s2^-1, s1^54*s2^-1*(s2^-1*s1^2)^2*s2^-1*s1*s2^-4*s1^35, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#11016#false
RotaryManiplex([ 306, 306 ], "s1^-1*s2*s1*s2^-1*s1^3*s2^2*s1^-1, s1*s2^-1*s1^-1*s2*s1^2*s2^-1*s1^-2*s2")#11016#false
RotaryManiplex([ 306, 306 ], "(s2^-2*s1*s2^-2)^61*s1, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^2*s2^2, s1*s2^3*s1*s2^-1*s1^-1*s2*s1*s2^-1, s2^2*s1^5*s2^2*s1^-1")#11016#false
RotaryManiplex([ 324, 324 ], "s2^-96*s1*s2^-1*(s2^-1*s1)^3*(s1*s2^-2)^19*s2^-1, s2*s1^-2*s2^-2*s1^-2*(s2^-1*s1)^2*s2^-2*s1^-2*s2, s2^2*s1^4*s2^2")#11016#false
AbstractRotaryPolytope([ 4, 4 ], "s2*s1*(s1*s2*s1^-1*s2^-1)^12*(s2^-1*s1)^16*(s1*s2*s1^-1*s2^-1)^4*s1*s2")#11024#true
AbstractRotaryPolytope([ 4, 4 ], "s1^2*s2^2*s1^-2*s2*(s2*s1^-1)^35*s1^-1*s2^2")#11024#true
AbstractRotaryPolytope([ 4, 52 ], "s1^2*s2^2*s1^-2*s2*(s2*s1^-1)^2*s1^-1*s2^-1*s1*s2^-2*(s1^-1*s2)^7*s1^-2*s2^-1*s1*s2^-2, s1*s2*(s2*s1*s2^-1*s1^-1)^2*s2*s1*s2^-2*s1^-1*s2^4*s1^-1*s2^-2*s1^2*s2^-2*s1^-1*s2*(s2*s1*s2^-1*s1^-1)^2*s2^2*s1*s2^-2*s1^-1*s2*s1, (s2*s1^-1*s2^2)^2")#11024#true
AbstractRotaryPolytope([ 52, 4 ], "(s1*s2^-1*s1^2)^2, s1*s2^2*s1^2*s2^-1*s1^-1*(s1^-2*s2*s1^2*s2^-1)^2*s1^-4*(s1^-1*s2*s1*s2^-1)^2*s1^-2*s2*s1^2*s2^-1*s1^-1*s2*s1")#11024#true
AbstractRotaryPolytope([ 4, 212 ], "s1^2*s2*(s2*s1^-1)^2*s1^-1*s2^2*s1^-2*s2^-1*s1*s2^-2*s1^-2*s2^2, (s2*s1^-1*s2^2)^2, s2^25*s1*s2^-10*(s1*s2*s1^-1*s2^-3)^2*s2^-4*s1*s2^2*s1^-1*s2^-9*s1*s2^3*s1*s2^-8*s1^2*s2^-4*s1*s2*s1^-1*s2^-25*s1*(s2*s1^-1*s2^-1*s1*s2)^2*s2")#11024#true
AbstractRotaryPolytope([ 212, 4 ], "(s1*s2^-1*s1^2)^2, s1^61*s2*s1^-8*s2*s1*s2^-1*s1^-2*s2*s1^2*s2^-1*s1^-2*s2*s1^30, s1*s2^2*s1^-1*s2*s1*s2^-1*s1^-1*s2*s1^2*s2^-1*(s2^-1*s1^-1*s2*s1)^2")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-2*s1^2*s2*s1^-1*s2^2, s2*s1^2*s2^-1*s1^5*s2*s1^-3*s2*s1^-2")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-1*s1^5*(s2*s1^-2)^2, s2*s1^2*s2*s1^-1*s2^-1*s1^4*s2*s1^-1*s2^-1*s1*s2*s1^-3, s2^2*(s1*s2^-1*s1)^2*(s2*s1^-1)^2")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s2^-4*s1^2*s2^3*s1^-1*s2*s1^2*s2^2*s1^-1, s1^-2*s2*s1^6*s2^-1*s1*(s2*s1^-1)^2*s1^-1, s1^2*s2^2*s1*s2^-1*s1^2*s2^-1*s1^-1*(s1^-1*s2)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s1^-2*(s2^-1*s1)^2*s1*s2^-1*s1^-1*s2^3, s1^-1*s2*s1^-2*s2*s1^2*(s1*s2^-1)^2*s1*s2^2, s1^-1*s2*s1^2*s2^-1*s1^3*s2^4, s1^-1*s2^2*s1^6*s2*s1^-1*s2^-1*s1*s2*s1^-1*s2")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "(s2^-1*(s2^-1*s1)^2*s2^-3)^3*s1^2, s1^-2*s2*s1^4*s2^-1*s1*s2*s1^-1*s2, s2^2*s1^8*s2^2*(s2*s1^-1)^2")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s1^-2*s2*s1^4*s2*s1^-1*s2^-1*s1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-2*s2^-3*s1^3*s2^-1*s1*(s2*s1^-1)^2*s2")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-1)^2*s2*s1^2*s2^-2*s1^2*s2, s2*s1^2*s2*s1^-1*s2^-1*s1^4*s2*s1^-4*s2^-1*s1*s2")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "(s2^-5*s1*s2^-1)^3*s1^5, s2^-2*s1^-3*s2^-1*s1*s2^-4*s1^-2*s2*s1^-2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^7*s2*s1^-1*s2^3")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s2*s1^-1*s2^-2*s1^3*s2^-1*s1^-1*s2^2*s1^-1, s2*s1^2*s2*s1^-1*s2^-1*s1^2*s2^-1*s1*(s2*s1^-1)^2, s2^2*s1*s2^-1*s1^4*s2^3*s1^-1")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s1^-2*s2*s1^6*s2*s1^-2*s2^-1*s1*s2*s1^-1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^2*s2^-1*s1^3*s2*s1^-1*s2^-1*s1*s2*s1^-2, s2^2*s1^-2*s2^-2*(s2^-1*s1)^2*s1*s2*s1^-1*s2")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s1^-1*s2*s1*s2^-2*s1^5*s2*s1^-1*(s1^-1*s2)^2, (s1*s2^-1*s1^-1*s2^2*s1)^2, s1*s2^-1*s1^-1*s2^3*s1*s2^-3*s1^-1*s2")#11024#true
AbstractRotaryPolytope([ 26, 52 ], "s1^-1*s2*s1^7*s2^-1*s1^-2*s2^2*s1^-2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-1*s1^3*s2*s1^-2*s2")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s1^-1*s2*s1^7*s2^-1*s1^-2*s2^2*s1^-2, s1*(s2^-1*s1*s2^-1)^2*s2^-1*(s1*s2^-2*s1)^2*(s1^3*s2^-1)^2*s2^-1*s1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-1*s1^3*s2*s1^-2*s2")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s1*s2^-1*s1^12*s2^-1*s1^11, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-1)^2*s2*s1^2*s2^-2*s1^2*s2, s2*s1^2*s2*s1^-1*s2^-1*s1^4*s2*s1^-4*s2^-1*s1*s2")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s2^-2*s1^-3*s2^-1*s1*s2^-4*s1^-2*s2*s1^-2, s1*s2^-5*s1*(s1*s2^-4*s1*s2^-1)^2*s2^-5, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^7*s2*s1^-1*s2^3")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "(s2^-2*s1*s2^-3*s1^7)^2, s2*s1^-1*s2^-2*s1^3*s2^-1*s1^-1*s2^2*s1^-1, s2*s1^2*s2*s1^-1*s2^-1*s1^2*s2^-1*s1*(s2*s1^-1)^2, s2^2*s1*s2^-1*s1^4*s2^3*s1^-1")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s1^-2*s2*s1^6*s2*s1^-2*s2^-1*s1*s2*s1^-1, s1*s2^-1*s1^12*s2^-1*s1^11, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^2*s2^-1*s1^3*s2*s1^-1*s2^-1*s1*s2*s1^-2, s2^2*s1^-2*s2^-2*(s2^-1*s1)^2*s1*s2*s1^-1*s2")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s1^-1*s2*s1*s2^-2*s1^5*s2*s1^-1*(s1^-1*s2)^2, (s1*s2^-1*s1^-1*s2^2*s1)^2, s1*s2^-1*s1^-1*s2^3*s1*s2^-3*s1^-1*s2, ((s1^2*s2^-1)^3*s1^4)^2")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s1^-11*s2*s1^-1*(s1^-2*s2)^2*(s2*s1^-1)^3*s1^-1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-2*s1^2*s2*s1^-1*s2^2, s2*s1^2*s2^-1*s1^5*s2*s1^-3*s2*s1^-2")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2)^3*s2^2*s1^-1*s2^2*s1^-10*s2*s1^-1, s2*s1*s2^-1*s1^5*(s2*s1^-2)^2, s2*s1^2*s2*s1^-1*s2^-1*s1^4*s2*s1^-1*s2^-1*s1*s2*s1^-3, s2^2*(s1*s2^-1*s1)^2*(s2*s1^-1)^2")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s2^-4*s1^2*s2^3*s1^-1*s2*s1^2*s2^2*s1^-1, s1^-2*s2*s1^6*s2^-1*s1*(s2*s1^-1)^2*s1^-1, s1^-1*s2*(s1^-1*s2*s1^-3)^2*s1^-2*(s1^-1*s2)^3*s1^-6, s1^2*s2^2*s1*s2^-1*s1^2*s2^-1*s1^-1*(s1^-1*s2)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s1^-2*(s2^-1*s1)^2*s1*s2^-1*s1^-1*s2^3, s1^-17*s2^2*s1^-2*s2^4*s1^-1, s1^-1*s2*s1^-2*s2*s1^2*(s1*s2^-1)^2*s1*s2^2, s1^-1*s2*s1^2*s2^-1*s1^3*s2^4, s1^-1*s2^2*s1^6*s2*s1^-1*s2^-1*s1*s2*s1^-1*s2")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s1^-2*s2*s1^4*s2^-1*s1*s2*s1^-1*s2, s2*s1^-5*s2^3*s1^-1*s2*((s2*s1^-1)^2*s1^-1)^2*s1^-1*s2*s1^-3, s2^2*s1^8*s2^2*(s2*s1^-1)^2")#11024#true
AbstractRotaryPolytope([ 52, 26 ], "s1^-15*s2*s1^-2*s2^2*s1^-3*s2*s1^-2, s1^-2*s2*s1^4*s2*s1^-1*s2^-1*s1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-2*s2^-3*s1^3*s2^-1*s1*(s2*s1^-1)^2*s2")#11024#true
RotaryManiplex([ 52, 52 ], "s1^-1*s2*s1^2*s2^2*s1^2*s2^-3*s1^-3, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-1*s1^5*(s2*s1^-1)^2*s1^-2")#11024#false
RotaryManiplex([ 52, 52 ], "(s2^-1*s1*s2^-3)^10*s1^2, s1^-1*s2*s1^5*s2^3, s1^-1*s2*s1^2*s2*s1^-1*(s2^-1*s1^2)^2*(s2*s1^-1)^2")#11024#false
RotaryManiplex([ 52, 52 ], "s1^-1*s2*s1^-1*(s2^-1*s1)^2*s1*s2*s1^-1*s2^-1*s1*s2*s1^-1, s1*s2^-1*s1^-2*s2*s1^6*s2^3*s1^-1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^3*s1^4*s2^-1*s1*s2^2*s1^-1")#11024#false
RotaryManiplex([ 52, 52 ], "(s1^-2*s2^-1*s1*s2^-1)^2*s1*s2^2*s1^-1, s1^2*s2^2*s1^4*s2^-1*s1^-4*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#11024#false
RotaryManiplex([ 52, 52 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*(s1^2*s2*s1^-1*s2^-1*s1)^2*s2*s1^-2, s2^2*(s1*s2^-1)^2*s1*s2*s1^-1*s2")#11024#false
RotaryManiplex([ 52, 52 ], "s2*s1^2*s2^2*s1^2*s2^-2*s1^-2*s2*s1^-2*(s2^-1*s1)^2*s1*s2*(s1^-1*s2^-2*s1^-1)^2*s1^-1*s2, s2^2*s1^4*s2^2")#11024#false
RotaryManiplex([ 52, 52 ], "s1^-1*s2^-1*s1*s2^-5*s1^-4*s2^2, s1^-2*s2*s1^3*s2^-1*s1*s2^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^4*s2^-2*s1*s2*s1^-2*s2*s1^-1")#11024#false
RotaryManiplex([ 52, 52 ], "s2*s1^-1*s2^-2*s1^3*s2^3, s2*s1^2*s2^-1*s1^-3*s2^-1*s1*s2^-1*s1^-2*s2^-2*s1^-2")#11024#false
RotaryManiplex([ 52, 52 ], "s1^-1*s2^-2*s1^-2*(s2^-1*s1)^3*s2*s1^-4, s1^-2*s2*s1^5*s2*s1^-2*s2^-1*s1*s2")#11024#false
RotaryManiplex([ 52, 52 ], "s2^-1*s1^-3*s2*s1^3*s2^-1*s1^-2*s2*s1^2, s1^-2*s2*s1^2*s2^-1*s1^4*s2*s1^-1*s2^2*s1^-1*s2^-1, (s1*s2^-1*s1^-1*s2^2*s1)^2")#11024#false
RotaryManiplex([ 52, 52 ], "s2*s1^-1*s2*s1^3*s2^-1*s1*s2*s1^-1, s2*s1^2*s2*s1^-1*s2^-1*s1^4*s2*s1^-1*s2^-1*s1*s2*s1^-3")#11024#false
RotaryManiplex([ 52, 52 ], "s1^2*s2*s1^-2*s2*s1^2*(s1*s2^-1*s1^-1*s2)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^-1*s2*s1^2*s2^-2*s1*s2")#11024#false
RotaryManiplex([ 52, 52 ], "s1^-2*s2*s1^4*s2*s1^-1*s2^-1*s1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^-1*s2*s1^2*s2^-2*s1^2*s2*s1^-1")#11024#false
AbstractRotaryPolytope([ 52, 52 ], "s1^-1*s2^2*s1^4*s2^-1*s1*s2^3, s2*s1^-1*s2^3*s1^2*s2^-4*s1^-1, s2*s1*s2^-2*s1^-1*(s2*s1^-1*s2^-1*s1)^2*s2")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-1*s1^5*(s2*s1^-1)^2*s1^-2, s2^2*s1^-1*s2*s1^2*s2^-2*s1*s2")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^2*s2^-1*s1^3*s2*s1^-2*s2*s1^-1, s2*s1^2*s2*s1^-1*s2^-1*s1*s2^-2*s1*s2*s1^-3")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1*s2^3*s1*s2^-1*s1^-1*s2*s1*s2^-1, s2*s1^2*s2^-1*s1^4*(s2*s1^-2)^2")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1^5*s2*s1^-5*s2*s1^-1*s2^-1*s1*s2^-1, s1*s2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2*s1")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1^-3*s2^-1*s1^3*s2*s1^-1*s2^-1*s1*s2, (s1*s2^-1*s1^-1*s2^2*s1)^2, s2*s1^-1*s2^-1*s1^7*(s2*s1^-1)^2*s1^-2")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1^-2*s2*s1^3*s2^-1*s1*s2^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-2*s1^3*s2*s1^-2*s2^2")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1*s2^-1*s1^2*s2^-1*s1^-1*(s1^-1*s2)^2*s1^-1*s2^-1*s1*s2, s2*s1^-1*s2*s1^4*s2^-1*s1*s2*s1^-2")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1^-2*s2*s1^5*s2^-1*s1*(s2*s1^-1)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-1*s1^3*s2*s1^-2*s2")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1^2*s2*s1^-2*s2*s1^2*(s1*s2^-1*s1^-1*s2)^2, s2*s1*s2^-1*s1^4*(s2*s1^-1)^2*s1^-1")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*s2*s1^2, s2^2*s1*s2^-1*s1^4*s2^2*s1^-1*s2")#11024#true
AbstractRotaryPolytope([ 52, 52 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-2*s2*s1^3*(s1*s2^-1)^2*s1^-3, s2*s1*s2^-2*s1^2*s2*s1^-1*s2^2")#11024#true
RotaryManiplex([ 212, 212 ], "s2^-1*s1^-2*s2*s1^-2*(s2^-1*s1)^2*s2^-1*s1^-2*s2^-1, s2^2*s1^4*s2^2")#11024#false
