Size,IsPolytopal
AbstractRotaryPolytope([ 22, 11 ], "s1*s2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2*s1, s1*s2^-1*s1^4*(s1*s2^-1)^2*s1")#1012#true
AbstractRotaryPolytope([ 22, 11 ], "s1^2*s2^-1*s1^3*(s1*s2^-1)^2*s1, s2^2*s1^6*(s2*s1^-1)^2")#1012#true
AbstractRotaryPolytope([ 22, 11 ], "s1^7*s2^-2*s1*s2^-1")#1012#true
AbstractRotaryPolytope([ 22, 11 ], "s2*s1^-1*s2*s1^3*s2^-1*s1*s2*s1^-1, s2*s1*s2^-1*s1^4*s2*s1^-3*s2, s2^-2*s1*(s1^2*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1*s1")#1012#true
AbstractRotaryPolytope([ 22, 11 ], "s1^6*s2^-2*s1^2*s2^-1, s1*s2*s1^-1*s2*s1^4*s2^-1*s1^-3*s2*s1")#1012#true
AbstractRotaryPolytope([ 8, 8 ], "s1^-2*s2*s1^3*s2^-1*s1*s2^2, s2^-2*s1^-1*s2*(s1*s2^-1)^2*s1^3*s2^-1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#1024#true
AbstractRotaryPolytope([ 8, 8 ], "(s1*s2^-1)^4, s1^8, s1^2*s2*s1^-1*s2^2*s1^-1*s2^-3, s2*s1*s2^-1*s1^3*s2*s1^-2*s2")#1024#true
AbstractRotaryPolytope([ 8, 8 ], "s1^-1*s2^-1*s1^3*s2^-2*s1^-4*s2, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2*s1*s2^-1")#1024#true
AbstractRotaryPolytope([ 8, 16 ], "s1*s2^4*s1^-1*s2^-4, s2*s1*s2^-1*s1^3*s2*s1^-2*s2")#1024#true
AbstractRotaryPolytope([ 8, 16 ], "(s2*s1^-3)^2, s1^8, s1*s2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2^2*s1*s2^-1")#1024#true
AbstractRotaryPolytope([ 8, 16 ], "s2^-2*(s1^-1*s2)^2*s2*s1*s2^-1*s1, s2^2*s1^-1*s2*s1^2*s2^-2*s1*s2, s1^-1*s2^-1*s1^3*s2^-2*s1^-4*s2")#1024#true
AbstractRotaryPolytope([ 8, 16 ], "s2*s1*s2^-1*s1^3*s2*s1^-2*s2, s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1")#1024#true
AbstractRotaryPolytope([ 8, 16 ], "(s2*s1^-3)^2, s1^8, s1*s2^3*s1*(s1*s2^-1)^2*s2^-1")#1024#true
AbstractRotaryPolytope([ 16, 8 ], "s1^-2*s2*s1^3*s2^-1*s1*s2^2, s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1, s1^2*s2^-2*s1^4*s2^2*s1^2")#1024#true
AbstractRotaryPolytope([ 16, 8 ], "s2^-1*s1^2*s2*s1^-1*s2^3*s1*s2^-1, s1^-1*s2^-1*s1^4*s2*s1^-3, s2^-1*s1*s2^2*s1^2*(s1*s2^-1)^3, s1*s2^-2*s1^-2*(s1^-1*s2^-2)^2*s1^-1*s2^2")#1024#true
AbstractRotaryPolytope([ 16, 8 ], "(s1*s2^-1*s1^2)^2, s2^-2*(s1^-1*s2)^2*s2*s1*s2^-1*s1, s2^2*s1^-1*s2*s1^2*s2^-2*s1*s2")#1024#true
AbstractRotaryPolytope([ 16, 8 ], "s1*s2*s1^-1*s2*s1^2*(s1*s2^-1)^2, s2^4*s1*s2^-3*s1*s2")#1024#true
AbstractRotaryPolytope([ 16, 8 ], "s1*s2^4*s1^-1*s2^-4, s2*s1*s2^-1*s1^3*s2*s1^-2*s2, s1*s2^2*s1^4*s2^-2*s1^3")#1024#true
AbstractRotaryPolytope([ 8, 64 ], "s1*s2*s1^-1*s2*s1^3*s2^-1*s1^-2*s2*s1, s2*s1*s2^-1*s1*s2*s1^-1*s2^-2*s1*s2^2*s1^-1*s2^-3*s1*s2*s1^-1*s2^-1*s1*s2^4")#1024#true
AbstractRotaryPolytope([ 64, 8 ], "(s1*s2^-1*s1)^2*s2^-2, s2^8, s2^2*s1^4*s2^-1*s1*s2*s1^-3, s1^9*s2^-2*s1^2*s2^-1*s1^-5*s2")#1024#true
RotaryManiplex([ 16, 16 ], "(s1*s2^-1)^4, s1^-2*s2*s1^3*s2^-1*s1*s2^2, s1^2*s2^-2*s1^4*s2^2*s1^2")#1024#false
RotaryManiplex([ 16, 16 ], "s1*s2^-1*s1^3*s2*s1^-1*s2*s1*s2^-1, s2*s1^2*s2^2*s1^-1*s2^-1*s1*s2*s1^-1*s2^-2*s1*s2")#1024#false
RotaryManiplex([ 16, 16 ], "s1^2*s2*s1^-1*s2^2*s1^-1*s2^-3, s2*s1*s2^-1*s1^3*s2*s1^-2*s2, s1*s2^2*s1^4*s2^-2*s1^3")#1024#false
RotaryManiplex([ 16, 16 ], "(s1*s2^-1*s1^2)^2, s1^-1*(s1^-1*s2)^2*s2^2*s1*s2^-2, s2*(s1^2*s2*s1^-1*s2^-1)^2*s1*s2*s1^-1")#1024#false
RotaryManiplex([ 16, 16 ], "(s1*s2^-1*s1^2)^2, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2*s1*s2^-1")#1024#false
AbstractRotaryPolytope([ 16, 32 ], "s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1, s1^-2*s2*s1^4*s2*s1^-1*s2^-1*s1*s2, s1^16")#1024#true
AbstractRotaryPolytope([ 16, 32 ], "s2^2*s1^4*s2^-1*s1*s2*s1^-3, s1*s2^4*s1*s2^-1*s1^-1*s2*s1*s2^-2, s1*s2*s1^-1*s2*s1^3*s2^-1*s1^-2*s2*s1, s1^16")#1024#true
AbstractRotaryPolytope([ 16, 32 ], "s2*s1^-1*s2^-1*s1^3*s2^-1*s1*s2*s1^-3, s2^-1*s1^-1*s2*s1^3*s2^-6, s1^16")#1024#true
AbstractRotaryPolytope([ 32, 16 ], "s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1, s1^-2*s2*s1^4*s2*s1^-1*s2^-1*s1*s2, s1*s2^-1*s1^4*(s1*s2^-1)^3*s1^4")#1024#true
AbstractRotaryPolytope([ 32, 16 ], "s2^2*s1^4*s2^-1*s1*s2*s1^-3, s1*s2^4*s1*s2^-1*s1^-1*s2*s1*s2^-2, s1*s2*s1^-1*s2*s1^3*s2^-1*s1^-2*s2*s1, s1^6*s2^-2*s1*(s1^2*s2^-1)^2*s1")#1024#true
AbstractRotaryPolytope([ 32, 16 ], "s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1, s2*s1^7*s2^-2*s1*s2")#1024#true
RotaryManiplex([ 16, 64 ], "(s1*s2^-1*s1^2)^2, s1*s2*s1^-1*s2*s1^3*s2^-1*s1^-2*s2*s1, s2^9*s1*(s1*s2*s1^-1*s2^-1)^2*s2^-1*s1*s2^2")#1024#false
RotaryManiplex([ 64, 16 ], "(s2*s1^-1)^4, (s1*s2^-1*s1^2)^2, s1*s2^4*s1*s2^-2*s1^-1*s2*s1*s2^-1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^4*s2*s1^-10*s2*s1*s2^-1*s1^-1*s2")#1024#false
RotaryManiplex([ 32, 32 ], "(s2*s1^-1)^4, (s1*s2^-1*s1^2)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1*s2^-1*s1^-1*s2*s1^3*s2^-1*s1^-1*s2*s1*s2^-2")#1024#false
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-2)^2,s2*s1^2*(s2*s1^-1)^2*s1^-2*(s2^-1*s1^2)^4*s2")#1032#true
AbstractRotaryPolytope([ 6, 6 ], "(s2*s1^-2)^2,s2^6, s1^2*s2^-3*s1*s2^-2*(s1^-1*s2)^2*s1^-1*s2^-2*s1*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*s2")#1032#true
AbstractRotaryPolytope([ 4, 4 ], "s2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*(s2*s1^-1)^8*s2")#1040#true
AbstractRotaryPolytope([ 4, 4 ], "s1^2*(s2^2*s1^-2)^3*s2^2*(s1*s2^-1)^2*(s1^-2*s2^2)^3")#1040#true
AbstractRotaryPolytope([ 4, 20 ], "(s2*s1^-1*s2^2)^2, s1*s2^2*s1*(s2^-1*s1^-1*s2^2*s1*s2^-1)^2")#1040#true
AbstractRotaryPolytope([ 20, 4 ], "(s1*s2^-1*s1^2)^2, s2*s1*(s1^2*s2*s1^-2*s2^-1)^2*s1*s2")#1040#true
AbstractRotaryPolytope([ 4, 52 ], "(s2*s1^-1*s2^2)^2, s1^2*s2*s1^-1*s2^2*s1*s2^-1*s1^-2*s2^2, s2^6*s1*s2^-17*s1*s2*s1^-1*s2^-1*s1*s2")#1040#true
AbstractRotaryPolytope([ 52, 4 ], "(s1*s2^-1*s1^2)^2, s1^2*s2^2*(s1*s2^-1)^2*s1^-2*s2^2, s1^5*s2^-1*s1^-12*s2^-1*s1^6*s2^-1*s1^-2*s2*s1")#1040#true
RotaryManiplex([ 20, 20 ], "s2^2*s1^4*s2^2, s2^-1*s1^-2*s2*s1^-2*(s2^-1*s1)^2*s2^-1*s1^-2*s2^-1, s2^20")#1040#false
RotaryManiplex([ 52, 52 ], "s2*s1^-1*s2*s1^2*s2^-1*s1*s2, s2^2*s1^4*s2^2, s2^52")#1040#false
AbstractRotaryPolytope([ 4, 12 ], "s2^4*s1*s2^-3*s1*s2, s2*s1^-1*s2^2*s1^-1*s2^-1*s1*s2^3*s1^-1*s2, s1*s2*(s2*s1*s2^-1*s1^-1)^2*(s2*s1^-1)^3*s2*s1")#1080#true
AbstractRotaryPolytope([ 12, 4 ], "s1^-1*s2^-1*s1^4*s2*s1^-3,s1*s2^-1*(s1^-1*s2)^2*s1*s2^-1*s1^-1*s2*s1^-2*s2^-1*s1^2*s2*s1*s2^-1*s1^-1*s2")#1080#true
AbstractRotaryPolytope([ 6, 90 ], "(s1*s2^-2)^2,(s1*s2^-1)^2*s1^-2*(s2^-1*s1)^2, s2^3*s1^-1*s2^-1*s1^-1*s2^10*s1^-1*s2^-2*s1^-1*s2^4*s1^-2*s2^10")#1080#true
AbstractRotaryPolytope([ 90, 6 ], "(s1*s2^-1*s1)^2, s2^6, s2^-1*s1*s2^-2*(s1^-1*s2)^2*s2*s1, s1^-9*s2*s1^18*s2*s1^-1*s2^-1*s1*s2*s1^-1")#1080#true
RotaryManiplex([ 12, 12 ], "s2^2*s1^4*s2^2, s1*s2*(s2*s1^-1)^3*s1^-1*s2^-1*(s2^-1*s1^-1*s2*s1)^2")#1080#false
RotaryManiplex([ 12, 12 ], "s2^-1*s1^4*s2^-3, s1^4*s2^8, s1*s2^2*s1*s2^-1*s1^-1*(s1^-1*s2)^3*s2*s1*s2^-1*s1^-1*s2*s1")#1080#false
AbstractRotaryPolytope([ 18, 30 ], "s1^4*s2^2*s1^2*s2^-2, s1^2*s2^5*s1*s2^-1*s1^-1*s2^4")#1080#true
AbstractRotaryPolytope([ 30, 18 ], "s2*s1^-1*s2*s1^2*s2^-1*s1^2*s2*s1^-1, s1*s2^2*s1*s2^-1*s1^2*s2^-3, s1*s2^-1*s1^2*(s1*s2^-1)^3*s1^2, s1^2*s2^2*s1^4*s2^-1*s1^-1*s2*s1^3")#1080#true
RotaryManiplex([ 30, 90 ], "s1*s2^3*s1*s2^-1*s1^-1*s2*s1*s2^-1, s2^2*s1^5*s2^2*s1^-1, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^2*s2^2, (s2^-2*s1*s2^-2)^6")#1080#false
RotaryManiplex([ 90, 30 ], "s1^2*s2^2*s1^2*s2^-1*s1^-2*s2, s1^-2*s2^-2*s1^3*s2^2*s1^-1, s2^-1*s1^16*s2^-1*s1^2*s2^-1*(s2^-1*s1)^2*s1^4*s2^-1")#1080#false
RotaryManiplex([ 108, 108 ], "s1*(s2*s1^-1)^2*s2^-2*s1, s2^2*s1^4*s2^2, s2^-28*s1^3*s2^-1*s1*(s2^-1*s1*s2^-1)^6*s2^-2*s1")#1080#false
AbstractRotaryPolytope([ 4, 4 ], "s1^2*(s2^2*s1^-2)^3*s2^2*(s1*s2^-1)^4*(s1^-2*s2^2)^2")#1088#true
AbstractRotaryPolytope([ 4, 8 ], "(s2*s1^-1*s2^2)^2, s2^-1*s1^2*s2*s1^-1*s2^-1*s1*(s2*s1^-1)^5*s2^-2*s1")#1088#true
AbstractRotaryPolytope([ 4, 8 ], "(s2*s1^-1*s2^2)^2, s2*s1^2*s2^-1*s1*s2*(s2*s1^-1)^5*s1^-1*s2^-1*s1*s2")#1088#true
AbstractRotaryPolytope([ 8, 4 ], "(s2*s1^-3)^2, s1^8, s1^2*s2*(s2*s1^-1)^3*s2*s1*(s1*s2^-1)^3*s2^-1*s1^-1*s2")#1088#true
AbstractRotaryPolytope([ 8, 4 ], "(s2*s1^-3)^2, s1^8, s1^2*s2*(s2*s1^-1)^6*s2*s1*s2^-1*s1^-1*s2")#1088#true
AbstractRotaryPolytope([ 8, 8 ], "(s1*s2^-2*s1)^2, (s1*s2^-1)^4, s1^8, s1^2*s2^2*(s1*s2^-1)^2*s1^-2*s2^2")#1088#true
AbstractRotaryPolytope([ 8, 8 ], "(s1*s2^-2*s1)^2, (s1*s2^-1)^4, s1^8, s2*(s1^2*s2^-1)^2*s1^-1*s2^3*s1^-1")#1088#true
RotaryManiplex([ 8, 8 ], "s2^2*s1^4*s2^2, s2^8, s1*s2^-2*(s1^-1*s2)^3*s1*(s1*s2^-1)^3*s2^-1*s1^-1*s2*s1")#1088#false
RotaryManiplex([ 8, 8 ], "s2^2*s1^4*s2^2, s2^8, s1*s2^-1*s1^2*(s2*s1^-1)^2*s2*s1^2*s2^-1*s1^-2*s2^2*s1*s2^-1*s1^-2*s2^-2")#1088#false
RotaryManiplex([ 16, 16 ], "s2^2*s1^4*s2^2, s2*s1^-2*s2^-2*s1^-2*(s2^-1*s1)^2*s2^-2*s1^-2*s2, s2^16")#1088#false
AbstractRotaryPolytope([ 16, 16 ], "s1^-2*s2*s1^3*s2^-1*s1*s2^2, s2^2*s1^5*s2*s1^-1*s2, (s2^-3*s1*s2^-1)^3*s1")#1088#true
AbstractRotaryPolytope([ 16, 16 ], "s1^-2*s2*s1^4*s2^-1*s1*s2*s1^-1*s2, s1*s2^-1*(s1^2*s2^2)^2*s1^-1*s2, s1^16")#1088#true
AbstractRotaryPolytope([ 16, 16 ], "s2*s1^-1*s2*s1^3*s2^-1*s1*s2*s1^-1, s2^3*s1^4*s2*s1^-1*s2^-1*s1*s2, s1^16")#1088#true
AbstractRotaryPolytope([ 16, 16 ], "s2*s1^-1*s2*s1^4*s2^-1*s1*s2*s1^-2, s2^-1*s1*(s1^2*s2^2)^2*s2*s1^-1, s1^16")#1088#true
RotaryManiplex([ 16, 16 ], "s1^2*s2^3*s1*s2^-2*s1^-1*s2, s2^2*s1^6*s2^2*s1^-2, (s2^-2*s1^2*s2^-2)^2*s1^4")#1088#false
RotaryManiplex([ 16, 16 ], "s2^-1*s1^-2*s2*s1^2*s2^-1*s1^-1*s2*s1, s2*s1^-1*s2^-1*s1^5*s2^2*s1^-2, s1^16")#1088#false
RotaryManiplex([ 16, 16 ], "s2^2*s1^4*s2^2, s1*(s1*s2^-1)^3*s2^-1*s1^-2*s2^-2*s1^2*s2^2, s2^16")#1088#false
RotaryManiplex([ 16, 16 ], "s1*s2^-1*s1^5*s2^-1*s1*s2^2*s1, s2*s1^-2*s2*s1^2*s2^4*s1^-2")#1088#false
RotaryManiplex([ 16, 16 ], "(s1^3*s2^-1)^2*s1^2*s2^2, s2^2*s1^6*s2^2*s1^-2")#1088#false
AbstractRotaryPolytope([ 3, 6 ], "s2^-2*s1*s2^-2*s1^-1*(s2*s1^-1*s2)^7*s2*s1^-1*s2^-1")#1092#true
AbstractRotaryPolytope([ 3, 6 ], "s2^2*s1*s2^-2*(s1^-1*s2)^2*s2*s1^-1*(s2^2*s1^-1*s2)^2*s1^-1*s2^-3*(s1^-1*s2^2)^3*s1^-1")#1092#true
AbstractRotaryPolytope([ 6, 3 ], "(s2*s1^-2)^2*s2*s1*(s1^2*s2^-1)^6*s1^2*s2*s1^-1")#1092#true
AbstractRotaryPolytope([ 6, 3 ], "(s1^2*s2^-1*s1^-2*s2)^2*s1^2*s2^-1*s1^3*s2*(s1^-1*s2*s1^2*s2^-1*s1^-1)^2*s1^-1*s2")#1092#true
AbstractRotaryPolytope([ 6, 21 ], "(s1*s2^-2)^2,s2*s1^2*s2*s1^-2*(s2*s1^-1*s2^-1*s1)^2*s2")#1092#true
AbstractRotaryPolytope([ 21, 6 ], "(s1*s2^-1*s1)^2, s2^6, s2^2*s1^-2*s2^-2*s1^-1*(s1^-1*s2^-1*s1*s2)^2")#1092#true
AbstractRotaryPolytope([ 6, 39 ], "(s1*s2^-2)^2,s1^-1*s2*s1*(s1*s2^-1)^2*s1^-1*s2*s1^2*s2^-1*s1^3*s2, s1*s2^4*s1^-1*s2^-1*s1*(s2^2*s1*s2^-1*s1^-1)^2*s2*s1*s2^-1")#1092#true
AbstractRotaryPolytope([ 39, 6 ], "(s1*s2^-1*s1)^2, s2^6, s1^-1*s2^-1*s1^2*s2*s1^-7*s2^3*s1^2*s2*s1^-1")#1092#true
RotaryManiplex([ 21, 42 ], "s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2, s2*s1^2*s2^2*s1^-1*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2, (s2^-1*s1^2*s2^-1)^5*s1")#1092#false
RotaryManiplex([ 42, 21 ], "s2^3*s1*s2^-2*s1*s2, s2^2*s1^5*s2^2*s1^-1, s2*s1^-2*s2*s1^3*s2^-1*s1^2*s2*s1^-1, s1^3*s2^-2*(s2^-1*s1)^7*s1^2")#1092#false
RotaryManiplex([ 39, 78 ], "s2*s1^4*s2*s1^-2, s1^-2*s2^3*s1*s2^-2*s1*s2^-1, (s2^-1*s1^2*s2^-1)^9*s1^3")#1092#false
RotaryManiplex([ 78, 39 ], "s2^-1*s1^-2*s2*s1^2*s2^-1*s1^-1*s2*s1, s2*s1^-1*s2^-1*s1^4*s2^2*s1^-1, s1^-20*s2*(s2*s1^-1)^2*s2^2*s1^-12")#1092#false
AbstractRotaryPolytope([ 4, 4 ], "s2*s1*(s1*s2*s1^-1*s2^-1)^3*(s2^-1*s1)^7*s1*s2")#1096#true
AbstractRotaryPolytope([ 5, 10 ], "(s2^3*s1^-2)^2, s2*s1^-2*s2*s1^-1*s2^-1*(s2^-1*s1^2)^2*s2*s1^-1")#1100#true
AbstractRotaryPolytope([ 5, 10 ], "(s2^3*s1^-2)^2, s1^2*s2^2*(s1*s2^-1)^2*s1^-2*s2^2")#1100#true
AbstractRotaryPolytope([ 10, 5 ], "s2*s1*s2^-1*s1^5*s2*s1^-1*s2^-1*s1*s2")#1100#true
AbstractRotaryPolytope([ 10, 5 ], "(s1*s2^-2*s1^2)^2, s1^10, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1")#1100#true
RotaryManiplex([ 25, 50 ], "s2*s1^-1*s2*s1^2*s2^-1*s1*s2, s2^3*s1^4*s2*s1^-1*s2^-1*s1*s2, s1^25")#1100#false
RotaryManiplex([ 25, 50 ], "s2^-1*s1^-2*s2*s1^2*s2^-1*s1^-1*s2*s1, s1^-1*s2*s1*s2^-1*s1^3*s2*s1^-3*s2^-1, s1^25")#1100#false
RotaryManiplex([ 50, 25 ], "s2*s1*s2^-1*s1^2*s2*s1^-1*s2, s1^-2*s2*s1^3*s2^-1*s1*s2^2, s1^10*(s2^-2*s1)^2*s1^4*s2^-1*(s2^-1*s1)^2")#1100#false
RotaryManiplex([ 50, 25 ], "s2*s1^-1*s2*s1^3*s2^-1*s1*s2*s1^-1, s2^2*s1^5*s2*s1^-1*s2, (s2^-3*s1*s2^-1)^2*s2^-1*(s2^-2*s1)^4*s1^2")#1100#false
AbstractRotaryPolytope([ 3, 6 ], "s2*(s2*s1^-1*s2^2*s1^-1)^2*s2^-3*s1*s2^-2*s1^-1*s2*s1^-1*s2^-3*(s1^-1*s2^2)^3*s1^-1")#1116#true
AbstractRotaryPolytope([ 6, 3 ], "s1^-2*(s1^-1*s2)^2*s1^2*s2^-1*s1^-2*s2*(s1^2*s2^-1)^4*s1^-2*s2*s1^2*s2^-1*s1^-2*s2")#1116#true
