Size,IsPolytopal
AbstractRotaryPolytope([ 6, 12 ], "s2^-1*s1*(s2^-1*s1^2*s2*s1^-2)^2*(s2^-1*s1^2)^3*(s2*s1^-1)^2*s2*s1^2*s2*s1^-1, s1*s2^-11*s1*s2, (s1*s2^-2)^2")#4032#true
AbstractRotaryPolytope([ 6, 12 ], "s2*s1^-1*s2^-2*s1*s2*(s2*s1^-1*s2^-1*s1)^2*s2*s1^-1*s2^-2*s1*s2, s2*s1^-3*s2^-1*s1*s2^-1*s1^-3*s2*s1^-1, s2*s1^3*s2^-3*s1^2*s2^-1*s1^-1*s2, (s2^3*s1^-1*s2^2)^2")#4032#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2^-1*s1^2*s2^-2*s1^-3*s2, s2^2*s1*(s2^-1*s1*s2*s1^-1)^5*s2^-1*s1*s2^2*s1^-1*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2, s2^3*s1^2*s2^-1*s1^2*s2^2")#4032#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2*(s2*s1*s2^-1*s1^-1)^4*s2^2*s1*s2^-1*(s2^-1*s1^-1*s2*s1)^2*s2^-1*s1^-1*s2^2*s1^-1*s2, s1^2*s2^5*s1*s2^-1*s1^-1*s2^4, (s2*s1^-2)^2")#4032#true
AbstractRotaryPolytope([ 6, 12 ], "s2*s1^-3*s2^-1*s1^2*(s2*s1^-1)^2*s1^-2*(s2^-1*s1^2)^5*s2*s1^-1, s2*s1^-1*s2^2*(s2^2*s1^-1)^2*s1^-1*s2, s2^3*s1*s2^-2*s1*s2")#4032#true
AbstractRotaryPolytope([ 6, 12 ], "s2^-1*s1^2*s2^-1*s1^-1*s2^2*s1^-3*s2^-2, (s1*s2^-1*s1^2*s2^-1*s1^-2*s2*s1)^2, s1*s2^3*s1^-1*s2*s1^2*s2^-3*s1^-1*s2*s1, (s2*s1^-2*s2)^3")#4032#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s1*s2^-2*s1^-2*s2^-2*s1^-1*s2*s1^-1*s2^-3*s1^-1*s2*s1*s2^-1*s1^-1*s2^2, s2^6*s1*s2^-5*s1*s2")#4032#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2^-1*s1^2*s2^-2*s1^-3*s2, s2*s1*s2^-1*s1*s2^3*s1^-1*s2^-3*s1*s2^2*s1^-1*s2^-1*s1*s2, s2^2*s1*(s1*s2^3*s1^-1*s2^-1)^2*s1*s2^2")#4032#true
AbstractRotaryPolytope([ 6, 12 ], "s2^-1*s1^-1*s2*s1^2*s2^-3*s1^-2*s2^-1*s1*s2^-2, (s1*s2^-1*s1^2*s2^-2)^2, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1")#4032#true
AbstractRotaryPolytope([ 6, 12 ], "(s1^-2*s2^-1*s1^2*s2)^2*s1^-1*s2^-1*s1*s2*s1^-1*s2^-1*s1*s2, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, (s1*s2^-2*s1^2*s2^-1)^2, s2^2*(s2*s1^2)^2*s2^-3*s1^-1*s2*s1^-1")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "(s2^-2*s1*s2^-2)^2*s1^2, (s1*s2^-1*s1)^2*s2^-1*s1^-1*s2*s1^-2*s2*s1^2*s2^-1*s1^-3*s2*s1^2*(s1*s2^-1*s1^-2*s2)^2*s1^-1*s2*s1, s2^2*s1^5*s2^2*s1^-1")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "s1^-1*s2^2*s1^-1*s2^-1*s1^2*s2^-2*s1*s2*s1^-1, s1^2*s2^2*s1^-1*s2*s1^3*s2^-1*(s1^-1*s2)^2*s1^2, (s2*s1^-5)^2, s2*s1^3*s2*s1^-2*(s2^-1*s1^2)^2*(s2*s1^-1)^2*s1^-1, s2^2*s1^-1*s2^-2*s1*s2^-3*s1^-1*s2*s1^-1")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "s1*s2^2*s1^3*s2^-1*s1*s2*s1^-1*s2^-1*s1^2*s2^-1, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "s2^-1*(s2^-1*s1)^2*s2*(s2*s1^-1*s2^-1*s1)^2*s2*s1^-1*s2^-2*s1*s2^-1, s1^-1*s2^2*s1^-1*s2^-1*s1^2*s2^-2*s1*s2*s1^-1, s2*s1^-1*(s1^-2*s2)^2*s1^-1*s2*s1^-2, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "(s2^-1*s1^2*s2^-1)^3, s1*s2^-2*s1^-1*s2*s1^2*s2^-1*(s2^-1*s1^-1*s2*s1)^5*s2^-1*(s1^-1*s2)^2*s1*s2^-1*s1^-1*s2^2, s2*s1^4*s2*s1^-2")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "s1^-1*s2^-2*s1^-2*s2^-2*((s1^-1*s2)^2*s2^2)^2*s1^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-5)^2, s2*s1^-1*s2*(s1^-2*s2*s1^-1)^2*s1^-1")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "s1^-1*s2^2*s1^-1*s2^-1*s1*s2^-2*s1*s2, (s1^4*s2^-1)^2*s1^4*s2^2, s2*s1^2*s2*s1^-2*s2^-1*s1^3*s2*s1^-3*s2^-1*s1^2*s2")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "s1^-1*(s1^-1*s2)^2*(s1^2*s2^-1)^2*s1^-2*s2*s1^-3*s2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2^2*s1^-1*s2*s1^3*s2^-1*(s1^-1*s2)^2*s1^2, s1*s2^2*(s1*s2^-1)^3*s2^-1*s1^-1*s2*s1*s2^-1, (s2*s1^-5)^2")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "(s1*s2^-1*s1)^2, s1^2*s2^2*s1*s2^-2*(s1^-1*s2^2)^3*(s1*s2^-1)^2*s2^-2*(s1^-1*s2^2)^2*s1*s2^-1*s1^-1*s2")#4032#true
AbstractRotaryPolytope([ 12, 6 ], "(s1*s2^-2)^2, s1^2*s2^2*s1*s2^-1*(s1^-2*s2)^4*s1^2*(s1*s2^-1)^2*s1^-1*s2*s1*s2^-1*s1^-2*s2*s1, (s2*s1^-5)^2")#4032#true
AbstractRotaryPolytope([ 6, 24 ], "s1*s2^-1*s1^-2*s2^6*s1*s2^-2*s1*s2^-1*s1^-1*s2^4, s1^2*s2^3*s1*s2^-1*s1^-1*s2*(s2*s1*s2^-2*s1^-1)^2*s2, (s2*s1^-2)^2")#4032#true
AbstractRotaryPolytope([ 6, 24 ], "s1^-1*s2^-1*s1^2*s2^-2*s1^-3*s2, s1^2*s2^3*s1*s2^-1*s1^-1*s2^2*s1^-1*s2^-1*s1*s2^4*s1^-2*s2^-1, s2*s1^-1*s2*s1^2*s2^4*s1^-2*s2^-2*s1*s2^2*s1^-1*s2^-1*s1*s2")#4032#true
AbstractRotaryPolytope([ 6, 24 ], "(s1^-1*s2^-1)^2, s1^-1*s2^3*s1^-2*s2*s1^-1*s2^-1*s1*s2^-2*s1^-1*s2, (s1*s2^-1)^2*s2^-2*s1^-1*s2^2*s1*s2^-2, s2*s1*s2^-1*(s2^-1*s1)^2*s2^-2*s1*s2^2")#4032#true
AbstractRotaryPolytope([ 6, 24 ], "s2^-1*s1^2*s2^-1*s1^-1*s2^2*s1^-3*s2^-2, (s1*s2^-1*s1^2*s2^-1*s1^-2*s2*s1)^2, s1*s2^-1*s1*s2^3*s1^2*s2^-1*s1^-1*s2*s1*s2^-1*s1^-2*s2, (s2*s1^-2*s2)^3")#4032#true
AbstractRotaryPolytope([ 24, 6 ], "s1^2*s2*s1^-1*s2*s1^2*(s1*s2^-1)^2*s1, s1*s2^2*s1^5*s2^-2*s1^-1*s2*s1*s2^-1")#4032#true
AbstractRotaryPolytope([ 24, 6 ], "s1^-1*s2^2*s1^-1*s2^-1*s1*s2^-2*s1*s2, s1^11*s2^2*s1^-1*s2^2, s1^2*s2*s1^-1*s2*s1^4*s2^-2*s1^-2*s2*s1^3*s2^-1, s2*s1^-1*s2*s1*s2^-1*s1^-1*(s1^-3*s2)^2*s1^2*s2^-1*s1")#4032#true
AbstractRotaryPolytope([ 24, 6 ], "(s1*s2^-2)^2, (s1*s2^-1*s1^2)^3*s2*s1^-2*s2^-1*s1*s2^-1, s1*(s1*s2^-1)^2*s1^5*s2^-1*s1^-2*s2*s1^4, s2*s1^-4*(s1^-1*s2)^2*s1^2*s2*s1^-4*s2^-1*s1*s2*s1^-1")#4032#true
AbstractRotaryPolytope([ 24, 6 ], "s1^-1*s2^2*s1^-1*s2^-1*s1^2*s2^-2*s1*s2*s1^-1, s1*s2^2*s1^5*s2^-2*s1^-1*s2*s1*s2^-1")#4032#true
AbstractRotaryPolytope([ 6, 48 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1, s2^2*s1*s2^-7*(s2^-2*s1*s2^2*s1^-1)^2*s2^-1*s1*s2^2*(s2^2*s1^-1*s2^-3*s1^-1)^2*s1^-1*s2^-3*s1^-1*s2^12*s1^-1*s2^-2*s1*s2")#4032#true
AbstractRotaryPolytope([ 6, 48 ], "s1^-1*s2*s1*(s1*s2^-1)^2*s1^-1*s2*s1^2*s2^-1*s1^3*s2, (s1*s2^-2)^2, s2^3*s1^-1*s2^-5*s1^-1*s2^15*s1^-1*s2^-3*s1^-1*s2^4*s1^-1*s2^-1*s1*s2*s1^-2*s2^2*(s2*s1^-1*s2^-1*s1)^2*s2^8*s1^-1*s2^-1*s1*s2")#4032#true
AbstractRotaryPolytope([ 6, 48 ], "s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2*s1*s2^-2*s1^-1*s2^2*s1*s2^-1*s1*s2^2*s1^-1*s2^-4*s1*s2^4, s2*s1*(s1^2*s2^-1)^2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#4032#true
AbstractRotaryPolytope([ 6, 48 ], "s1^-1*s2^-2*s1^-1*s2*s1^-1*s2^-1*(s2^-1*s1)^2*s2*s1^-1*s2^-1*s1*s2^2*s1^-1, s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2*s1*s2^-3*s1*s2^2*s1^-2*s2^3*s1^-1*s2^-5*s1*s2^2")#4032#true
AbstractRotaryPolytope([ 48, 6 ], "s1*s2^-3*(s1^-1*s2^2)^2*s1*s2^-1*s1^-1*s2*s1*s2^-1, (s1*s2^-1*s1)^2")#4032#true
AbstractRotaryPolytope([ 48, 6 ], "s1^-1*s2^-1*s1^2*s2*s1^-2*s2^-1*s1^5*s2*s1^-4*s2^-1*s1*s2*s1^-1, (s1*s2^-1*s1^2*s2^-1)^2*s1^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2")#4032#true
AbstractRotaryPolytope([ 48, 6 ], "s2*(s1*s2^-1*s1^2)^2*s2")#4032#true
AbstractRotaryPolytope([ 48, 6 ], "s1^-1*s2*s1^-2*s2*(s1^-2*s2*s1^-1)^2*s2^-1*s1*s2, (s1*s2^-1*s1^4)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^4*s2^-1*s1^-2*s2^-1*s1^4*s2*s1^-1*s2^-1*s1^5")#4032#true
RotaryManiplex([ 9, 18 ], "(s2^-1*s1^2*s2^-1)^2*s1, s2*s1^-2*(s2^-1*s1)^2*s2^2*s1^-1*s2^-2*s1*s2^2*(s2*s1^-1)^2*s2^-2*(s2^-1*s1)^2*s2^2*s1^-1*s2^-1*(s2^-1*s1*s2*s1^-1)^2*s2^-1*s1*s2, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#4032#false
RotaryManiplex([ 12, 12 ], "s2^-1*s1^-1*s2^2*s1^4*s2^3*s1, (s1*s2^-2)^2, s1^2*(s2*s1^-1)^2*s2*s1*s2^-1*(s1^-2*s2)^3*s1^3*(s2*s1^-1)^2*s2*s1*s2^-1*s1^-2*s2*s1, (s2*s1^-5)^2")#4032#false
AbstractRotaryPolytope([ 12, 12 ], "s1^2*s2^2*(s1*s2^-1)^2*s1^-2*s2^2, s1^2*s2^3*s1^3*s2^-3*s1, (s2*s1^-5)^2, s2*s1*s2^-1*(s2^-1*s1)^2*s2^-2*s1*s2^2")#4032#true
AbstractRotaryPolytope([ 12, 12 ], "s1*s2*s1^-1*s2*s1^2*s2^2*s1^2*s2^-1*s1^-1*s2^2*s1*s2^-1, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1, (s2*s1^-5)^2, s2^3*s1^3*s2^-2*s1*s2*s1^-2")#4032#true
RotaryManiplex([ 12, 12 ], "(s2^-1*s1^2*s2^-1)^3, s2*s1^4*s2*s1^-2, s2*s1^2*s2^2*s1^-1*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2*(s2*s1^-1)^2*s2^-1*(s2^-1*s1)^2*s2^2*s1^-1*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2, s2^3*s1^2*s2^-1*s1^2*s2^2")#4032#false
RotaryManiplex([ 12, 12 ], "(s1*s2^-1*s1)^2, s1^2*s2*(s2*s1*s2^-1*s1^-1*s2*s1*s2^-2*s1^-1*s2^2*s1*s2^-1*s1^-1)^2*s2*s1*s2^-1*s1^-1*s2, s2*s1^2*s2^-1*s1^-1*s2^2*s1^-3*s2^2")#4032#false
RotaryManiplex([ 12, 12 ], "s1^-1*s2^-2*s1^-2*(s2^-2*s1^-1*s2*s1^-1*s2^-1)^2*s2^-2*s1^-1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2^2*s1^3*s2^-2*s1*s2*s1^-2*s2")#4032#false
AbstractRotaryPolytope([ 12, 12 ], "(s2^-1*s1^2*s2^-1)^3, s2*s1*s2^-1*s1*s2^3*s1^-1*s2^-3*s1*s2^2*s1^-1*s2^-1*s1*s2, s2*s1^4*s2*s1^-2")#4032#true
RotaryManiplex([ 12, 12 ], "(s2^-2*s1*s2^-2)^2*s1^2, s1*s2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2*s1^2*s2*s1^-1*s2^-2*s1^-1*s2*s1*(s1*s2^-1)^2*s1^-2*s2*s1^2*s2^-1*s1^-1*(s1^-1*s2)^2*s1, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-2*s1*s2")#4032#false
RotaryManiplex([ 12, 12 ], "s1^2*s2^2*s1^-1*s2*s1^3*s2^-1*(s1^-1*s2)^2*s1^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^3*s1^-1*s2*s1^2*s2^-3*s1^-1*s2*s1, s2*s1^-1*s2*s1^2*s2^-1*s1^3*s2*s1^-2*s2^-1*s1^2*s2*s1^-2, s2^2*s1^3*s2^-2*s1*s2*s1^-2*s2")#4032#false
AbstractRotaryPolytope([ 12, 12 ], "s1^2*s2*s1^-1*s2*s1^2*(s1*s2^-1)^2*s1, s2^2*s1*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1, s2^6*s1*s2^-5*s1*s2")#4032#true
AbstractRotaryPolytope([ 12, 12 ], "(s2^-1*s1)^2*s2^-1*s1^-2*s2^-1*s1^3*s2*s1^5*s2^-1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^-6*s2^-1*s1*s2*s1^-5")#4032#true
AbstractRotaryPolytope([ 12, 12 ], "(s1*s2^-1*s1)^2, (s2*s1^-1)^2*s2^3*s1^-1*s2^-3*s1*s2^2*s1^-1*s2^-1*s1*s2")#4032#true
AbstractRotaryPolytope([ 12, 12 ], "(s2^-4*s1*s2^-1)^2, (s1^4*s2^-1)^2*s1^4*s2^2, s1^3*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2, s2^3*s1*s2^-2*s1*s2")#4032#true
RotaryManiplex([ 12, 12 ], "s2^-4*s1^-1*s2*s1^3*s2^-1*(s1^-1*s2)^2*s1^-2, s1^2*s2*s1^-1*s2*(s1^2*s2^-1)^2*s1^-2*s2*s1^2*s2^-1*s1, s2*s1*s2^-2*s1^3*s2^-2*s1*s2*s1^-1, s2^2*s1^-1*s2^-1*s1*s2*s1^2*s2^-3*s1^-1*s2*s1^-1, s2^2*s1^6*s2^4")#4032#false
RotaryManiplex([ 12, 12 ], "s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2*s1*s2^-2*s1^3*s2^-2*s1*s2*s1^-1, s2*s1^2*s2*s1^-1*(s2^-1*s1*s2^2*s1^-1*s2^-1)^2*s2^-1*s1*s2, s2^2*s1^6*s2^4")#4032#false
AbstractRotaryPolytope([ 12, 12 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2*s1^2*s2*s1^-1*s2^-1*s1*s2^-2*s1*s2*s1^-3")#4032#true
AbstractRotaryPolytope([ 12, 12 ], "(s2^-1*s1*s2^-1)^4, s1^-1*s2*s1^-2*s2*s1^3*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2, s1^-1*s2*s1^6*s2*s1^-1*s2^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1")#4032#true
AbstractRotaryPolytope([ 12, 12 ], "s2*s1^-2*s2^-2*s1^3*s2^-1*s1*(s2*s1^-1)^2, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1, s2^3*s1^3*s2^-2*s1*s2*s1^-2")#4032#true
AbstractRotaryPolytope([ 12, 12 ], "s1^-2*(s2^-1*s1)^2*s1^4*s2^-1*s1^-2*s2*s1^-4, s1*s2^-11*s1*s2, (s1*s2^-2)^2, (s1^4*s2^-1)^2*s1^4*s2^2, s2*s1^2*s2*s1^-2*s2^-1*s1^3*s2*s1^-3*s2^-1*s1^2*s2")#4032#true
AbstractRotaryPolytope([ 12, 12 ], "s1^-2*s2*s1^-6*s2*s1^-3*s2^-1*s1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^3*s1^-1*s2*s1^2*s2^-1*(s2^-1*s1^-1*s2*s1)^2*s2^-1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2")#4032#true
RotaryManiplex([ 18, 9 ], "s1^6*s2^-3, s2*s1^3*s2*s1^-2*s2^-1*s1*s2*s1^-1*s2^-1*s1^2*s2*s1^-2*s2^-1*(s1*s2^-1*s1)^3*s1^2*s2*s1^-2*s2^-1*s1^2*s2*s1^-1, s2^3*(s2^2*s1^-1)^2")#4032#false
AbstractRotaryPolytope([ 8, 28 ], "s1^2*s2*s1^-2*s2*s1^4*s2^-2, s1^2*s2*s1^-1*s2^2*s1^4*s2^-1*s1, s2^4*s1*(s1*s2*s1^-1*s2^-1)^3*s1*s2^2*(s2*s1^-1*s2^-2*s1)^4*s2^4")#4032#true
AbstractRotaryPolytope([ 28, 8 ], "(s1*s2^-1*s1^2)^2, s1*s2^-1*s1*s2^3*s1*s2^-2*s1^-1*s2^2, s2*s1^-2*s2^2*s1^2*s2^-2*s1^-1*s2*s1^-1")#4032#true
AbstractRotaryPolytope([ 8, 56 ], "s2^-1*s1^3*s2^-1*s1^-2*(s2^-1*s1)^2*s1, (s1*s2^-1)^4, s2^2*s1^2*s2^2*s1^-1*s2^-1*s1*s2^8*s1^-1*s2^-2*(s2^-2*s1*s2*s1^-1)^2*s2^-1*s1*s2^4*s1^-1*s2^-1*s1*s2")#4032#true
AbstractRotaryPolytope([ 56, 8 ], "(s1*s2^-1)^4, s1^3*s2*s1^-2*s2^-2*s1^-20*s2*s1^3, s2*(s1*s2^-1*s1^3)^2*s2")#4032#true
AbstractRotaryPolytope([ 12, 24 ], "(s2^-1*s1*s2^-1)^4, s1^-1*s2*s1^-2*s2*s1^3*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2, s1^-1*s2*s1^6*s2*s1^-1*s2^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^6*s1*s2^-5*s1*s2")#4032#true
AbstractRotaryPolytope([ 12, 24 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*(s1^-2*s2)^2*s1^-1*s2*s1^-2, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2*s1*s2^-3*s1*s2^3*s1^-1*s2^-2*s1*s2^2*s1^-1*s2^-3*s1*s2^3*s1^-1*s2^-1*s1*s2^2*s1^-1*s2^-2*s1*s2^2, s2^2*s1^-2*(s2^-1*s1)^3*s2*s1^-1")#4032#true
RotaryManiplex([ 12, 24 ], "s1*s2^-2*s1*s2^2*s1^2*s2^-3*s1^-1*s2*s1, s1*s2^-1*s1^-3*(s1^-1*s2)^2*s2*s1*s2^-1*s1^-1*s2, s1^2*s2^3*s1^3*s2^-3*s1, (s2*s1^-5)^2")#4032#false
AbstractRotaryPolytope([ 12, 24 ], "s2*s1^-1*s2^2*s1^-2*s2^-1*s1*s2^-3*s1^2*s2^2*s1^2*s2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#4032#true
RotaryManiplex([ 12, 24 ], "(s2^-1*s1^2*s2^-1)^3, s1*s2*(s2^2*s1*s2^-1*s1^-1)^2*s2*s1*s2^-2*s1^-1*s2*s1*s2^-1, s2*s1^4*s2*s1^-2, s2^2*s1*(s1*s2^3*s1^-1*s2^-1)^2*s1*s2^2")#4032#false
