Size,IsPolytopal
AbstractRotaryPolytope([ 6, 6 ], "(s2*s1^-2)^2, s2*s1*(s1*s2*s1^-1*s2^-1)^3*s2^-1*s1*s2*(s2*s1^-1*s2^-1*s1)^4*s2*s1^-1*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2*(s2*s1^-1*s2^-1*s1)^5*s2*s1^-1*s2^-2*s1*s2^2*s1^-1*s2^-1*s1*s2")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*s2^2*s1^-1*s2^-1*s1*s2*s1^-2*s2^2*s1^-1*s2^-1*s1^2*s2, (s1*s2^-1)^6, s2*s1*(s2^-1*s1^2*s2*s1^-1)^2*s1^-1*s2^-1*s1*s2*s1^-1*s2, s2*s1^2*s2^3*s1^-2*s2^-1*s1^2*s2^-2*s1*s2*s1^-1")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s2^-1*s1^2)^2*s2*s1^-2*s2^-1*s1*s2^-1*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*s1^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3, s2^2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2^-2*s1*s2^2*s1^-1*s2^-1*s1*s2*s1^-1")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-1*s1^2*s2^-1*s1^-1*s2)^2, s1*s2^2*s1^-2*s2*s1*s2^-1*s1^-1*s2*s1^3*s2^-1, s2*s1^2*s2^2*s1^-1*s2^-1*s1^2*s2*s1^-2*s2^-2*s1*s2")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s2^-1*s1^2)^2*s2*s1^-1*s2*s1*(s1^2*s2^-1)^5*s1^2*s2*s1^-1, s1*s2^-1*s1*s2^2*(s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s2^-1*s1^2)^2*s2^-1*s1^-3*s2*s1^-2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2^2*s1*s2^-1*(s1*s2^-2*s1^-1*s2)^2*s2*s1*s2^-2*(s1^-1*s2^2*s1*s2^-1*s1^-1*s2)^2, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-3*s1^-1*s2*s1)^2, (s1*s2^-1)^2*s2^-2*s1^2*s2^-1*s1^-1*s2*s1*s2^-1*s1^-2*s2")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-2)^2, s2*s1^-3*(s2*s1^-2*s2^-1*s1^2)^2*s2*s1^-1*(s2^-1*s1)^2*s2^-1*s1^-2*s2*s1^-3*(s2^-1*s1^2)^5*s2*s1^-1*s2^-1*(s1*s2^-1*s1)^4*s1*s2*s1^-1")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*s2^-2*s1^-2*s2^-2*((s1^-1*s2)^2*s2^2)^2*s1^-1, s1^-1*(s2^-1*s1^2)^2*s2*s1^-2*s2^-1*s1*s2^-1*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*s1^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s2^-1*s1^2)^2*s2^-1*s1^-3*s2*s1^-2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3, s2*s1^-1*s2*(s2*s1*s2^-1*s1^-1)^2*s2*s1*s2^-2*s1^-1*s2*(s2*s1*s2^-1*s1^-1)^4*s1^-1*s2^2")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3, s2*s1^2*s2*s1^-1*s2*s1^3*s2^-2*s1^-1*(s1^-1*s2^-1*s1*s2)^2*s1^-1*s2")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, (s1*s2^-1)^2*s2^-2*(s1*s2^-1*s1^-1*s2)^2*s1*s2^-2*s1^-1*s2^2*s1^-1*s2*s1*s2^-1*s1^-1*s2*s1*(s1*s2^-2*s1^-1*s2)^2*s2*s1*s2^-1*s1^-1*s2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-3*s1^-1*s2*s1)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*(s1^-2*s2)^2*s1^-2*s2^-1*s1^2*s2*s1^-2*s2^-1*(s1*s2^-1*s1)^2*s1*s2^-1*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*s1^-1, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s2^-2*s1^2*s2^2*s1^-2*(s2^-1*s1)^2*s2*s1^-1*s2^-2*s1*s2^-1, s1^-1*(s2^-1*s1^2)^2*s2^-1*s1^-3*s2*s1^-2, (s1*s2^-1)^6, s1*s2*s1^-1*s2*s1*s2^-1*(s2^-1*s1)^2*s1*s2^-1*s1^-1*s2*s1*s2^-1")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s2^-1*s1^2)^2*s2^-1*s1^-3*s2*s1^-2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2^2*s1*s2^-1*(s1*s2^-2*s1^-1*s2)^2*s2*(s1*s2^-1)^2*s2^-2*s1^-1*s2*(s2*s1*s2^-1*s1^-1)^2*s2, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1*s2^-1*s1*s2^2*(s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2^2*s1*s2^-1*(s1^-2*s2)^2*s1^2*s2^-1*s1^-2*s2*s1*(s1^2*s2^-1)^3*s1*s2^-1*s1^-1*s2, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1*s2^-1*s1*s2^2*(s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2^2*s1^2*s2^-1*s1^-2*s2*(s1^2*s2^-1)^5*s1^-2*s2*s1*s2^-1*s1^-1*s2, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s2^-1*s1^2)^2*s2*s1^-2*s2^-1*s1*s2^-1*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*s1^-1, (s1*s2^-2*(s2^-1*s1^-1*s2*s1)^2)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2^-3*s1^-2*s2^-1*s1*(s2*s1^-1*s2^-1*s1*s2)^2*s2*s1^-1*s2, (s1*s2^-1*s1^2*s2^-1*s1^-2*s2*s1)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s2^-1*s1^2)^2*s2*s1^-2*s2^-1*s1*s2^-1*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*s1^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^2*s2*(s2*s1*s2^-1*s1^-1)^2*s2*s1^2*s2^-2*(s1^-1*s2)^2*s1*s2^-1*s1^-1*s2, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^-1*(s2^-1*s1^2)^2*s2^-1*s1^-3*s2*s1^-2, s1*s2^-1*s1*s2*(s2*s1*s2^-1*s1^-1)^3*s2*(s1*s2^-1)^2*s2^-1*s1^-1*s2^2*s1*(s2^-1*s1^-1*s2*s1*s2^-1)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1*s2^-1*s1*s2^2*(s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-3*s2*s1^-2*s2^-1*(s1*s2^-1*s1)^5*s1*s2^-1*s1^-3*s2*s1^-1, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 6 ], "s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-2*(s1^-1*s2)^2*s1^-2*(s2^-1*s1)^2*s1*s2*s1^-2*s2^-1*s1*s2, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 4, 56 ], "s1*s2^-1*s1*s2*s1^-1*s2^2*(s2*s1^-1)^3*s2, (s2*s1^-1*s2)^4, s2^11*s1^2*s2^3*s1^-1*s2^-4*s1*s2^3*s1^-1*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2^3*s1^-1*s2^-1*(s2^-2*s1*s2^4*s1^-1)^2*s2^-1*s1*s2*s1^-1*s2^-12*s1*s2")#8064#true
AbstractRotaryPolytope([ 56, 4 ], "(s1*s2^-1*s1)^4, s1^2*s2^-1*s1^5*s2^-1*s1^2*s2*s1^-1*s2, s1^2*(s1*s2^-1)^3*s2^-1*s1^-3*s2^-2")#8064#true
AbstractRotaryPolytope([ 4, 112 ], "s1^2*s2*s1^-1*s2^2*s1*s2^-1*s1^-2*s2^2, (s2*s1^-1)^6, s2*s1^-1*s2^4*s1^2*s2^-1*s1*s2^2, s2^27*s1^-1*s2^-5*s1*s2^7*(s2^2*s1^-1*s2^-1*s1)^2*s2*s1^-1*s2^-3*s1*s2^6*s1^-1*s2^-4*s1^-2*s2^-8*s1*s2*s1^-1*s2^-13*s1*s2*s1^-1*s2^-24*s1^-2*s2^-5*s1*s2")#8064#true
AbstractRotaryPolytope([ 4, 112 ], "s1*s2^-1*s1*s2*s1^-1*s2^2*(s2*s1^-1)^3*s2, (s2*s1^-1*s2)^4, s2^11*s1^2*s2^3*s1^-1*s2^-4*s1*s2^3*s1^-1*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2^3*s1^-1*s2^-6*s1*(s2^2*s1^-1*s2^-2*s1*s2)^2*s2*s1^-1*s2^-10*s1*s2")#8064#true
AbstractRotaryPolytope([ 112, 4 ], "s1^2*s2^-1*s1^4*s2^2*s1^-1*s2*s1")#8064#true
AbstractRotaryPolytope([ 112, 4 ], "(s1*s2^-1*s1)^4, s1^2*s2^-1*s1^5*s2^-1*s1^2*s2*s1^-1*s2, s1^2*(s1*s2^-1)^3*s2^-1*s1^-3*s2^-2, s1^34*s2*s1^-2*s2*s1*s2^-1*s1^-1*s2*s1^18")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "s2^-1*s1^2*s2^-1*s1^-1*s2^2*s1*s2^-1*s1^2*s2^-1*s1^-1*s2*s1*s2^-1, s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s2*s1*s2^-1*s1*s2^3*s1^-1*s2^-3*s1*s2^2*s1^-1*s2^-1*s1*s2, s2^2*s1*(s1*s2^3*s1^-1*s2^-1)^2*s1*s2^2")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*(s2^-1*s1^2)^2*(s2*s1^-1)^2*s2^-2*s1^2*s2*s1^-1, (s1*s2^-1)^6, s1*s2^-1*s1^2*(s2*s1^-1)^2*s2*s1*s2^-1*s1^2*s2^-1*s1^-1*s2*s1")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "s2^-3*s1^2*s2*s1^2*s2^-3*s1^-1*s2*s1^-1, s2^-1*s1^2*s2^-1*s1^-1*s2^2*s1^-3*s2^-2, (s1*s2^-1*s1^2*s2^-1*s1^-2*s2*s1)^2, (s2*s1^-2*s2)^3")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "s1^2*(s2^2*s1*s2^-2*s1^-1)^2*s2*(s2*s1*s2^-1*s1^-1)^5*s2, (s2*s1^-2)^2, s2^2*s1^2*s2*(s2^3*s1^-1)^2*s2^-1*s1*s2^2")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*(s2^-1*s1^2)^2*s2^-1*s1^-3*s2*s1^-2, s1^-1*s2^2*s1^-2*s2*(s1*s2^-1)^2*s1^2*s2^-1*s1^-1, (s1*s2^-1*s1^2*s2^-1*s1^-1*s2)^2, s1*s2^2*s1*s2^-1*(s1^-1*s2^2)^2*s1^-1*s2^-2*s1^-2*s2^2*s1*s2^-1, (s2*s1^-2*s2)^3, s2^2*s1*(s1*s2^3*s1^-1*s2^-1)^2*s1*s2^2")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "(s1*s2^-2*s1^2*s2^-1)^2, (s1*s2^-1*s1^2*s2^-2)^2, s1*s2*(s2*s1^2*s2^-1*s1^-2)^2*s2*s1*s2^-1*s1^-1*s2*s1, s2^2*(s2*s1^-1*s2^2*s1^-1)^2")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1*s2^-1*s1*s2^4*s1^2*s2^-2*s1^-1*s2^3*s1, s2^2*s1*s2^-1*s1*s2*(s2*s1^-1*s2^-1*s1)^2*s2*s1^-1*s2^-2*s1*s2, s2^6*s1*s2^-5*s1*s2")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "(s1*s2^-2*s1^2*s2^-1)^2, s1*(s2^-1*s1^-3*s2^-1)^2*s2^-1*s1^-2*s2^-1*s1*s2^-1*s1^-2*s2^-1, s1^2*s2^2*(s1*s2^-1)^2*s1^-2*s2^2")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "(s1*s2^-1)^6, s2*s1*s2^-2*s1^2*s2*s1^-2*s2^-3*s1^3*s2, s2*s1*(s2^-1*s1^2*s2*s1^-1)^2*s1^-1*s2^-1*s1*s2*s1^-1*s2, s2^2*s1*(s1*s2^2*s1^-1*s2^-1)^2*s1*s2")#8064#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2^-1*s1^2*s2^-2*s1^-3*s2, s1*s2*(s2*s1*s2^-1*s1^-1)^4*(s2^2*s1*s2^-2*s1^-1)^2*s2*s1*s2^-1*s1^-1*s2*s1, s2^3*(s2*s1^-1)^2*s1^-2*s2^3*s1^-1*s2^-1*s1*s2")#8064#true
