Size,IsPolytopal
RotaryManiplex([ 18, 9 ], "s1^6*s2^-3, s1*s2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2*s1")#252#false
RotaryManiplex([ 16, 16 ], "s1^3*s2^2*s1*s2^-2, s1*s2*s1^-1*s2^-3*s1^2")#256#false
AbstractRotaryPolytope([ 4, 4 ], "s1^2*s2^2*s1^-2*s2*(s2*s1^-1)^3*s1^-1*s2^2")#272#true
AbstractRotaryPolytope([ 8, 8 ], "s1^2*s2^2*s1*s2^-3, s1^8")#272#true
AbstractRotaryPolytope([ 8, 8 ], "s2*s1^4*s2^-1*s1*s2")#272#true
RotaryManiplex([ 28, 28 ], "s1*(s2*s1^-1)^2*s2^-2*s1, s2^2*s1^4*s2^2, (s1*s2^-3)^2*s2^-2*s1^2*s2^-1*s1")#280#false
AbstractRotaryPolytope([ 4, 8 ], "s2*s1^2*s2^2*(s2*s1^-1)^2*s2")#288#true
AbstractRotaryPolytope([ 8, 4 ], "s1*s2^-1*s1^3*s2^2*s1^2*s2^-1")#288#true
AbstractRotaryPolytope([ 8, 8 ], "s2*s1*s2^-1*s1^2*s2*s1^-1*s2, (s1^-1*s2)^4, s1^8")#288#true
AbstractRotaryPolytope([ 4, 4 ], "s2*s1^2*(s2*s1^-1)^5*s2")#296#true
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-2)^2,s1*(s1*s2^-1)^2*s1^-3*s2^-1*s1^2*s2^-1")#312#true
AbstractRotaryPolytope([ 6, 6 ], "(s2*s1^-2)^2,s2^6, s2*s1^2*s2^2*s1^-1*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2")#312#true
AbstractRotaryPolytope([ 12, 12 ], "(s1^-1*s2)^3, s1^-4*s2^-1*s1*s2^-2*s1*s2")#312#true
AbstractRotaryPolytope([ 12, 12 ], "(s1^-1*s2)^3, s1*s2^-1*s1^-1*s2*s1^2*s2^-1*s1^-2*s2")#312#true
RotaryManiplex([ 12, 12 ], "s2^2*s1^4*s2^2, (s2*s1^-1)^2*s2*s1*s2^-1*s1^-2*s2, s2^12")#312#false
AbstractRotaryPolytope([ 4, 4 ], "s1^2*s2^2*s1^-2*s2*(s2*s1^-1)^4*s2")#320#true
AbstractRotaryPolytope([ 4, 8 ], "(s2*s1^-1*s2^2)^2, s1^2*s2^2*s1^-2*s2*(s2*s1^-1)^2*s2")#320#true
AbstractRotaryPolytope([ 4, 8 ], "(s2*s1^-1*s2^2)^2, s1^2*s2*s1^-1*s2^2*s1*s2^-1*s1^-2*s2^2")#320#true
AbstractRotaryPolytope([ 8, 4 ], "(s2*s1^-3)^2, s1^8, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1")#320#true
AbstractRotaryPolytope([ 8, 4 ], "(s2*s1^-3)^2, s1^8, s2*(s1*s2^-1)^2*s1^2*s2*s1^-1*s2^-1*s1*s2")#320#true
RotaryManiplex([ 8, 8 ], "s2^2*s1^4*s2^2, s2^8, s2*(s1*s2^-1)^2*s1^2*s2^2*s1^2*s2")#320#false
RotaryManiplex([ 8, 8 ], "s2^2*s1^4*s2^2, s2^8, s2^-1*s1^-1*s2*s1^-2*s2^-1*s1*s2^-2*s1^-2*s2^-1")#320#false
RotaryManiplex([ 16, 16 ], "s2*s1^-1*s2*s1^2*s2^-1*s1*s2, s2^2*s1^4*s2^2, s2^16")#320#false
RotaryManiplex([ 16, 16 ], "s2^2*s1^4*s2^2, s1*s2^-2*s1*(s1*s2^-1)^2")#320#false
AbstractRotaryPolytope([ 6, 27 ], "(s1*s2^-2)^2,(s1*s2^-1)^2*s1^-2*(s2^-1*s1)^2, s2^-6*s1^2*s2^-1*s1^-1*s2*s1*s2^-1")#324#true
AbstractRotaryPolytope([ 27, 6 ], "(s1*s2^-1*s1)^2, s2^6, s1^4*s2^-2*s1^3*s2^-1*s1^-1*s2*s1")#324#true
AbstractRotaryPolytope([ 9, 18 ], "s1^-1*s2*s1^-4*s2^3, s1^9, s1^2*s2^2*s1^2*s2^-1*s1^-2*s2")#324#true
AbstractRotaryPolytope([ 18, 9 ], "(s2*s1^-1)^2*s1^-1*s2^3*s1^-1, s2^-1*s1^2*(s1^2*s2^-1)^2")#324#true
AbstractRotaryPolytope([ 4, 4 ], "s2*s1^2*s2*s1^-1*s2^-1*s1*s2^2*s1^-1*(s1^-1*s2^-1*s1*s2)^2")#328#true
AbstractRotaryPolytope([ 3, 6 ], "s2*s1^-1*s2^-3*s1*s2^-2*s1^-1*s2*s1^-1*s2^-3*(s1^-1*s2)^2")#336#true
AbstractRotaryPolytope([ 6, 3 ], "s1^2*(s2*s1^-1)^2*s1^-1*s2*s1^2*(s1*s2^-1)^2*s1^-2*s2*s1")#336#true
AbstractRotaryPolytope([ 6, 12 ], "(s1*s2^-2)^2,(s1*s2^-1*s1)^2*s1^2*s2^2")#336#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2^-1*s1^2*s2^-2*s1^-3*s2, s2^2*s1^-1*s2*s1^2*s2^-2*s1*s2")#336#true
AbstractRotaryPolytope([ 12, 6 ], "(s1*s2^-1*s1)^2, s2^6, s1^-1*(s2^-1*s1*s2^-1)^2*s2^-1*s1*s2, s1^12")#336#true
AbstractRotaryPolytope([ 12, 6 ], "(s1^2*s2^-1*s1)^2*s2^2, s2^2*s1^5*s2^2*s1^-1, (s2^-2*s1*s2^-2)^2*s1^2")#336#true
RotaryManiplex([ 12, 12 ], "s2*s1^4*s2*s1^-2, s1*s2^3*s1*s2^-1*s1^-1*s2*s1*s2^-1, (s2^-1*s1^2*s2^-1)^3")#336#false
RotaryManiplex([ 12, 12 ], "s1*s2^-1*s1^-1*s2*s1^2*s2^-1*s1^-2*s2, s1^-1*s2*s1^2*s2^-1*s1^2*s2^2*s1^-1, s1^12")#336#false
RotaryManiplex([ 21, 21 ], "s1*s2*s1^-2*s2*s1^2*s2^-1, s1^2*s2^2*s1^-1*s2*s1^2, (s2^-1*s1*s2^-2)^5*s1")#336#false
AbstractRotaryPolytope([ 4, 4 ], "s1*s2^2*s1*s2^-1*(s1^-1*s2)^4*s1*s2^-1*s1^-1*s2*s1")#360#true
RotaryManiplex([ 36, 36 ], "s1*(s2*s1^-1)^2*s2^-2*s1, s2^2*s1^4*s2^2, s2^5*s1^-7*s2^2*(s2*s1^-1)^2")#360#false
AbstractRotaryPolytope([ 3, 6 ], "s2*s1^-1*s2^-3*s1*s2^-2*s1^-1*(s2*s1^-1*s2)^3")#372#true
AbstractRotaryPolytope([ 6, 3 ], "s1^2*(s2*s1^-1)^2*s1^-1*s2*s1*(s1^2*s2^-1)^3")#372#true
AbstractRotaryPolytope([ 6, 6 ], "s2*s1*s2^-1*s1^2*s2*s1^-1*s2, s1*s2^-1*s1^-1*s2^2*s1^2*s2^-2*s1^-2*s2, s1^-1*s2^-1*s1*s2^-2*s1^3*s2^-2*s1^-2*s2^-1*s1^-1")#384#true
AbstractRotaryPolytope([ 4, 4 ], "s2*s1^2*(s2*s1^-1)^6*s2")#400#true
AbstractRotaryPolytope([ 4, 20 ], "(s2*s1^-1*s2^2)^2, s1^2*s2*s1^-1*s2^2*s1*s2^-1*s1^-2*s2^2, s1^-1*s2^-3*s1^-1*s2^4*s1^-1*s2^-1*s1*s2^2")#400#true
AbstractRotaryPolytope([ 20, 4 ], "(s1*s2^-1*s1^2)^2, s1^2*s2^-1*s1^-2*s2^-1*s1^2*s2*s1^-2*s2^-1*s1^2")#400#true
AbstractRotaryPolytope([ 8, 8 ], "(s1*s2^-2*s1)^2, s1^8, s1^-1*s2^-1*s1^3*s2^-1*s1^2*s2*s1^-1")#400#true
RotaryManiplex([ 20, 20 ], "s2*s1^-1*s2*s1^2*s2^-1*s1*s2, s2^2*s1^4*s2^2, s2^20")#400#false
RotaryManiplex([ 12, 12 ], "s2^2*s1^4*s2^2, (s2*s1^-1)^3*s1^-1*s2^-2*s1^-1, s2^12")#408#false
AbstractRotaryPolytope([ 4, 4 ], "s2*s1^2*s2*s1^-1*s2^-1*s1*s2*(s2*s1^-1)^2*(s1^-1*s2^-1*s1*s2)^2")#416#true
RotaryManiplex([ 8, 8 ], "s2^2*s1^4*s2^2, s2^8, s2^-1*s1^-2*s2*s1^-2*(s2^-1*s1)^2*s2^-1*s1^-2*s2^-1")#416#false
RotaryManiplex([ 8, 8 ], "s2^2*s1^4*s2^2, s2^8, (s1^-1*s2)^3*s1^2*s2^-1*s1^-2*s2^-2*s1^-1")#416#false
AbstractRotaryPolytope([ 6, 15 ], "(s1*s2^-2)^2,s1*s2^-1*s1*(s1*s2^-1*s1^-1*s2)^2")#420#true
AbstractRotaryPolytope([ 15, 6 ], "(s1*s2^-1*s1)^2, s2^6, s1*s2^-2*(s2^-1*s1^-1*s2*s1)^2")#420#true
RotaryManiplex([ 15, 30 ], "s2*s1^4*s2*s1^-2, s1^-2*s2^3*s1*s2^-2*s1*s2^-1, (s2^-1*s1^2*s2^-1)^3*s1^3")#420#false
RotaryManiplex([ 30, 15 ], "s1*s2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2*s1, s2^2*s1^5*s2^2*s1^-1, (s2^-1*s1)^5*s2^-4*s1")#420#false
AbstractRotaryPolytope([ 4, 4 ], "s1*s2^2*s1*s2^-1*(s1^-1*s2)^6*s1")#424#true
AbstractRotaryPolytope([ 6, 9 ], "(s1*s2^-2)^2,s1*s2^-1*s1^2*s2^-1*s1^-2*s2*s1^2*s2^-1*s1^-1*s2")#432#true
AbstractRotaryPolytope([ 9, 6 ], "(s1*s2^-1*s1)^2, s2^6, s1^9, s1*s2^-3*s1^-1*s2*s1*s2^-1*s1^-1*s2^2*s1*s2^-1")#432#true
AbstractRotaryPolytope([ 8, 8 ], "s2*s1*s2^-1*s1^2*s2*s1^-1*s2, s1^8, s2*s1^-1*s2^-1*s1^3*s2^-2*s1*s2, s1^2*s2^3*s1^-1*s2^-4*s1^-1*s2")#432#true
AbstractRotaryPolytope([ 6, 36 ], "(s1*s2^-2)^2,(s1*s2^-1)^2*s1^-2*(s2^-1*s1)^2, s2*s1^-1*s2^-2*s1*s2^8*s1^2*s2")#432#true
AbstractRotaryPolytope([ 9, 12 ], "(s1*s2^-1*s1)^2, s1^9, (s2^-1*s1*s2^-1)^2*s1*s2^2*s1, s2^2*s1^-1*s2^-1*s1*s2^-4*s1*s2")#432#true
AbstractRotaryPolytope([ 12, 9 ], "(s1*s2^-2)^2, s1*s2^-1*s1^5*s2*s1^-2*s2, s1^12")#432#true
AbstractRotaryPolytope([ 36, 6 ], "(s1*s2^-1*s1)^2, s2^6, (s2^-1*s1*s2^-1)^2*s1*s2^2*s1, s1^-6*s2*s1^3*s2*s1^-1*s2^-1*s1*s2*s1^-1")#432#true
AbstractRotaryPolytope([ 12, 18 ], "s1*s2^2*s1*s2^-1*s1^2*s2^-3, s2^-4*s1^2*s2^-1*s1^-1*s2*s1, s1*s2*s1^-1*s2*s1^3*s2^-1*s1^-2*s2*s1, s1^12")#432#true
AbstractRotaryPolytope([ 18, 12 ], "s2*s1^5*s2^-2*s1*s2, s2^-1*s1^3*s2^2*s1^-2*s2*s1")#432#true
RotaryManiplex([ 12, 36 ], "s1*s2^3*s1*s2^-1*s1^-1*s2*s1*s2^-1, s2^2*s1^5*s2^2*s1^-1, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^2*s2^2, (s2^-2*s1*s2^-2)^2*s1^2")#432#false
RotaryManiplex([ 36, 12 ], "s1^2*s2^2*s1^2*s2^-1*s1^-2*s2, s1^-2*s2^-2*s1^3*s2^2*s1^-1, (s2^-1*s1^2*s2^-2*s1)^2")#432#false
RotaryManiplex([ 24, 24 ], "s2*s1*s2^-1*s1^2*s2*s1^-1*s2, s1^-1*s2*s1^5*s2^3, s2*s1^-1*(s1^-1*s2)^2*s2^2*(s2*s1^-1)^2")#432#false
AbstractRotaryPolytope([ 10, 10 ], "(s2*s1^-4)^2, s1*s2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2*s1, s1^10")#440#true
AbstractRotaryPolytope([ 10, 10 ], "s2*s1*s2^-1*s1^2*s2*s1^-1*s2, s2*s1^-1*(s1^-1*s2)^2*s2*s1^-3, s1^10")#440#true
AbstractRotaryPolytope([ 10, 10 ], "s2*s1^-1*s2^-1*s1^4*s2*s1^-1*s2")#440#true
AbstractRotaryPolytope([ 10, 10 ], "s2*s1^-1*s2*s1^2*s2^-1*s1*s2, s2*s1*s2^-1*s1^3*s2*s1^-2*s2, s1^10")#440#true
RotaryManiplex([ 44, 44 ], "s1*(s2*s1^-1)^2*s2^-2*s1, s2^2*s1^4*s2^2, s2^-2*s1^2*(s2^-1*s1*s2^-1)^5*s2^-3")#440#false
AbstractRotaryPolytope([ 3, 6 ], "s2^2*s1^-1*s2^-3*s1*s2^-2*(s1^-1*s2^2)^3*s1^-1*s2*s1^-1")#444#true
AbstractRotaryPolytope([ 6, 3 ], "s1^2*s2^-1*s1^-2*s2*s1^2*s2^-1*s1^3*s2*s1^-1*s2*s1^2*s2^-1*s1^-2*s2")#444#true
AbstractRotaryPolytope([ 14, 14 ], "(s1^-1*s2*s1*s2^-1)^2, s1^-1*s2*s1*s2^-1*s1^3*s2*s1^-1*s2, s1^14")#448#true
RotaryManiplex([ 28, 28 ], "(s1^-1*s2*s1*s2^-1)^2, s1^-1*s2*s1*s2^-1*s1^3*s2*s1^-1*s2, s1^-10*s2^2*s1^-1*s2")#448#false
RotaryManiplex([ 28, 28 ], "s1*s2*s1^-2*s2*s1^2*s2^-1, s1^2*s2^2*s1^-1*s2*s1^2, (s2^-1*s1*s2^-2)^7")#448#false
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-2)^2,s2*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#456#true
AbstractRotaryPolytope([ 6, 6 ], "(s2*s1^-2)^2,s2^6, (s1^-1*s2^2*s1*s2^-1)^2*s2^-1*s1^-1*s2^2*s1^-1*s2")#456#true
AbstractRotaryPolytope([ 4, 4 ], "s2*s1*(s1*s2*s1^-1*s2^-1)^2*(s2^-1*s1)^4*s1*s2")#464#true
AbstractRotaryPolytope([ 3, 6 ], "s2^2*s1^-1*s2^-3*s1*s2^-2*(s1^-1*s2)^2*s2*s1^-1*s2^-3*s1^-1*s2*s1^-1")#468#true
AbstractRotaryPolytope([ 6, 3 ], "s1^2*s2*s1^-1*s2*s1^2*s2^-1*s1^-2*s2*s1*(s1^2*s2^-1)^3")#468#true
RotaryManiplex([ 9, 18 ], "s2*s1^4*s2*s1^-2, (s2^-1*s1^2*s2^-1)^2*s1, s2^3*s1^2*s2^-1*s1^2*s2^2, s2^-1*(s1^-1*s2)^2*s2*s1*s2^-1*s1^-1*s2*s1*s2^-2*s1")#468#false
RotaryManiplex([ 18, 9 ], "s2^3*(s2^2*s1^-1)^2, s1^6*s2^-3, s1*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*s2*s1^2")#468#false
AbstractRotaryPolytope([ 4, 12 ], "(s2*s1^-1*s2^2)^2, s2*s1^2*s2^-1*s1*s2^2*s1^-2*s2^-1*s1*s2, s1^2*s2^2*s1*s2^-6*s1*s2*s1^-1*s2^-2*s1*s2")#480#true
AbstractRotaryPolytope([ 12, 4 ], "(s1*s2^-1*s1^2)^2, s1^2*s2^2*(s1*s2^-1)^2*s1^-2*s2^2, s1^12")#480#true
RotaryManiplex([ 8, 24 ], "(s2*s1^-3)^2, s1^8, s2*s1^2*s2*s1^-1*s2^-1*s1^2*s2^-2*s1*s2")#480#false
RotaryManiplex([ 8, 24 ], "(s2*s1^-3)^2, s1^8, s1*s2^3*s1*s2^-1*s1^-1*s2*s1*s2^-1")#480#false
AbstractRotaryPolytope([ 12, 12 ], "s2*s1*s2^-1*s1^2*s2*s1^-1*s2, s2^3*s1*s2^-1*(s1^-1*s2)^2*s2")#480#true
RotaryManiplex([ 12, 12 ], "s2^2*s1^4*s2^2, s1*(s2*s1^-1)^3*s2^-2*s1^2*s2^-1, s2^12")#480#false
RotaryManiplex([ 24, 8 ], "(s1*s2^-1*s1^2)^2, s1^2*s2^2*s1^2*s2^-1*s1^-2*s2")#480#false
RotaryManiplex([ 24, 8 ], "(s1*s2^-1*s1^2)^2, s1*s2*s1^-1*s2*s1^3*s2^-2*s1")#480#false
AbstractRotaryPolytope([ 15, 15 ], "s1^2*s2^2*s1*s2^-1*s1^-1*s2, s1*s2*s1^-2*s2*s1^-1*s2^-2*s1*s2^-1, s1^15")#480#true
RotaryManiplex([ 24, 24 ], "s2*s1^-1*s2*s1^2*s2^-1*s1*s2, s2^2*s1^4*s2^2, s2^24")#480#false
RotaryManiplex([ 24, 24 ], "s2^2*s1^4*s2^2, s2^-1*s1^-1*s2*s1^-2*s2^-1*s1*s2^-2*s1^-2*s2^-1, s1^2*s2^-2*s1^4*(s1*s2^-1)^2")#480#false
AbstractRotaryPolytope([ 4, 4 ], "s1*s2^2*s1*s2^-1*s1^-1*s2*(s1*s2^-1*s1^-1*s2*s1*s2^-1)^2*s1^-1*s2*s1")#488#true
AbstractRotaryPolytope([ 10, 25 ], "s2*s1*s2^-1*s1^2*s2^-2*s1*s2, s1^10, s1*s2*s1^-1*s2*s1^3*s2^-1*s1^-2*s2*s1")#500#true
AbstractRotaryPolytope([ 10, 25 ], "s1*s2^2*s1^3*s2^-3, s1^10")#500#true
AbstractRotaryPolytope([ 25, 10 ], "s1^-1*s2^-1*s1*s2*s1^-2*s2^2*s1^-1")#500#true
AbstractRotaryPolytope([ 25, 10 ], "s1*s2^-1*s1^-4*s2^3")#500#true
AbstractRotaryPolytope([ 6, 6 ], "s1*s2^-1*s1^-1*s2*s1^2*s2^-1*s1^-2*s2")#504#true
AbstractRotaryPolytope([ 6, 6 ], "s1*s2^-3*s1*s2^-1*s1^-1*s2*s1*s2^-1, s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1")#504#true
AbstractRotaryPolytope([ 6, 6 ], "(s1*s2^-2)^2,s2*s1*(s1^2*s2^-1)^2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#504#true
AbstractRotaryPolytope([ 6, 6 ], "(s2*s1^-2)^2,s2^6, s1^2*s2^2*s1*s2^-1*s1^-1*s2^2*s1*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*s2")#504#true
RotaryManiplex([ 18, 18 ], "s2^-1*s1^-2*s2*s1^2*s2^-1*s1^-1*s2*s1, s2*s1^-1*s2^-1*s1^4*s2^2*s1^-1, s1^18")#504#false
RotaryManiplex([ 18, 18 ], "s2*s1^4*s2*s1^-2, s1^-2*s2^3*s1*s2^-2*s1*s2^-1, (s2^-1*s1^2*s2^-1)^4*s1^2")#504#false
AbstractRotaryPolytope([ 4, 16 ], "s1*s2^-1*s1*s2^2*(s2*s1^-1)^2*s2")#512#true
AbstractRotaryPolytope([ 16, 4 ], "s1*s2^-1*s1^3*s2*s1^-1*s2*s1*s2^-1, s1^2*s2^2*s1^3*s2^-1*s1^-1*s2*s1^2")#512#true
RotaryManiplex([ 8, 16 ], "(s2*s1^-3)^2, s1^8, s2^2*s1^-1*s2*s1^2*s2^-2*s1*s2, s1*s2^-2*s1^-1*s2*s1^2*s2^-1*s1^-1*s2*s1*s2^-1")#512#false
RotaryManiplex([ 16, 8 ], "s2*s1*s2^-1*s1^3*s2*s1^-2*s2, s1*s2*s1^-1*s2*s1^2*(s1*s2^-1)^2")#512#false
AbstractRotaryPolytope([ 8, 32 ], "s1^2*s2^4*s1*s2^-3*s1^-1*s2, s1*s2*s1^-1*s2*s1^3*s2^-1*s1^-2*s2*s1")#512#true
AbstractRotaryPolytope([ 32, 8 ], "(s1*s2^-1*s1)^2*s2^-2, s2^-2*s1^5*s2*s1^-1*s2^-1*s1^2")#512#true
RotaryManiplex([ 16, 32 ], "(s1*s2^-1*s1^2)^2, s1^2*s2^4*s1*s2^-3*s1^-1*s2, s1*s2*s1^-1*s2*s1^3*s2^-1*s1^-2*s2*s1")#512#false
RotaryManiplex([ 32, 16 ], "(s1*s2^-1*s1^2)^2, s1^-3*s2^-1*s1^3*s2^2*s1^2*s2")#512#false
AbstractRotaryPolytope([ 3, 6 ], "s2^2*s1^-1*s2^-3*s1*s2^-2*s1^-1*(s2*s1^-1*s2)^3*s2*s1^-1")#516#true
AbstractRotaryPolytope([ 6, 3 ], "s1^2*s2*(s1^-1*s2*s1^-1)^2*s1^-1*s2*s1*(s1^2*s2^-1)^3")#516#true
AbstractRotaryPolytope([ 4, 4 ], "s2*s1^2*(s2*s1^-1)^7*s2")#520#true
AbstractRotaryPolytope([ 4, 4 ], "s1*s2*(s2*s1*s2^-1*s1^-1)^2*s2*(s1*s2^-1)^4*s1^-1*s2*s1")#520#true
RotaryManiplex([ 20, 20 ], "s2^2*s1^4*s2^2, s2*(s1^-1*s2*s1^-1)^2*s2^2*s1^-1")#520#false
RotaryManiplex([ 52, 52 ], "s1*(s2*s1^-1)^2*s2^-2*s1, s2^2*s1^4*s2^2, s2^-17*s1*(s2^-1*s1*s2^-1)^2*s2^-2")#520#false
AbstractRotaryPolytope([ 6, 45 ], "(s1*s2^-2)^2,(s1*s2^-1)^2*s1^-2*(s2^-1*s1)^2, s2^-6*s1*s2^2*s1*s2^-2*s1^-1*s2^2*s1*s2^-3")#540#true
AbstractRotaryPolytope([ 45, 6 ], "(s1*s2^-1*s1)^2, s2^6, (s2^-1*s1*s2^-1)^2*s1*s2^2*s1, s2*s1^4*s2^-1*s1^-1*s2*s1^9*s2*s1^-1")#540#true
RotaryManiplex([ 30, 45 ], "s1*s2^3*s1*s2^-1*s1^-1*s2*s1*s2^-1, s2^2*s1^5*s2^2*s1^-1, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^2*s2^2, (s2^-1*s1)^3*s2^-1*(s2^-1*s1^2)^2*s2^-1*s1")#540#false
RotaryManiplex([ 45, 30 ], "s1*s2^-1*s1^-1*s2*s1^2*s2^-1*s1^-2*s2, s1^-1*s2*s1*s2^-1*s1^3*s2^2*s1^-1, s1^-8*s2^2*s1^-1*(s1^-1*s2)^2")#540#false
AbstractRotaryPolytope([ 4, 4 ], "s1^2*s2*(s2*s1^-1)^7*s1^-1*s2^2")#544#true
RotaryManiplex([ 8, 8 ], "s2^2*s1^4*s2^2, s2^8, s2*s1^-2*s2^-2*s1^-2*(s2^-1*s1)^2*s2^-2*s1^-2*s2")#544#false
