Size,IsPolytopal
AbstractRotaryPolytope([ 6, 6 ], "s1^-2*s2^2*s1^2*s2^-1*s1^-2*s2^2*s1*s2^-1*s1^-1*s2*s1^-1, (s2*s1^-2)^3")#3024#true
AbstractRotaryPolytope([ 6, 9 ], "s1*s2^2*s1*s2^-1*s1^-2*s2*s1^3*s2^-1*s1, s2*s1^-2*s2^2*s1^2*s2^-3*s1*s2")#3024#true
AbstractRotaryPolytope([ 6, 9 ], "(s1*s2^-2)^2, s2*s1^-3*s2*s1^-2*s2^-1*(s1*s2^-1*s1)^5*s1*s2^-1*s1^-3*s2*s1^-1")#3024#true
AbstractRotaryPolytope([ 6, 9 ], "(s1^-1*s2)^3, s1*s2^2*s1*s2^-2*s1^-1*s2^2*s1*s2^-2*s1*s2^-1*s1^-2*s2^-1")#3024#true
AbstractRotaryPolytope([ 6, 9 ], "s1*s2^-1*s1^2*s2^-1*(s1^-1*s2)^2*s2*s1*s2^-2, s1*s2^2*s1^-1*s2^-1*s1*s2^3*s1*s2^-1*s1^-2*s2*s1, s2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2")#3024#true
AbstractRotaryPolytope([ 6, 9 ], "(s1*s2^-2)^2, s2*s1^2*s2*s1^-1*s2^-1*s1^2*s2*s1^-2*s2^-1*(s1*s2^-1*s1)^3*s1^2*s2*s1^-2*s2^-1*s1*(s2*s1^-1)^2")#3024#true
AbstractRotaryPolytope([ 6, 9 ], "(s1*s2^-2)^2, s2*s1^-3*s2*s1^-2*s2^-1*(s1*s2^-1*s1)^3*s1*s2^-1*s1^-3*s2*s1^-2*s2^-1*s1*(s2*s1^-1)^2")#3024#true
AbstractRotaryPolytope([ 9, 6 ], "(s1*s2^-1*s1)^2, s2*(s2*s1^-1)^3*s2^-1*s1*s2*s1^-1*(s2^-2*s1)^2*s2^-2*(s1^-1*s2)^2*s1^-1*s2^-1*s1*s2^2*s1^-1*s2^-2*s1*s2")#3024#true
AbstractRotaryPolytope([ 9, 6 ], "(s1^-1*s2)^3, s2*s1^2*s2*(s2*s1^-4)^2*s2^-1*s1*s2")#3024#true
AbstractRotaryPolytope([ 9, 6 ], "s1^2*s2^2*s1^-3*s2*s1^2*s2^-2")#3024#true
AbstractRotaryPolytope([ 9, 6 ], "(s1*s2^-1*s1)^2, s2*(s2*s1^-1)^2*(s2*s1^-1*s2^-1*s1)^2*(s2^2*s1^-1)^2*(s2*s1^-1*s2^-1*s1)^2*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2")#3024#true
AbstractRotaryPolytope([ 9, 6 ], "(s1^-1*s2^-1*s1*s2^-1*s1^-1)^2*s1^-1*s2^3*s1^-1, s1^3*(s2*s1^-1)^2*s1^-1*s2^3*s1*s2^-1, s2*s1*(s1*s2*s1^-1*s2^-1)^2*s1*s2")#3024#true
AbstractRotaryPolytope([ 9, 6 ], "(s1*s2^-1*s1)^2, s2*(s2*s1^-1)^2*(s2*s1^-1*s2^-1*s1)^2*(s2^2*s1^-1)^2*(s2*s1^-1*s2^-1*s1)^2*s2^2*s1^-1*s2^-2*s1*s2")#3024#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2^2*s1*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1, s2^6*s1*s2^-5*s1*s2")#3024#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2^-2*s1^-1*s2*s1^-1*s2^-1*(s2^-1*s1)^2*s2*s1^-1*s2^-1*s1*s2^2*s1^-1, s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2^6*s1*s2^-5*s1*s2")#3024#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2*s1*(s1^2*s2^-1)^2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1, s2^6*s1*s2^-5*s1*s2")#3024#true
AbstractRotaryPolytope([ 6, 12 ], "s1*s2^2*s1^-1*(s1^-1*s2)^3*s1*s2^-1, s2*s1*s2^-1*s1^2*s2*s1^-1*s2^-1*s1^2*s2^4")#3024#true
AbstractRotaryPolytope([ 6, 12 ], "(s1^-1*s2*s1^-2)^2*s2^-1*s1^2*(s2*s1^-2)^3*s2^-1*s1*s2*s1^-1*s2^-1*s1^2*s2, s1*s2^-11*s1*s2, (s1*s2^-2)^2")#3024#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-1*s2^-1*s1^2*s2^-2*s1^-3*s2, s1*s2^3*s1*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*s2^2*(s1*s2^-2)^2*(s1^-1*s2)^2*s2^2*s1*s2^-1, s2^3*s1^2*s2^-1*s1^2*s2^2")#3024#true
AbstractRotaryPolytope([ 6, 12 ], "s2^-1*s1^2*s2^-1*s1^-1*s2^3*(s1*s2^-1)^2*s2^-1*s1, s1^-1*(s2^-1*s1^2)^2*s2^-1*s1^-3*s2*s1^-2, (s1*s2^-1)^6, s2^2*s1^-1*s2*s1^2*s2^-2*s1*s2")#3024#true
AbstractRotaryPolytope([ 6, 12 ], "s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s1^2*s2^2*(s1*s2^-1)^2*s1^-2*s2^2")#3024#true
AbstractRotaryPolytope([ 12, 6 ], "(s1*s2^-1*s1)^2, s1^2*s2^2*s1*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*s2^2*s1^-1*s2*s1^2*s2^-3*s1^-1*s2*(s2*s1*s2^-1*s1^-1)^2*s2")#3024#true
AbstractRotaryPolytope([ 12, 6 ], "s1^-2*s2^-1*s1^3*s2^-2*s1^-2*s2*s1^-1*(s1^-2*s2^-1*s1^2*s2)^3, s2*s1^-1*s2^-1*s1^4*s2^2*s1^-1")#3024#true
AbstractRotaryPolytope([ 12, 6 ], "s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1, (s2*s1^-5)^2")#3024#true
AbstractRotaryPolytope([ 12, 6 ], "s1^-1*s2*s1^-2*s2*(s1^-2*s2*s1^-1)^2*s2^-1*s1*s2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-5)^2")#3024#true
AbstractRotaryPolytope([ 12, 6 ], "(s1^2*s2^-1*s1^2)^2*s2^-2, s2*s1^-1*s2*s1^5*s2^2*s1^-1*s2^-1*s1*s2")#3024#true
AbstractRotaryPolytope([ 12, 6 ], "s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-5)^2, s2^2*s1*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#3024#true
AbstractRotaryPolytope([ 12, 6 ], "s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-5)^2, s2*s1^-1*s2*(s1^-2*s2*s1^-1)^2*s1^-1, s2^2*s1^2*s2*s1^-1*s2^-1*(s2^-1*s1)^2*s2^2*s1^-1*s2^-1*s1*s2*s1^-1")#3024#true
AbstractRotaryPolytope([ 12, 6 ], "s2^-1*s1^-1*s2*s1*s2^-1*s1*(s2^-1*s1^2*s2^-1)^2*s1*s2^-1, s1^-2*s2*s1^3*s2^-1*s1*s2^2")#3024#true
AbstractRotaryPolytope([ 9, 9 ], "(s1^-2*s2*s1^-1)^3, s1^2*s2*s1^-2*s2*s1^2*(s1*s2^-1*s1^-1*s2)^2, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^-2*s2*s1^2*s2^-1, (s2^2*s1^-4)^2")#3024#true
AbstractRotaryPolytope([ 9, 9 ], "s1*(s2*s1^-2)^2*s2^3*s1^2, s2^2*s1^-3*s2*s1^3*s2^2*s1^-4")#3024#true
AbstractRotaryPolytope([ 6, 36 ], "(s1*s2^-2)^2, s1*s2^2*s1*s2^-2*s1^-1*s2*s1*s2^-1*(s1^-1*s2*s1^-1)^2*s1^-1*s2^2*s1*s2^-1*s1^-1*s2*s1")#3024#true
AbstractRotaryPolytope([ 6, 36 ], "s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1, s2^7*s1*s2^-1*s1^-2*s2^-2*s1*s2^2")#3024#true
AbstractRotaryPolytope([ 6, 36 ], "(s1*s2^-2)^2, s1^2*s2^2*s1*s2^-2*s1^-1*s2*(s2*s1*s2^-1*s1^-1)^3*s2")#3024#true
AbstractRotaryPolytope([ 6, 36 ], "s1*s2^-4*(s2^-2*s1*s2*s1^-1)^2*s2^-1*s1*s2*s1^-1*s2^-2*s1*s2^4*s1^-1*s2^-13*s1*s2*s1^-1*s2^-2*s1*s2^2, (s1*s2^-2)^2, s2*s1*(s1^2*s2^-1)^2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#3024#true
AbstractRotaryPolytope([ 6, 36 ], "s1^-1*s2^-1*s1*(s1*s2^-1)^2*s1^-3*s2*s1^-1, s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1, s2^2*s1*s2^-5*s1*s2^3*s1^-1*s2^-2*s1*s2^6*s1*s2^-1*s1^-1*s2^2*s1*s2^-1*s1*(s2^3*s1^-1*s2^-3*s1^-1)^2*s2^2")#3024#true
AbstractRotaryPolytope([ 6, 36 ], "s1^-2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1^-1, s1*s2^-1*s1*s2^5*s1*s2^-1*s1^-2*s2^-4*s1^-1*s2, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1")#3024#true
AbstractRotaryPolytope([ 9, 12 ], "(s1*s2^-1*s1)^2, (s2*s1^-1)^2*s2^3*s1^-1*s2^-3*s1*s2^2*s1^-1*s2^-1*s1*s2")#3024#true
AbstractRotaryPolytope([ 9, 12 ], "(s1*s2^-1*s1)^2, s1*s2*(s2^2*s1*s2^-1*s1^-1)^2*s2*(s1*s2^-2)^2, (s2^2*s1^-1*s2^2)^2*s2^2*s1^2*s2^2")#3024#true
AbstractRotaryPolytope([ 9, 12 ], "s2^-2*s1*s2^4*s1*s2^-1*(s2^-1*s1^-1*s2*s1)^2*s1*s2^-1, (s1*s2^-1*s1)^2")#3024#true
AbstractRotaryPolytope([ 12, 9 ], "s1^-2*(s2^-1*s1)^2*s1^4*s2^-1*s1^-2*s2*s1^-4, (s1*s2^-2)^2, (s1^4*s2^-1)^2*s1^4*s2^2, s1^3*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*(s1^-1*s2)^2")#3024#true
AbstractRotaryPolytope([ 12, 9 ], "s1^-2*(s2^-1*s1)^2*s1^4*s2^-1*s1^-2*s2*s1^-4, (s1*s2^-2)^2, (s1^4*s2^-1)^2*s1^4*s2^2, s2*s1^2*s2*s1^-2*s2^-1*s1^3*s2^-1*s1*s2*s1^-2*s2^-1*s1^2*s2")#3024#true
AbstractRotaryPolytope([ 12, 9 ], "s1^-2*(s2^-1*s1)^2*s1^4*s2^-1*s1^-2*s2*s1^-4, (s1*s2^-2)^2, (s1^4*s2^-1)^2*s1^4*s2^2, s2*s1^2*s2*s1^-2*s2^-1*s1^3*s2*s1^-3*s2^-1*s1^2*s2")#3024#true
AbstractRotaryPolytope([ 36, 6 ], "s1*s2^-1*s1^-2*s2*s1^3*(s2*s1^-1*s2)^2*s2^2*s1*s2^-1*s1^-2*s2*s1, (s1*s2^-1*s1)^2")#3024#true
AbstractRotaryPolytope([ 36, 6 ], "s1^-3*s2^2*s1^-5*s2^-1*s1^4*s2, (s1*s2^-1*s1^4)^2, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1")#3024#true
AbstractRotaryPolytope([ 36, 6 ], "(s1*s2^-1*s1^4)^2, s1^2*s2^-3*s1^2*s2^-1*s1^-1*s2^2*s1, s1^4*s2^-1*s1^-2*s2^-1*s1^2*s2*s1^-2*s2^-1*s1^2, s1^2*s2^2*(s1*s2^-1)^2*s1^-2*s2^2")#3024#true
AbstractRotaryPolytope([ 36, 6 ], "s1*s2^-3*(s1^-1*s2^2)^2*s1*s2^-1*s1^-1*s2*s1*s2^-1, (s1*s2^-1*s1)^2")#3024#true
AbstractRotaryPolytope([ 36, 6 ], "(s1*s2^-1*s1)^2, s2*s1^2*s2*s1^-1*s2^-1*s1^3*s2^-1*s1^-1*s2^2*s1^-1*(s1^-1*s2^-1*s1*s2)^2")#3024#true
AbstractRotaryPolytope([ 36, 6 ], "(s1^2*s2^-1*s1)^2*s2^2")#3024#true
AbstractRotaryPolytope([ 6, 63 ], "s1^-1*s2^-2*s1*s2^2*s1^2*s2^5*s1^-1*s2^-6*s1^-1*s2^3*s1^-1*s2^-1*s1*s2^2, s1^-1*s2*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-2*(s2^-1*s1^2)^3*s1*s2, (s1*s2^-2)^2")#3024#true
AbstractRotaryPolytope([ 63, 6 ], "(s1*s2^-1*s1)^2, s2*s1^4*s2^-1*s1^-1*s2^2*s1^-13*s2^2*s1^-2*s2^-1*s1*s2, s2*s1^2*(s2^2*s1^-1)^2*s1^-1*(s2^-1*s1*s2^-1)^2*s1*s2*s1^-1*s2^-1*s1*s2")#3024#true
AbstractRotaryPolytope([ 6, 252 ], "(s1*s2^-2)^2, (s1*s2^-1)^2*s1^-2*(s2^-1*s1)^2, s2^3*s1^-1*s2^-26*s1^-1*s2^5*s1^-2*s2^8*s1^-1*s2^-4*s1^-1*s2^32*s1^-2*s2^4*s1^-1*s2^-1*s1*s2")#3024#true
AbstractRotaryPolytope([ 252, 6 ], "s2^-1*s1*s2^-2*(s1^-1*s2)^2*s2*s1, (s1*s2^-1*s1)^2, s1^43*s2*s1^-6*s2*s1*s2^-1*s1^-2*s2*s1^32")#3024#true
RotaryManiplex([ 9, 18 ], "(s2^-1*s1^2*s2^-1)^2*s1, s1*s2^-1*s1*s2^2*(s2*s1*s2^-1*s1^-1)^2*s2*s1^-1*s2^2*(s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1*s1^-2*s2^-3*s1^-1*s2^2, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#3024#false
RotaryManiplex([ 12, 12 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1, s2^2*s1^3*s2^-2*s1*s2*s1^-2*s2")#3024#false
RotaryManiplex([ 12, 12 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1*s2^-1*s1^-1*s2*s1^-2*s2^-2*(s1*s2^-1*s1^-1*s2)^2*s1, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2^2*s1^3*s2^-2*s1*s2*s1^-2*s2")#3024#false
AbstractRotaryPolytope([ 12, 12 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1*s2^-1*s1^5*(s2*s1^-2)^2, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2*s1^-1*s2")#3024#true
RotaryManiplex([ 12, 12 ], "(s2^-2*s1*s2^-2)^2*s1^2, s1^-1*s2^-1*s1*(s2^-2*s1^-1)^2*s1^-1*s2*s1^-1*(s1^-2*s2^-1*s1^2*s2)^3, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-2*s1*s2")#3024#false
RotaryManiplex([ 12, 12 ], "(s2^-1*s1^2*s2^-1)^3, s2*s1^4*s2*s1^-2, s2*s1*(s1*s2^2*s1^-1*s2^-2)^2*s2^-1*s1^2*(s2*s1^-1)^2*s2^-1*s1*s2^2*s1^-1*s2^-2*s1*s2, s2^3*s1^2*s2^-1*s1^2*s2^2")#3024#false
RotaryManiplex([ 12, 12 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1, s2^2*s1^3*s2^-2*s1*s2*s1^-2*s2")#3024#false
RotaryManiplex([ 12, 12 ], "s1^3*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2^2*s1^3*s2^-2*s1*s2*s1^-2*s2")#3024#false
AbstractRotaryPolytope([ 12, 12 ], "s1^-2*s2*s1^-6*s2*s1^-3*s2^-1*s1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2*s1^-1*s2")#3024#true
RotaryManiplex([ 18, 9 ], "s1^6*s2^-3, s1*s2*(s1^-1*s2*s1^-1)^3*s1^-1*s2*s1*(s1^2*s2^-1)^3*s1*s2^-1*s1^-2*s2*s1^2, s2^3*(s2^2*s1^-1)^2")#3024#false
RotaryManiplex([ 9, 36 ], "(s2^-1*s1^2*s2^-1)^2*s1, s2*s1*s2^-1*s1*s2^3*s1^-1*s2^-3*s1*s2^2*s1^-1*s2^-1*s1*s2, s2*s1^4*s2*s1^-2, s2^4*s1^-1*s2^-1*s1*s2^-1*s1^-1*s2^6")#3024#false
AbstractRotaryPolytope([ 12, 18 ], "s1^2*s2^2*s1^5*s2^-3*s1^-1*s2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-5)^2, s2^2*s1*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#3024#true
AbstractRotaryPolytope([ 12, 18 ], "(s2^-2*s1*s2^-2)^2*s1^2, s1^2*s2*s1^-2*(s2^-1*s1^2)^2*(s2*s1^-1)^2*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-3*s1^-1*s2^3*s1^-1*s2^-3*s1*s2^6")#3024#true
AbstractRotaryPolytope([ 12, 18 ], "s1^2*s2^2*s1*s2^-1*s1^2*s2^-1*s1^-1*s2*s1*s2^-1*s1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-5)^2, s2*s1^2*s2*s1^-1*(s2^-1*s1)^2*s2^2*s1^-1")#3024#true
AbstractRotaryPolytope([ 12, 18 ], "(s2^-2*s1*s2^-2)^2*s1^2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2*s1^2*s2*s1^-1*s2^-2*s1^3*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2, s2^2*s1^5*s2^2*s1^-1")#3024#true
AbstractRotaryPolytope([ 12, 18 ], "(s2^-2*s1*s2^-2)^2*s1^2, (s1^-2*s2)^2*s1^3*s2^-1*s1*s2^2*s1^-2*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#3024#true
AbstractRotaryPolytope([ 12, 18 ], "s2^-3*s1*s2^12*s1^-1*s2^-3, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*(s1^-2*s2)^2*s1^-1*s2*s1^-2, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2^2*s1^-2*(s2^-1*s1)^3*s2*s1^-1")#3024#true
AbstractRotaryPolytope([ 18, 12 ], "s1*(s2^-1*s1^2*s2^-1)^2*s1^3, s1*(s2*s1^-1*s2^2)^2*(s1*s2^-1*s1^-1*s2)^2*s1, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#3024#true
AbstractRotaryPolytope([ 18, 12 ], "s1*s2^-1*s1^2*s2^-3*(s2^-1*s1)^2*s1, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1, s2^3*s1^3*s2^-1*s1^2*s2*s1^-1*s2")#3024#true
AbstractRotaryPolytope([ 18, 12 ], "s1*(s2^-1*s1^2*s2^-1)^2*s1^3, s2*s1^2*s2^2*s1^4*s2^-1*s1^-1*s2^2*s1^-1*(s1^-1*s2^-1*s1*s2)^2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#3024#true
AbstractRotaryPolytope([ 18, 12 ], "(s1*s2^-1*s1^4)^2, s1^2*s2^2*s1^3*s2^-1*s1^-1*s2*(s1*s2^-1)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1")#3024#true
AbstractRotaryPolytope([ 18, 12 ], "s1*(s2^-1*s1^2*s2^-1)^2*s1^3, s2*s1^-1*s2^2*s1^-2*s2^-1*s1*s2^-3*s1^2*s2^2*s1^2*s2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#3024#true
AbstractRotaryPolytope([ 18, 12 ], "(s1*s2^-1*s1^4)^2, s1^2*s2*s1^-1*s2*s1^3*s2^-4, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1^-1*s2*s1^2*s2^-2*s1^-1*s2*s1")#3024#true
RotaryManiplex([ 36, 9 ], "s1^10*s2^-1*s1^-1*s2*s1^-1*s2^-1, s1^4*s2^2*s1*(s1^3*s2^-1)^2*s1^-1*s2, s1^3*s2*s1^-2*s2*s1^3*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2, s2^3*s1*s2^-2*s1*s2")#3024#false
RotaryManiplex([ 12, 36 ], "(s2^-2*s1*s2^-2)^2*s1^2, (s1^-2*s2)^2*s1^3*s2^-1*s1^3*s2*s1^-1*s2^-1*s1*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#3024#false
RotaryManiplex([ 12, 36 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s2*s1^-1*(s1^-2*s2)^2*s1^-1*s2*s1^-2, s2*s1^-1*s2*s1^3*s2^-1*s1^2*s2*s1^-2, s2*s1*s2^-3*s1*s2^5*s1^-1*s2^-2*s1*s2^3*s1^-1*s2^-3*s1*s2, s2^2*s1^-2*(s2^-1*s1)^3*s2*s1^-1")#3024#false
RotaryManiplex([ 12, 36 ], "s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-5)^2, s2^2*s1^-1*s2^-1*(s2^-1*s1)^3*s2^2*s1^-2, s2^2*s1*s2^-1*s1^2*s2*s1^-1*s2^-1*s1*s2*s1^-1")#3024#false
RotaryManiplex([ 12, 36 ], "(s2^-2*s1*s2^-2)^2*s1^2, s1^2*s2^2*s1*s2^-1*s1^-1*s2*s1^2*s2*s1^-1*s2^-1*s1*s2^-1*s1^-2*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#3024#false
RotaryManiplex([ 12, 36 ], "s1*s2^3*s1*s2^-1*s1^-1*s2*s1*s2^-1, (s2*s1^-5)^2")#3024#false
