Size,IsPolytopal
RotaryManiplex([ 132, 12 ], "s1*(s2^-1*s1^2*s2^-1)^2*s1^3, s1^3*s2*s1^-1*s2*s1^2*s2^-2*s1^4*s2^-1*s1^-8*s2^-2*s1^-1*s2*s1*s2^-1*s1^-2*s2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10032#false
RotaryManiplex([ 33, 66 ], "s2^-1*(s1^-1*s2)^2*s2*s1*s2^-2*(s1^-1*s2)^2*s2^2*(s1*s2^-1)^2*s2^-2*s1^-1*s2^2*s1*s2^-1*s1^-1*s2*s1*s2^-2*s1, (s2^-1*s1^2*s2^-1)^8*s1, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10032#false
RotaryManiplex([ 66, 33 ], "(s2^-2*s1*s2^-2)^4*s1^3*s2^-9*s1, s1*(s1*s2^-1)^2*s1^-1*s2*(s1^-2*s2*s1^2*s2^-1)^3*s1^-2*s2*s1*s2^-1*s1^-1*s2, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-2*s1*s2")#10032#false
RotaryManiplex([ 66, 132 ], "(s2^-1*s1^5*s2^-1)^9*s1^3, s1*s2^3*s1^-1*s2*s1^2*s2^-3*s1^-1*s2^2*s1*s2^-1, s2*s1^7*s2*s1^-5, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10032#false
RotaryManiplex([ 66, 132 ], "(s2^-2*s1*s2^-2)^13*s1, s1^3*s2*s1^-2*s2*s1^-1*s2^-2*s1^2*s2^-1*s1^-2*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#10032#false
RotaryManiplex([ 132, 66 ], "(s2^-1*s1^5*s2^-1)^4*s1^3*s2^-1*(s2^-1*s1^2)^2*s1^2*s2^-2*(s1^2*s2^-2*s1^3)^3*s1^2*s2^-1, s1*s2^3*s1^-1*s2*s1^2*s2^-3*s1^-1*s2^2*s1*s2^-1, s2*s1^7*s2*s1^-5, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10032#false
RotaryManiplex([ 132, 66 ], "(s2^-2*s1*s2^-2)^7*s1^4*s2^-4*(s2^-1*s1)^10*s2^-2*s1, s1^-1*s2*s1^-2*s2*s1^3*s2^-1*s1*s2^2*s1^3*s2, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#10032#false
RotaryManiplex([ 132, 132 ], "(s2^-2*s1*s2^-2)^26*s1^2, s2^-1*s1*s2*s1^-1*(s2*s1^-2*s2^-1*s1^2)^2, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-2*s1*s2")#10032#false
RotaryManiplex([ 132, 132 ], "(s2^-1*s1^2*s2^-1)^33, s1^2*s2^2*(s2*s1^-1)^2*s2^-2*s1^-2*s2^-3*s1^2*s2, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10032#false
AbstractRotaryPolytope([ 10, 10 ], "(s1*s2^-2*s1*s2^-1)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, s1*s2^2*s1*s2^-1*s1^-1*(s1^-1*s2)^2*s1^2*s2^-1*(s1*s2^-1*s1^-1*s2)^2*s1, (s2*s1^-4)^2")#10040#true
AbstractRotaryPolytope([ 10, 10 ], "s1^-1*s2*(s1^2*s2^-1)^2*s1*s2^-1*s1^-2*s2*s1^-1*s2^-2*s1^-1*s2^3, (s1*s2^-2*s1*s2^-1)^2, s1^2*s2^3*s1^2*s2^-1*s1^-1*s2^2*s1, (s2*s1^-4)^2")#10040#true
AbstractRotaryPolytope([ 10, 10 ], "(s1*s2^-2*s1^2)^2, ((s1*s2^-1)^2*s1)^2, s2*s1^2*(s2*s1^-1)^2*s1^-1*s2^-1*s1^2*s2*s1^-2*(s2^-1*s1)^2*s1*s2, s2^5*s1*s2^-4*s1*s2")#10040#true
AbstractRotaryPolytope([ 10, 10 ], "(s1*s2^-2*s1^2)^2, ((s1*s2^-1)^2*s1)^2, s1*s2^2*s1*s2^-1*s1^-2*s2*s1^4*s2^-1*s1^-3*s2*s1*s2^-1*s1^-1*s2*s1, s2^5*s1*s2^-4*s1*s2")#10040#true
RotaryManiplex([ 1004, 1004 ], "s2^-256*s1^3*s2^-1*s1*(s2^-1*s1*s2^-1)^79*s2^-2*s1^2, s1*(s2*s1^-1)^2*s2^-2*s1, s2^2*s1^4*s2^2")#10040#false
AbstractRotaryPolytope([ 3, 6 ], "s2^-3*s1*(s2^-2*s1^-1*s2*s1^-1*s2^-1)^3*s2^-2*s1^-1*(s2*s1^-1*s2^-3*s1^-1*(s2*s1^-1*s2)^4)^2*(s2*s1^-1*s2^-3*s1^-1)^6*s2*s1^-1")#10044#true
AbstractRotaryPolytope([ 6, 3 ], "s1^-1*s2*s1^-3*(s2*s1^-2*s2^-1*s1^2)^6*s2*s1^-2*s2^-1*(s1*s2^-1*s1)^4*s1*s2^-1*s1^-1*(s1^-2*s2)^4*s1^-2*(s2*s1^-2*s2^-1*s1^2)^4*s2")#10044#true
AbstractRotaryPolytope([ 3, 18 ], "(s2*s1^-1*s2)^6*(s1^-1*s2^2)^2*s1^-1*s2*(s2^2*s1^-1)^9*s2, (s2^2*s1^-1*s2^2)^3, s2^5*(s2*s1^-1)^6*s2")#10044#true
AbstractRotaryPolytope([ 18, 3 ], "(s2^-1*s1^5*s2^-1)^2*s1^4, s2*s1^7*s2*s1^-5, s2*s1^3*s2*s1^-2*(s2^-1*s1^2)^3*s2*(s1^-1*s2*s1^-1)^2*s1^-1*s2*s1^4*s2*s1*(s1^2*s2^-1)^3*(s1^2*s2*s1^-2*s2^-1*s1)^2*s2^-1*s1^2*s2*s1^-1")#10044#true
AbstractRotaryPolytope([ 6, 9 ], "(s1*s2^-2)^2, s2*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*s1^-2*s2^-1*s1*s2*s1^-1*s2^-1*s1^2*(s2*s1^-2)^2*s1^-1*(s2^-1*s1^2)^5*(s2*s1^-1*s2^-1*s1)^2*s2^-1*s1^2*s2^-1*s1^-3*s2*s1^-1")#10044#true
AbstractRotaryPolytope([ 6, 9 ], "s2*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*(s1^-1*s2*s1^-1)^4*s1^-2*(s2^-1*s1^2)^5*s2^-1*s1^-3*s2*s1^-3*(s2^-1*s1^2)^2*s2*s1^-1, s2*s1^-1*s2^5*s1^-1*s2, s2^3*s1*s2^-2*s1*s2")#10044#true
AbstractRotaryPolytope([ 6, 9 ], "(s1*s2^-2)^2, s2*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*s1^-2*s2^-1*s1*s2*s1^-1*s2^-1*s1^2*(s2*s1^-2)^2*s1^-1*(s2^-1*s1^2)^8*s2^-1*s1^-3*s2*s1^-1")#10044#true
AbstractRotaryPolytope([ 6, 9 ], "(s1*s2^-2)^2, s2*s1^-3*s2*s1^-2*s2^-1*s1^2*s2*s1^-2*s2^-1*s1*s2*s1^-1*s2^-1*s1^2*(s2*s1^-2)^2*s1^-1*(s2^-1*s1^2)^5*s2*s1^-1*s2^-1*(s1*s2^-1*s1)^2*s1*s2^-1*s1^-3*s2*s1^-1")#10044#true
AbstractRotaryPolytope([ 9, 6 ], "(s1*s2^-1*s1)^2, s1*s2*(s2*s1*s2^-1*s1^-1)^3*s2^2*s1*s2^-2*s1^-1*s2*s1*s2^-1*(s1^-1*s2)^2*s1^-1*s2^-1*s1*s2*(s2*s1^-1)^2*s2^-2*s1*s2^-1*(s2^-1*s1^-1*s2*s1)^2*(s2^-1*s1^-1*s2^2*s1*s2^-1)^2*s2^-1*s1^-1*s2*s1")#10044#true
AbstractRotaryPolytope([ 9, 6 ], "(s1*s2^-1*s1)^2, s1*s2*(s2*s1*s2^-1*s1^-1)^7*s2*s1*s2^-2*(s1*s2^-2*s1^-1*s2*(s2*s1*s2^-1*s1^-1)^2*s2)^2*s1*s2^-1*s1^-1*s2*s1")#10044#true
AbstractRotaryPolytope([ 9, 6 ], "(s2^-1*s1^2*s2^-1)^2*s1, s1^-1*s2*(s2*s1*s2^-1*s1^-1)^2*s2^2*s1*s2^-1*(s2^-1*s1^-1*s2*s1)^3*s2^-1*(s1^-1*s2)^2*(s2*s1*s2^-1*s1^-1*s2^2*s1*s2^-2*s1^-1)^2*(s2*s1*s2^-1*s1^-1)^2*s2*(s1*s2^-1)^2*s1^-1, s2*s1^4*s2*s1^-2")#10044#true
AbstractRotaryPolytope([ 9, 6 ], "(s1*s2^-1*s1)^2, s1*s2*(s2*s1*s2^-1*s1^-1)^3*s2^2*s1*s2^-2*s1^-1*s2*s1*s2^-1*(s1^-1*s2)^2*s1^-1*s2^-1*s1*s2*(s2*s1*s2^-1*s1^-1)^4*(s2^2*s1*s2^-2*s1^-1)^2*s2*s1*s2^-1*s1^-1*s2*s1")#10044#true
AbstractRotaryPolytope([ 6, 27 ], "(s1*s2^-2)^2, (s1*s2^-1)^2*s1*(s1*s2^-1*s1^-1*s2)^2*s1*s2^-1*s1^-2*s2*(s1^2*s2^-1)^2*s1^-2*s2*s1*(s1*s2^-1*s1^-1*s2)^2*s1")#10044#true
AbstractRotaryPolytope([ 6, 27 ], "s1^-3*s2*(s1^-1*s2*s1^2*s2^-1*s1^-1)^2*(s1^-2*s2)^2*s1^-1*s2*s1^2*s2^-1*s1^-2*s2*s1*s2^-1*s1^-1*s2, (s1*s2^-2)^2, s2^8*s1*s2^-17*s1*s2^2")#10044#true
AbstractRotaryPolytope([ 6, 27 ], "(s1*s2^-2)^2, s1*s2^2*s1*s2^-1*(s1^-1*s2*s1^2*s2^-1*s1^-1)^2*s1^-1*s2*s1*(s1^2*s2^-1)^5")#10044#true
AbstractRotaryPolytope([ 27, 6 ], "(s1*s2^-1*s1)^2, s2^2*s1*(s1*s2*s1^-1*s2^-1)^2*s2^-1*s1*(s2^2*s1^-1)^2*(s2^-2*s1)^2*s1*(s2*s1^-1)^2*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2")#10044#true
AbstractRotaryPolytope([ 27, 6 ], "s2^-2*s1*(s1*s2*s1^-1*s2^-1)^2*s2^-1*s1*(s2^2*s1^-1)^2*s2^-2*s1*s2*(s2*s1^-1*s2^-1*s1)^2*s2*s1^-1*s2^-2*s1*s2^-1, (s1*s2^-1*s1)^2")#10044#true
AbstractRotaryPolytope([ 27, 6 ], "(s1*s2^-1*s1)^2, s2^2*s1*(s1*s2*s1^-1*s2^-1)^2*s2^-1*s1*(s2^2*s1^-1)^2*s1^-1*(s2^-1*s1*s2^-1)^2*s1*s2^2*s1^-1*s2^-2*(s2^-1*s1)^2*s2")#10044#true
AbstractRotaryPolytope([ 6, 837 ], "(s1*s2^-2)^2, (s1*s2^-1)^2*s1^-2*(s2^-1*s1)^2, s2^3*s1^-1*s2^-118*s1^-1*s2^5*s1^-2*s2^13*s1^-1*s2^-15*s1^-1*s2^120*s1^-2*s2^5")#10044#true
AbstractRotaryPolytope([ 837, 6 ], "s2^-1*s1*s2^-2*(s1^-1*s2)^2*s2*s1, s1^-150*s2^-1*s1^6*s2^-2*s1^2*s2*s1^-121, (s1*s2^-1*s1)^2")#10044#true
AbstractRotaryPolytope([ 9, 18 ], "s2^2*(s1^-2*s2^-2)^2*s1*s2^-1*s1*(s2^2*s1^-1)^2*(s2^-2*s1)^2*s2*s1^-1*s2^-1*s1*s2^2*s1^-1*s2^-2*s1*s2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10044#true
AbstractRotaryPolytope([ 9, 18 ], "s2^2*(s1^-2*s2^-2)^2*s1*s2^-1*s1*(s2^2*s1^-1)^2*s2^-2*(s2^-1*s1)^2*s2^-2*s1^-2*s2^2*s1^-1*s2^-2*s1*s2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10044#true
AbstractRotaryPolytope([ 9, 18 ], "s1*s2^-2*s1^-1*s2^2*s1^2*(s2*s1*s2^-1*s1^-1)^2*s2^2*s1^-1*s2^2*s1*(s2^-1*s1*s2^-1)^2*s2^-2*(s1^-1*s2^2)^2, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10044#true
RotaryManiplex([ 9, 18 ], "(s2^-1*s1^2*s2^-1)^2*s1, s1^-1*s2*(s2*s1*s2^-1*s1^-1)^2*s1^-1*s2^-3*s1^-1*s2^2*s1*s2^-1*s1^-1*s2*s1*s2^-1*(s1*s2^-2*s1^-1*s2*s1*s2^-1*s1^-1*s2)^2*s2*s1^-1*s2*(s2*s1*s2^-1*s1^-1)^4*s2*(s1*s2^-1)^2*s1^-1, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10044#false
RotaryManiplex([ 9, 18 ], "s2^-1*s1^-2*s2*s1*s2^-4, (s2^-1*s1^2*s2^-1)^2*s1, s1^-1*s2*(s2*s1*s2^-1*s1^-1)^2*s2*s1*s2^-2*s1^-1*s2^2*s1*s2^-1*s1^-1*s2*(s1*s2^-1)^2*((s2^-1*s1^-1*s2*s1)^3*s2^-2*s1^-1*s2^2*s1)^2*s2^-1*s1*s2^-1*s1^-1, s2*s1^4*s2*s1^-2")#10044#false
AbstractRotaryPolytope([ 18, 9 ], "(s2^-2*s1*s2^-2)^3*s1^3, s1^2*s2*(s1^-1*s2*s1^2*(s1*s2^-1)^2*s1^-1)^2*s1^-1*s2*s1^2*s2^-1*s1^-2*s2*s1^3*s2^-1, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#10044#true
RotaryManiplex([ 18, 9 ], "(s1*s2^-2*s1)^2*s2^-1, s2*s1^6*s2^2, s2*s1^3*s2*(s1^-1*s2*s1^-1)^3*s1^-2*s2^-1*s1^2*(s2*s1^-1)^2*s1^-2*(s2^-1*s1^2)^5*s2*(s1^-1*s2*s1^-1)^2*s1^-1*(s2^-1*s1)^2*s1*s2*s1^-1")#10044#false
AbstractRotaryPolytope([ 18, 9 ], "(s2^-2*s1*s2^-2)^3*s1^3, s1^-1*s2*s1^2*(s1*s2^-1)^2*s1^-1*s2*s1^2*(s2*s1^-1)^2*(s1^-2*s2^-1*s1^2*s2)^3, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s2^2*s1^5*s2^2*s1^-1")#10044#true
RotaryManiplex([ 18, 9 ], "s1^6*s2^-3, s2*s1*(s1^2*s2*s1^-2*s2^-1)^3*s1*(s2*s1^-1)^2*s1^-2*(s2^-1*s1^2)^3*s2*s1^-1*s2^-1*s1*s2*s1^-2*s2^-1*s1^3*s2*s1^-2*s2^-1*(s1*s2^-1*s1)^2*s1^2*s2*s1^-1, s2^3*(s2^2*s1^-1)^2")#10044#false
AbstractRotaryPolytope([ 18, 9 ], "(s2^-2*s1*s2^-2)^3*s1^3, s1^2*s2^3*s1^-1*s2*s1*s2^-2, s1*s2*s1^-1*s2*s1^2*s2^-1*s1^-2*s2*s1^2*(s1*s2^-1)^2*s1^2*s2^-1*s1^-2*s2*s1*(s1*s2^-1*s1^-1*s2)^2*s1^2*s2^-1*s1, s2^2*s1^5*s2^2*s1^-1")#10044#true
AbstractRotaryPolytope([ 18, 279 ], "(s2^-2*s1*s2^-2)^3*s1^3, s1*s2^2*s1^-1*s2*s1^2*s2^-1*s1^2*s2^2, s2*s1*s2^-13*s1*s2^2*s1^-1*s2^-1*(s2^-1*s1*s2*s1^-1)^7*s2^-2*s1*s2*s1^-1*s2^-1*s1*s2^3*(s2*s1^-1*s2^-2*s1)^2*s2*s1^-1*s2^-4*s1*s2^4*s1^-1*s2^-3*s1*s2^2*(s2*s1^-1*s2^-1*s1)^6*s2^23, s2^2*s1^5*s2^2*s1^-1")#10044#true
AbstractRotaryPolytope([ 279, 18 ], "s2^-2*s1^-1*s2^3*s1*s2^-2*s1^-1*s2*s1, s1^-50*s2*s1^3*s2^2*s1^13*s2^-1*s1^-27, s1*s2^-1*s1^5*s2^-1*(s2^-1*s1^2)^2*s1^4, s2^2*s1^3*s2^-1*s1*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10044#true
RotaryManiplex([ 27, 54 ], "(s2^-1*s1^2*s2^-1)^5*s2^-6*s1, s1*s2^-1*s1*s2^3*s1*s2^-2*s1^-1*s2*s1*s2^-1*(s1^-1*s2^2)^2*(s1*s2^-1)^2*s2^-1*s1^-1*s2*s1*s2^-1*s1^-2*s2^-3*s1^-1*s2^2, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10044#false
RotaryManiplex([ 54, 27 ], "s1^2*s2^-4*(s2^-1*s1)^8*s2^-5, s2*s1^2*s2^2*s1^3*s2*s1^-2*s2^-1*s1^2*(s2*s1^-2)^2*(s2^-1*s1)^2*s1^2*s2*s1^-2*s2^-1*s1^2*s2*s1^-1, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-2*s1*s2")#10044#false
RotaryManiplex([ 81, 162 ], "(s2^-1*s1^2*s2^-1)^20*s1, s1*s2^-2*s1*s2^-1*(s1^-1*s2)^2*(s2*s1*s2^-1*s1^-1)^3*s2, s2*s1^4*s2*s1^-2, s2^3*s1^2*s2^-1*s1^2*s2^2")#10044#false
RotaryManiplex([ 162, 81 ], "s1*(s2*s1^-2)^2*s2*s1*(s1^2*s2^-1)^2*s1^-2*s2*s1^2, s2^2*s1^-1*s2^2*s1^-36*s2^5*s1^-1*s2^2*s1^-32, s2^2*s1^5*s2^2*s1^-1, s2^3*s1*s2^-2*s1*s2")#10044#false
